City,Year,Month,Average Temperature (celsius),Max Temperature (celsius),Min Temperature (celsius),Average Wind Speed (m/s),Total Precipitation (mm),Max Snow Depth (cm),Season,Region
Харків,2011,1,-7.0,-0.3,-19.4,2.9,30.8,17.0,Winter,East
Харків,2011,2,-9.0,4.0,-19.7,4.8,17.4,15.0,Winter,East
Харків,2011,12,1.3,9.2,-5.9,4.4,53.0,3.0,Winter,East
Донецьк,2011,1,-6.4,2.2,-17.9,3.2,33.9,13.0,Winter,East
Донецьк,2011,2,-8.5,2.4,-21.3,6.1,29.2,17.0,Winter,East
Донецьк,2011,12,1.0,10.4,-6.9,4.5,39.6,7.0,Winter,East
Луганськ,2011,1,-6.2,5.3,-19.6,1.8,25.5,6.0,Winter,East
Луганськ,2011,2,-8.5,4.7,-20.5,3.7,22.2,5.0,Winter,East
Луганськ,2011,12,2.2,11.2,-7.0,2.7,42.2,6.0,Winter,East
Бахмут,2012,12,-3.4,14.1,-19.1,2.5,128.6,26.0,Winter,East
Богодухів,2012,12,-5.1,10.1,-20.8,4.6,89.0,17.0,Winter,East
Губиниха,2012,12,-3.3,12.6,-17.2,4.4,118.1,16.0,Winter,East
Дніпро,2012,1,-3.7,7.2,-18.8,4.8,46.2,9.0,Winter,East
Дніпро,2012,2,-9.2,3.1,-24.4,4.6,32.8,12.0,Winter,East
Дніпро,2012,12,-3.3,12.2,-17.0,5.3,81.4,16.0,Winter,East
Запоріжжя,2012,1,-3.5,8.1,-18.5,4.3,45.4,16.0,Winter,East
Запоріжжя,2012,2,-9.0,3.8,-25.0,4.1,12.6,9.0,Winter,East
Запоріжжя,2012,12,-2.7,13.5,-17.2,4.6,52.6,10.0,Winter,East
Ізюм,2012,1,-4.3,9.2,-19.7,2.5,42.9,7.0,Winter,East
Ізюм,2012,2,-10.2,2.5,-29.5,1.9,29.6,13.0,Winter,East
Комісарівка,2012,12,-2.8,12.0,-23.3,3.5,92.3,16.0,Winter,East
Красноград,2012,12,-4.1,12.0,-17.9,3.6,105.4,19.0,Winter,East
Лозова,2012,12,-4.1,12.9,-18.6,4.7,94.9,17.0,Winter,East
Маріуполь,2012,1,-3.1,4.7,-17.1,5.9,48.8,5.0,Winter,East
Маріуполь,2012,2,-8.7,2.6,-23.2,4.9,33.7,10.0,Winter,East
Маріуполь,2012,12,-2.5,13.2,-13.8,6.8,49.6,8.0,Winter,East
Пришиб,2012,12,-1.0,15.2,-19.3,5.0,62.3,6.0,Winter,East
Харків,2012,1,-4.7,6.3,-19.8,4.7,49.1,16.0,Winter,East
Харків,2012,2,-10.5,2.2,-26.2,4.0,27.8,22.0,Winter,East
Харків,2012,12,-5.1,13.0,-20.8,5.4,58.9,16.0,Winter,East
Чаплине,2012,12,-3.0,13.7,-18.3,5.0,100.7,18.0,Winter,East
Дебальцеве,2012,12,-5.1,10.9,-21.1,5.1,147.6,25.0,Winter,East
Донецьк,2012,1,-5.1,6.1,-20.3,4.8,41.4,9.0,Winter,East
Донецьк,2012,2,-9.8,1.2,-24.6,4.0,38.4,11.0,Winter,East
Донецьк,2012,12,-3.9,12.4,-16.9,6.0,66.9,15.0,Winter,East
Коломак,2012,12,-4.7,10.3,-19.0,3.8,108.8,24.0,Winter,East
Луганськ,2012,1,-4.8,6.2,-22.2,2.9,38.4,10.0,Winter,East
Луганськ,2012,2,-10.4,4.6,-27.9,2.6,52.9,23.0,Winter,East
Луганськ,2012,12,-4.0,12.9,-19.0,3.7,75.3,25.0,Winter,East
Бахмут,2013,12,-1.6,4.1,-17.1,2.2,18.2,0.0,Winter,East
Богодухів,2013,12,-2.1,4.1,-14.7,3.7,9.8,0.0,Winter,East
Великий Бурлук,2013,12,-2.5,3.9,-20.0,4.0,14.4,0.0,Winter,East
Губиниха,2013,12,-1.5,5.3,-16.8,3.2,13.1,0.0,Winter,East
Дніпро,2013,1,-1.5,11.1,-10.1,3.7,82.8,24.0,Winter,East
Дніпро,2013,2,0.4,11.0,-6.8,4.4,19.2,17.0,Winter,East
Дніпро,2013,12,-1.5,5.7,-13.4,4.4,14.4,8.0,Winter,East
Запоріжжя,2013,1,-0.8,11.4,-10.3,3.3,46.9,18.0,Winter,East
Запоріжжя,2013,2,1.0,11.8,-6.4,3.9,9.8,12.0,Winter,East
Запоріжжя,2013,12,-0.9,8.0,-14.9,4.1,10.0,8.0,Winter,East
Ізюм,2013,1,-1.9,3.7,-12.1,1.8,54.2,16.0,Winter,East
Ізюм,2013,2,-0.1,7.4,-8.5,2.3,13.0,12.0,Winter,East
Ізюм,2013,12,-1.3,4.8,-20.7,2.3,20.3,9.0,Winter,East
Комісарівка,2013,12,-1.3,6.4,-13.6,2.3,11.2,0.0,Winter,East
Красноград,2013,12,-1.9,3.8,-15.4,2.6,14.6,0.0,Winter,East
Куп’янськ,2013,12,-1.5,4.6,-19.0,2.3,8.4,0.0,Winter,East
Лозова,2013,12,-2.1,3.8,-15.1,3.3,12.2,0.0,Winter,East
Маріуполь,2013,1,-0.7,8.0,-7.0,3.5,88.0,15.0,Winter,East
Маріуполь,2013,2,1.0,6.8,-4.2,5.2,14.0,5.0,Winter,East
Маріуполь,2013,12,-0.6,7.1,-13.0,4.5,9.6,1.0,Winter,East
Пришиб,2013,12,-1.0,7.4,-12.4,3.1,5.6,0.0,Winter,East
Харків,2013,1,-3.3,2.8,-14.1,3.6,51.5,18.0,Winter,East
Харків,2013,2,-1.3,4.7,-8.6,3.9,17.8,16.0,Winter,East
Харків,2013,12,-1.8,4.5,-15.3,4.0,13.3,9.0,Winter,East
Чаплине,2013,12,-1.6,4.6,-16.2,2.3,12.7,0.0,Winter,East
Дебальцеве,2013,12,-3.1,2.6,-18.3,3.1,23.5,0.0,Winter,East
Донецьк,2013,1,-1.5,12.4,-10.4,3.6,79.5,16.0,Winter,East
Донецьк,2013,2,-0.5,6.1,-7.4,4.6,11.4,17.0,Winter,East
Донецьк,2013,12,-2.3,4.0,-17.6,4.8,21.0,15.0,Winter,East
Луганськ,2013,1,-1.5,11.0,-15.0,2.3,77.7,27.0,Winter,East
Луганськ,2013,2,-0.1,7.1,-9.5,2.6,13.9,23.0,Winter,East
Луганськ,2013,12,-1.2,4.9,-16.6,2.6,13.6,9.0,Winter,East
Бахмут,2014,12,-2.3,7.7,-23.1,1.9,58.72,0.0,Winter,East
Богодухів,2014,1,-7.3,5.1,-25.2,4.1,42.0,0.0,Winter,East
Богодухів,2014,2,-2.0,8.1,-23.2,2.9,11.8,0.0,Winter,East
Богодухів,2014,12,-2.9,13.1,-19.4,3.5,49.28,0.0,Winter,East
Великий Бурлук,2014,1,-7.9,5.2,-26.8,4.0,49.8,0.0,Winter,East
Великий Бурлук,2014,2,-2.9,5.6,-26.0,3.2,20.3,0.0,Winter,East
Великий Бурлук,2014,12,-3.0,6.3,-24.0,3.9,48.12,0.0,Winter,East
Губиниха,2014,1,-5.4,7.3,-24.0,4.5,39.3,0.0,Winter,East
Губиниха,2014,2,-1.4,8.3,-21.0,2.8,9.5,0.0,Winter,East
Губиниха,2014,12,-2.5,8.0,-20.2,3.3,40.3,0.0,Winter,East
Запоріжжя,2014,1,-3.7,7.1,-22.5,4.8,37.8,11.0,Winter,East
Запоріжжя,2014,2,-0.8,10.5,-19.5,3.4,9.5,10.0,Winter,East
Запоріжжя,2014,12,-2.1,8.6,-20.4,3.6,45.2,22.0,Winter,East
Ізюм,2014,1,-6.2,6.6,-25.2,2.5,48.5,13.0,Winter,East
Ізюм,2014,2,-1.6,8.5,-26.4,1.6,13.4,10.0,Winter,East
Ізюм,2014,12,-2.5,7.0,-24.7,1.9,62.0,24.0,Winter,East
Комісарівка,2014,1,-4.4,7.8,-24.6,3.3,53.3,0.0,Winter,East
Комісарівка,2014,2,-1.6,8.4,-21.9,2.0,10.5,0.0,Winter,East
Комісарівка,2014,12,-2.2,9.1,-24.4,2.2,42.02,0.0,Winter,East
Красноград,2014,1,-6.2,6.0,-24.4,3.2,42.1,0.0,Winter,East
Красноград,2014,2,-1.6,9.2,-21.6,2.4,19.3,0.0,Winter,East
Красноград,2014,12,-2.7,6.5,-20.3,2.3,45.85,0.0,Winter,East
Куп’янськ,2014,1,-6.8,6.4,-25.8,2.0,52.3,0.0,Winter,East
Куп’янськ,2014,2,-2.2,7.4,-26.0,1.4,15.7,0.0,Winter,East
Куп’янськ,2014,12,-2.5,7.0,-24.5,1.8,61.99,0.0,Winter,East
Лозова,2014,1,-6.3,6.0,-25.8,4.3,39.4,0.0,Winter,East
Лозова,2014,2,-1.9,8.4,-24.0,2.7,14.8,0.0,Winter,East
Лозова,2014,12,-2.8,6.2,-20.0,3.2,39.64,0.0,Winter,East
Маріуполь,2014,1,-3.1,6.9,-21.3,6.7,77.4,11.0,Winter,East
Маріуполь,2014,2,-1.6,7.1,-19.1,4.9,19.8,12.0,Winter,East
Маріуполь,2014,12,-0.6,10.1,-13.2,5.0,69.6,8.0,Winter,East
Пришиб,2014,1,-2.8,8.0,-21.2,4.5,38.8,0.0,Winter,East
Пришиб,2014,2,-0.6,10.0,-19.1,3.3,9.4,0.0,Winter,East
Пришиб,2014,12,-1.3,10.2,-17.0,3.3,51.44,0.0,Winter,East
Харків,2014,1,-6.9,6.2,-25.5,4.2,45.6,16.0,Winter,East
Харків,2014,2,-2.0,8.3,-22.8,3.3,18.3,13.0,Winter,East
Харків,2014,12,-2.7,6.8,-19.2,3.8,34.4,20.0,Winter,East
Чаплине,2014,1,-4.6,5.8,-24.7,4.3,58.3,0.0,Winter,East
Чаплине,2014,2,-1.4,10.1,-22.9,2.4,8.2,0.0,Winter,East
Чаплине,2014,12,-2.2,7.4,-19.0,2.4,81.26,0.0,Winter,East
Дебальцеве,2014,1,-7.1,4.2,-26.5,4.3,52.0,0.0,Winter,East
Дебальцеве,2014,2,-3.1,8.5,-23.1,3.6,12.7,0.0,Winter,East
Дебальцеве,2014,12,-2.7,6.1,-18.1,3.7,69.87,0.0,Winter,East
Луганськ,2014,1,-5.5,6.7,-25.1,3.1,49.2,14.0,Winter,East
Луганськ,2014,2,-2.0,10.5,-24.6,2.5,13.3,11.0,Winter,East
Бахмут,2015,1,-0.4,6.7,-6.7,1.7,17.5,7.0,Winter,East
Бахмут,2015,2,-1.3,14.5,-15.6,2.2,22.8,1.0,Winter,East
Бахмут,2015,12,0.4,9.3,-14.6,2.5,33.22,11.0,Winter,East
Богодухів,2015,1,-1.3,5.2,-9.6,4.0,19.1,14.0,Winter,East
Богодухів,2015,2,-3.4,7.1,-16.9,3.0,54.6,16.0,Winter,East
Богодухів,2015,12,0.0,8.7,-12.1,4.2,49.52,14.0,Winter,East
Великий Бурлук,2015,1,-2.6,3.5,-11.6,4.1,16.3,23.0,Winter,East
Великий Бурлук,2015,2,-4.0,5.3,-19.6,3.5,63.6,17.0,Winter,East
Великий Бурлук,2015,12,-0.2,8.9,-13.8,4.5,59.43,16.0,Winter,East
Губиниха,2015,1,0.2,7.5,-3.8,3.3,22.4,9.0,Winter,East
Губиниха,2015,2,-1.3,13.7,-12.4,3.2,42.4,1.0,Winter,East
Губиниха,2015,12,0.2,9.0,-13.4,3.3,43.8,2.0,Winter,East
Дніпро,2015,2,-0.9,14.0,-12.3,4.5,45.7,6.0,Winter,East
Дніпро,2015,12,0.4,10.0,-12.8,4.6,28.5,1.0,Winter,East
Запоріжжя,2015,1,-2.1,8.0,-24.6,3.5,30.9,22.0,Winter,East
Запоріжжя,2015,2,-0.4,14.9,-12.1,4.1,47.9,1.0,Winter,East
Запоріжжя,2015,12,0.9,10.4,-14.8,4.3,22.6,1.0,Winter,East
Ізюм,2015,1,-2.6,7.4,-27.6,2.4,33.4,22.0,Winter,East
Ізюм,2015,2,-1.8,15.1,-17.5,2.0,62.7,10.0,Winter,East
Ізюм,2015,12,0.6,10.0,-15.0,2.5,36.5,9.0,Winter,East
Комісарівка,2015,1,0.9,8.1,-3.7,2.5,31.7,8.0,Winter,East
Комісарівка,2015,2,-1.2,11.8,-11.3,2.4,50.8,2.0,Winter,East
Комісарівка,2015,12,0.7,9.8,-10.1,2.3,18.61,0.0,Winter,East
Красноград,2015,1,-0.5,6.2,-6.9,2.9,17.4,16.0,Winter,East
Красноград,2015,2,-2.4,11.5,-13.9,2.2,51.5,7.0,Winter,East
Красноград,2015,12,0.1,8.9,-13.0,2.3,53.73,14.0,Winter,East
Куп’янськ,2015,1,-1.6,5.4,-10.3,1.8,24.7,23.0,Winter,East
Куп’янськ,2015,2,-2.7,11.9,-17.2,1.7,69.1,14.0,Winter,East
Куп’янськ,2015,12,0.7,10.2,-11.9,2.4,46.92,4.0,Winter,East
Лозова,2015,1,-0.7,5.0,-6.7,3.5,17.0,19.0,Winter,East
Лозова,2015,2,-2.5,13.0,-15.7,2.7,53.6,8.0,Winter,East
Лозова,2015,12,-0.1,8.8,-14.0,3.6,42.62,8.0,Winter,East
Харків,2015,1,-2.9,5.0,-23.0,4.6,27.5,19.0,Winter,East
Харків,2015,2,-2.5,7.8,-14.2,3.9,54.1,13.0,Winter,East
Харків,2015,12,0.3,8.9,-11.5,4.4,55.4,17.0,Winter,East
Чаплине,2015,1,0.1,7.3,-4.8,3.3,29.0,20.0,Winter,East
Чаплине,2015,2,-1.1,15.2,-14.0,2.9,44.7,4.0,Winter,East
Чаплине,2015,12,0.2,10.3,-13.6,2.8,39.01,4.0,Winter,East
Дебальцеве,2015,1,-1.3,1.3,-3.8,2.7,11.0,18.0,Winter,East
Коломак,2015,1,-2.4,-2.4,-2.4,1.0,0.3,12.0,Winter,East
Коломак,2015,2,3.2,3.2,3.2,2.0,0.0,0.0,Winter,East
Бахмут,2016,1,-5.8,5.7,-26.4,1.7,62.21,10.0,Winter,East
Бахмут,2016,2,2.8,18.6,-8.4,2.1,29.4,0.0,Winter,East
Бахмут,2016,12,-4.5,4.2,-21.2,2.2,43.23,0.0,Winter,East
Богодухів,2016,2,0.7,7.9,-11.0,3.7,32.22,25.0,Winter,East
Богодухів,2016,12,-4.7,3.9,-16.0,3.7,56.74,0.0,Winter,East
Великий Бурлук,2016,1,-7.6,4.5,-27.5,3.6,69.8,12.0,Winter,East
Великий Бурлук,2016,2,0.9,9.1,-10.0,3.6,35.31,4.0,Winter,East
Великий Бурлук,2016,12,-5.7,3.4,-23.8,3.8,51.22,0.0,Winter,East
Губиниха,2016,1,-6.4,5.1,-23.8,2.7,68.3,21.0,Winter,East
Губиниха,2016,2,1.7,13.0,-6.7,3.1,29.6,10.0,Winter,East
Губиниха,2016,12,-3.8,4.1,-15.2,3.1,61.72,0.0,Winter,East
Дніпро,2016,1,-5.9,5.6,-21.5,3.6,85.7,17.0,Winter,East
Дніпро,2016,2,1.9,14.9,-6.2,3.9,24.8,4.0,Winter,East
Дніпро,2016,12,-3.6,5.2,-14.1,4.3,44.7,12.0,Winter,East
Запоріжжя,2016,1,-5.1,7.0,-20.5,3.5,62.7,7.0,Winter,East
Запоріжжя,2016,2,2.4,16.2,-6.5,3.6,31.9,0.0,Winter,East
Запоріжжя,2016,12,-3.2,6.0,-14.9,4.1,26.7,9.0,Winter,East
Ізюм,2016,1,-6.4,5.6,-26.8,1.8,81.1,19.0,Winter,East
Ізюм,2016,2,2.4,15.8,-7.0,2.2,28.9,1.0,Winter,East
Ізюм,2016,12,-4.4,3.8,-21.2,1.8,52.2,15.0,Winter,East
Комісарівка,2016,2,1.4,13.7,-13.2,2.2,25.8,25.0,Winter,East
Комісарівка,2016,12,-2.9,5.6,-15.1,2.4,31.25,0.0,Winter,East
Красноград,2016,12,-4.2,3.2,-16.4,2.3,74.29,0.0,Winter,East
Куп’янськ,2016,1,-6.4,5.3,-24.9,1.6,86.9,13.0,Winter,East
Куп’янськ,2016,2,2.1,15.2,-7.6,1.9,27.32,1.0,Winter,East
Куп’янськ,2016,12,-4.8,3.7,-21.8,1.8,57.32,0.0,Winter,East
Лозова,2016,1,-6.8,4.6,-25.2,2.9,56.31,20.0,Winter,East
Лозова,2016,2,1.6,15.2,-7.4,3.4,23.4,7.0,Winter,East
Лозова,2016,12,-4.8,3.4,-16.8,3.2,55.85,0.0,Winter,East
Маріуполь,2016,1,-4.0,6.0,-19.6,4.2,84.6,7.0,Winter,East
Маріуполь,2016,2,2.3,12.6,-3.8,4.0,56.4,8.0,Winter,East
Маріуполь,2016,12,-3.0,7.7,-16.8,4.4,30.0,6.0,Winter,East
Пришиб,2016,1,-4.0,7.6,-22.0,3.0,69.1,1.0,Winter,East
Пришиб,2016,2,3.0,18.7,-5.7,3.2,28.01,0.0,Winter,East
Пришиб,2016,12,-3.0,6.9,-15.4,3.3,21.02,0.0,Winter,East
Харків,2016,2,1.0,9.1,-8.4,4.0,26.0,20.0,Winter,East
Харків,2016,12,-4.6,3.8,-17.6,3.9,50.6,23.0,Winter,East
Чаплине,2016,1,-5.3,6.2,-21.7,2.5,75.0,8.0,Winter,East
Чаплине,2016,2,2.3,16.8,-7.0,2.8,18.3,0.0,Winter,East
Чаплине,2016,12,-4.2,4.6,-16.6,2.5,47.24,0.0,Winter,East
Дебальцеве,2016,1,-2.3,-2.3,-2.3,4.0,0.0,0.0,Winter,East
Коломак,2016,1,-4.0,-4.0,-4.0,3.0,0.0,0.0,Winter,East
Бахмут,2017,1,-4.5,4.6,-23.1,2.0,39.93,0.0,Winter,East
Бахмут,2017,2,-3.6,11.3,-20.0,2.3,29.66,0.0,Winter,East
Бахмут,2017,12,3.4,12.1,-6.2,2.0,19.98,0.0,Winter,East
Богодухів,2017,1,-6.3,2.6,-21.2,3.6,39.81,0.0,Winter,East
Богодухів,2017,2,-4.2,6.4,-22.6,3.7,22.69,0.0,Winter,East
Богодухів,2017,12,2.4,9.3,-3.4,4.1,119.26,0.0,Winter,East
Великий Бурлук,2017,1,-6.2,0.8,-24.4,3.8,38.15,0.0,Winter,East
Великий Бурлук,2017,2,-5.0,5.2,-24.2,4.2,23.73,0.0,Winter,East
Великий Бурлук,2017,12,2.3,8.9,-6.9,4.2,62.89,0.0,Winter,East
Губиниха,2017,1,-5.7,2.3,-21.2,2.8,50.6,0.0,Winter,East
Губиниха,2017,2,-3.9,6.4,-20.0,3.2,28.2,0.0,Winter,East
Губиниха,2017,12,3.6,11.0,-3.7,3.5,69.0,0.0,Winter,East
Дніпро,2017,2,-3.3,8.3,-17.9,4.3,25.4,22.0,Winter,East
Дніпро,2017,12,3.7,10.1,-5.0,4.3,55.1,1.0,Winter,East
Запоріжжя,2017,1,-4.8,2.6,-19.8,3.8,40.1,18.0,Winter,East
Запоріжжя,2017,2,-3.1,10.5,-18.3,3.7,28.9,21.0,Winter,East
Запоріжжя,2017,12,4.5,12.1,-3.3,3.9,39.9,0.7,Winter,East
Ізюм,2017,1,-4.7,3.6,-25.3,1.9,46.9,18.0,Winter,East
Ізюм,2017,2,-3.7,8.8,-20.5,1.9,37.8,24.0,Winter,East
Ізюм,2017,12,3.5,10.3,-4.4,2.1,32.9,4.0,Winter,East
Комісарівка,2017,1,-6.1,3.1,-24.0,2.3,58.7,0.0,Winter,East
Комісарівка,2017,2,-3.2,9.3,-22.9,2.3,15.23,0.0,Winter,East
Комісарівка,2017,12,4.1,11.4,-3.8,2.5,76.54,0.0,Winter,East
Красноград,2017,1,-5.9,1.6,-21.1,2.2,62.53,0.0,Winter,East
Красноград,2017,2,-4.0,6.3,-19.6,2.5,29.01,0.0,Winter,East
Красноград,2017,12,3.1,10.1,-4.9,2.9,81.52,0.0,Winter,East
Куп’янськ,2017,1,-5.1,2.4,-24.1,1.8,52.69,0.0,Winter,East
Куп’янськ,2017,2,-4.2,7.9,-23.5,1.9,32.15,0.0,Winter,East
Куп’янськ,2017,12,3.2,10.2,-5.0,2.2,30.37,0.0,Winter,East
Лозова,2017,1,-5.4,2.2,-23.0,3.1,39.73,0.0,Winter,East
Лозова,2017,2,-4.1,6.6,-19.8,3.5,24.47,0.0,Winter,East
Лозова,2017,12,3.2,10.4,-2.5,4.1,32.91,0.0,Winter,East
Маріуполь,2017,1,-2.8,4.3,-16.9,4.5,44.8,6.0,Winter,East
Маріуполь,2017,2,-2.2,5.1,-13.3,4.4,39.8,3.0,Winter,East
Маріуполь,2017,12,3.5,11.4,-2.4,4.1,29.6,3.0,Winter,East
Пришиб,2017,1,-3.9,2.8,-18.3,3.2,38.07,0.0,Winter,East
Пришиб,2017,2,-2.3,12.8,-17.0,3.1,21.67,0.0,Winter,East
Пришиб,2017,12,4.6,11.4,-3.8,3.6,22.04,0.0,Winter,East
Харків,2017,12,2.8,9.6,-3.8,4.5,74.7,2.0,Winter,East
Чаплине,2017,1,-4.7,3.6,-21.1,2.4,54.95,0.0,Winter,East
Чаплине,2017,2,-3.3,10.6,-16.6,2.6,36.18,0.0,Winter,East
Чаплине,2017,12,3.8,11.4,-3.6,3.1,20.48,0.0,Winter,East
Дебальцеве,2017,1,-2.3,-2.3,-2.3,4.0,0.0,0.0,Winter,East
Бахмут,2018,1,-2.8,7.9,-16.4,2.1,84.13,25.0,Winter,East
Бахмут,2018,2,-2.6,7.1,-16.7,2.1,36.0,15.0,Winter,East
Бахмут,2018,12,-1.8,4.4,-7.7,2.1,64.8,12.0,Winter,East
Богодухів,2018,1,-3.5,5.8,-16.7,3.7,34.47,6.0,Winter,East
Богодухів,2018,2,-5.2,6.1,-18.6,3.5,30.3,14.0,Winter,East
Великий Бурлук,2018,1,-4.2,5.4,-19.5,4.3,67.71,23.0,Winter,East
Великий Бурлук,2018,2,-6.1,4.6,-19.7,4.4,32.8,19.0,Winter,East
Великий Бурлук,2018,12,-3.7,2.0,-13.7,3.6,67.6,20.0,Winter,East
Губиниха,2018,1,-3.0,7.1,-16.0,3.3,51.31,19.0,Winter,East
Губиниха,2018,2,-2.9,6.7,-15.0,3.2,28.0,11.0,Winter,East
Губиниха,2018,12,-2.0,2.9,-11.6,2.9,84.0,21.0,Winter,East
Дніпро,2018,1,-2.9,7.5,-16.2,4.6,72.6,22.0,Winter,East
Дніпро,2018,2,-2.6,7.4,-13.9,4.4,46.2,13.0,Winter,East
Дніпро,2018,12,-1.8,3.3,-9.7,4.3,105.7,15.0,Winter,East
Запоріжжя,2018,1,-2.4,8.2,-15.7,4.1,41.4,27.0,Winter,East
Запоріжжя,2018,2,-1.7,9.4,-13.9,3.9,33.0,15.0,Winter,East
Запоріжжя,2018,12,-0.9,5.8,-10.1,4.0,87.0,11.0,Winter,East
Ізюм,2018,1,-3.1,7.5,-21.5,2.1,60.5,26.0,Winter,East
Ізюм,2018,2,-3.5,6.6,-16.7,2.3,31.0,16.0,Winter,East
Ізюм,2018,12,-2.1,3.2,-8.4,1.8,77.8,15.0,Winter,East
Комісарівка,2018,1,-2.6,7.8,-16.9,2.4,31.76,13.0,Winter,East
Комісарівка,2018,2,-2.3,8.1,-14.9,2.5,32.7,7.0,Winter,East
Комісарівка,2018,12,-1.7,2.9,-17.0,2.3,90.6,24.0,Winter,East
Красноград,2018,1,-3.2,6.9,-15.9,2.7,49.11,12.0,Winter,East
Красноград,2018,2,-3.8,6.5,-16.2,2.6,41.4,12.0,Winter,East
Куп’янськ,2018,12,-2.5,2.8,-9.8,1.6,72.1,13.0,Winter,East
Лозова,2018,2,-3.6,5.6,-16.6,3.6,34.9,22.0,Winter,East
Лозова,2018,12,-2.5,2.8,-10.9,3.4,67.4,16.0,Winter,East
Маріуполь,2018,1,-1.5,7.0,-9.8,5.5,66.1,5.0,Winter,East
Маріуполь,2018,2,-1.4,5.4,-13.6,5.2,67.4,7.0,Winter,East
Маріуполь,2018,12,-0.4,5.2,-4.7,5.5,71.8,9.0,Winter,East
Пришиб,2018,1,-1.4,14.8,-17.0,4.1,33.25,4.0,Winter,East
Пришиб,2018,2,-0.8,10.3,-13.5,3.6,31.7,3.0,Winter,East
Пришиб,2018,12,-0.5,5.7,-8.6,3.4,64.9,5.0,Winter,East
Харків,2018,1,-3.5,6.4,-17.4,4.3,44.5,25.0,Winter,East
Харків,2018,2,-4.9,6.3,-16.6,4.4,30.0,17.0,Winter,East
Чаплине,2018,1,-2.9,7.6,-18.0,2.5,88.16,26.0,Winter,East
Чаплине,2018,2,-2.2,7.4,-14.9,2.4,42.0,19.0,Winter,East
Чаплине,2018,12,-1.5,4.2,-10.8,2.4,66.8,10.0,Winter,East
Бахмут,2019,1,-3.5,3.6,-16.6,1.9,85.8,26.0,Winter,East
Бахмут,2019,2,-0.7,7.0,-11.6,1.9,3.0,15.0,Winter,East
Бахмут,2019,12,2.0,8.8,-6.9,1.5,13.8,4.0,Winter,East
Богодухів,2019,12,1.3,9.4,-7.2,3.0,39.7,14.0,Winter,East
Великий Бурлук,2019,12,1.0,8.5,-6.3,2.7,39.7,6.0,Winter,East
Губиниха,2019,2,-0.2,7.1,-11.8,2.6,10.0,25.0,Winter,East
Губиниха,2019,12,2.2,10.6,-7.0,1.9,29.0,10.0,Winter,East
Дніпро,2019,1,-3.6,2.1,-12.6,4.2,74.7,24.0,Winter,East
Дніпро,2019,2,-0.0,10.8,-10.8,4.2,5.6,13.0,Winter,East
Дніпро,2019,12,2.3,10.4,-7.5,4.0,28.3,10.0,Winter,East
Запоріжжя,2019,1,-2.3,7.3,-12.0,4.0,54.8,18.0,Winter,East
Запоріжжя,2019,2,0.4,9.9,-11.6,4.2,4.7,0.7,Winter,East
Запоріжжя,2019,12,3.0,10.9,-4.8,3.4,37.9,7.0,Winter,East
Ізюм,2019,2,-0.6,5.3,-13.8,1.9,3.5,22.0,Winter,East
Ізюм,2019,12,2.1,10.2,-6.3,1.5,30.7,7.0,Winter,East
