City,Year,Month,Average Temperature (celsius),Max Temperature (celsius),Min Temperature (celsius),Average Wind Speed (m/s),Total Precipitation (mm),Max Snow Depth (cm),Season,Region
Лозова,2012,10,11.4,23.1,0.4,2.2,113.8,0.0,Autumn,East
Лозова,2012,11,3.7,15.2,-5.2,2.1,42.6,0.0,Autumn,East
Маріуполь,2012,9,18.2,25.5,7.9,3.5,22.6,0.0,Autumn,East
Маріуполь,2012,10,14.0,23.0,5.0,4.2,17.1,0.0,Autumn,East
Маріуполь,2012,11,5.8,16.0,-3.8,4.8,7.9,0.0,Autumn,East
Пришиб,2012,9,17.6,28.4,7.5,1.9,7.2,0.0,Autumn,East
Пришиб,2012,10,13.5,25.6,2.9,3.1,9.5,0.0,Autumn,East
Пришиб,2012,11,5.5,16.8,-4.4,3.2,8.6,0.0,Autumn,East
Харків,2012,9,16.7,27.6,6.3,2.7,8.8,0.0,Autumn,East
Харків,2012,10,10.8,23.2,-1.0,3.5,116.5,0.0,Autumn,East
Харків,2012,11,3.7,14.6,-4.2,3.4,14.9,0.7,Autumn,East
Чаплине,2012,9,16.7,27.8,7.3,1.4,34.8,0.0,Autumn,East
Чаплине,2012,10,12.2,24.3,0.8,2.4,69.2,0.0,Autumn,East
Чаплине,2012,11,4.4,15.3,-5.4,1.9,16.0,0.0,Autumn,East
Дебальцеве,2012,9,16.6,27.0,6.2,2.5,28.6,0.0,Autumn,East
Дебальцеве,2012,10,11.8,22.8,1.5,3.6,52.7,0.0,Autumn,East
Дебальцеве,2012,11,3.2,15.1,-4.8,3.5,14.3,0.0,Autumn,East
Донецьк,2012,9,16.8,27.3,4.5,2.7,31.5,0.0,Autumn,East
Донецьк,2012,10,12.5,23.2,0.9,4.0,17.3,0.0,Autumn,East
Донецьк,2012,11,4.4,16.4,-4.6,4.3,4.5,0.0,Autumn,East
Коломак,2012,9,16.1,26.4,5.6,2.4,55.3,0.0,Autumn,East
Коломак,2012,10,10.8,23.6,-1.1,2.9,313.6,0.0,Autumn,East
Коломак,2012,11,3.6,13.1,-3.1,3.0,38.7,0.0,Autumn,East
Луганськ,2012,9,17.2,29.6,2.2,1.8,5.0,0.0,Autumn,East
Луганськ,2012,10,12.2,24.6,-2.5,2.3,9.7,0.0,Autumn,East
Луганськ,2012,11,4.4,17.6,-5.2,2.3,12.8,0.0,Autumn,East
Бахмут,2013,9,13.0,25.2,1.1,1.5,118.0,0.0,Autumn,East
Бахмут,2013,10,8.2,19.3,-3.0,1.6,54.6,0.0,Autumn,East
Бахмут,2013,11,5.5,18.7,-4.8,1.8,7.3,0.0,Autumn,East
Богодухів,2013,9,11.6,21.0,0.3,3.5,137.4,0.0,Autumn,East
Богодухів,2013,10,7.6,17.4,-1.2,3.0,38.8,0.0,Autumn,East
Богодухів,2013,11,5.0,18.1,-4.7,3.6,21.3,0.0,Autumn,East
Великий Бурлук,2013,9,12.0,22.5,0.4,2.9,133.1,0.0,Autumn,East
Великий Бурлук,2013,10,7.8,18.0,-1.2,3.1,52.9,0.0,Autumn,East
Великий Бурлук,2013,11,4.9,18.1,-4.7,3.4,19.6,0.0,Autumn,East
Губиниха,2013,9,12.9,23.3,1.3,3.1,56.3,0.0,Autumn,East
Губиниха,2013,10,8.1,18.7,-1.0,2.8,50.1,0.0,Autumn,East
Губиниха,2013,11,5.5,18.5,-5.5,3.1,9.9,0.0,Autumn,East
Дніпро,2013,9,13.4,25.1,1.4,3.7,68.1,0.0,Autumn,East
Дніпро,2013,10,8.0,19.7,-0.9,3.8,73.8,0.0,Autumn,East
Дніпро,2013,11,5.4,17.1,-6.0,4.1,9.3,0.7,Autumn,East
Запоріжжя,2013,9,14.1,26.0,0.8,3.4,62.3,0.0,Autumn,East
Запоріжжя,2013,10,8.2,19.3,-0.4,3.1,64.3,0.0,Autumn,East
Запоріжжя,2013,11,5.8,18.5,-5.4,3.5,6.0,0.0,Autumn,East
Ізюм,2013,9,12.9,25.0,0.5,1.6,108.0,0.0,Autumn,East
Ізюм,2013,10,8.1,19.2,-3.6,1.6,59.4,0.0,Autumn,East
Ізюм,2013,11,5.4,18.4,-5.4,1.8,14.3,0.7,Autumn,East
Комісарівка,2013,9,13.0,24.4,-0.3,1.9,74.6,0.0,Autumn,East
Комісарівка,2013,10,8.3,18.4,-2.3,2.0,44.0,0.0,Autumn,East
Комісарівка,2013,11,6.0,19.0,-5.7,2.3,18.6,0.0,Autumn,East
Красноград,2013,9,12.5,22.1,0.9,1.8,103.8,0.0,Autumn,East
Красноград,2013,10,8.1,18.4,-0.5,2.0,45.3,0.0,Autumn,East
Красноград,2013,11,5.3,18.9,-4.9,2.6,8.1,0.0,Autumn,East
Куп’янськ,2013,9,12.8,24.0,1.6,1.4,99.1,0.0,Autumn,East
Куп’янськ,2013,10,8.3,19.0,0.2,1.3,59.7,0.0,Autumn,East
Куп’янськ,2013,11,5.5,18.8,-4.8,1.5,11.5,0.0,Autumn,East
Лозова,2013,9,12.8,23.4,1.7,2.4,91.2,0.0,Autumn,East
Лозова,2013,10,7.8,18.9,-1.2,2.8,46.5,0.0,Autumn,East
Лозова,2013,11,5.0,18.8,-5.4,3.1,6.9,0.0,Autumn,East
Маріуполь,2013,9,14.9,25.4,3.5,4.5,79.4,0.0,Autumn,East
Маріуполь,2013,10,8.9,17.4,0.5,4.1,80.6,0.0,Autumn,East
Маріуполь,2013,11,6.3,14.4,-3.2,4.5,4.1,0.0,Autumn,East
Пришиб,2013,9,14.0,25.8,2.2,3.1,46.6,0.0,Autumn,East
Пришиб,2013,10,8.2,20.3,-0.8,3.0,66.9,0.0,Autumn,East
Пришиб,2013,11,5.9,20.0,-4.3,3.0,3.6,0.0,Autumn,East
Харків,2013,9,12.3,20.8,1.4,3.5,122.0,0.0,Autumn,East
Харків,2013,10,8.0,18.4,-1.2,3.3,49.0,0.0,Autumn,East
Харків,2013,11,5.2,17.5,-4.4,4.1,15.6,0.0,Autumn,East
Чаплине,2013,9,13.1,24.0,2.0,2.4,54.4,0.0,Autumn,East
Чаплине,2013,10,8.0,20.8,0.1,2.2,74.8,0.0,Autumn,East
Чаплине,2013,11,5.5,19.8,-5.2,2.0,6.3,0.0,Autumn,East
Дебальцеве,2013,9,11.9,25.5,1.6,2.6,134.1,0.0,Autumn,East
Дебальцеве,2013,10,7.2,15.7,-1.5,2.8,73.1,0.0,Autumn,East
Дебальцеве,2013,11,4.3,17.2,-5.4,3.3,11.8,0.0,Autumn,East
Донецьк,2013,9,13.0,26.6,1.8,3.7,116.0,0.0,Autumn,East
Донецьк,2013,10,7.8,16.4,0.2,3.5,58.2,1.0,Autumn,East
Донецьк,2013,11,5.0,17.6,-5.2,4.4,10.9,1.0,Autumn,East
Луганськ,2013,9,13.4,26.1,-0.2,2.1,70.8,0.0,Autumn,East
Луганськ,2013,10,8.4,20.3,-2.9,2.0,69.7,0.0,Autumn,East
Луганськ,2013,11,5.6,19.0,-4.8,2.6,12.6,0.0,Autumn,East
Бахмут,2014,9,15.0,29.3,0.1,1.7,43.2,0.0,Autumn,East
Бахмут,2014,10,6.0,23.3,-9.1,1.5,14.9,0.0,Autumn,East
Бахмут,2014,11,0.4,13.6,-12.1,2.1,16.38,0.0,Autumn,East
Богодухів,2014,9,15.1,28.4,6.2,2.9,93.0,0.0,Autumn,East
Богодухів,2014,10,6.2,21.6,-7.2,2.1,17.0,0.0,Autumn,East
Богодухів,2014,11,0.4,14.2,-9.8,3.2,7.13,0.0,Autumn,East
Великий Бурлук,2014,9,14.6,28.2,2.1,3.2,16.0,0.0,Autumn,East
Великий Бурлук,2014,10,5.2,22.0,-10.1,2.4,12.8,0.0,Autumn,East
Великий Бурлук,2014,11,-0.2,14.6,-11.1,3.9,3.98,0.0,Autumn,East
Губиниха,2014,9,16.3,30.1,5.1,3.3,81.3,0.0,Autumn,East
Губиниха,2014,10,7.2,21.1,-5.9,2.8,12.6,0.0,Autumn,East
Губиниха,2014,11,1.4,15.8,-9.7,3.3,18.7,0.0,Autumn,East
Дніпро,2014,9,16.6,32.1,4.9,5.0,76.7,0.0,Autumn,East
Дніпро,2014,10,7.7,22.2,-6.3,4.4,4.0,0.0,Autumn,East
Дніпро,2014,11,1.6,17.1,-9.0,4.7,26.6,20.0,Autumn,East
Запоріжжя,2014,9,17.2,31.6,5.4,4.0,166.8,0.0,Autumn,East
Запоріжжя,2014,10,8.2,21.3,-5.6,3.4,12.3,0.0,Autumn,East
Запоріжжя,2014,11,1.8,16.3,-10.5,3.4,25.0,22.0,Autumn,East
Ізюм,2014,9,14.9,29.8,-1.6,1.5,35.9,0.0,Autumn,East
Ізюм,2014,10,5.3,22.9,-9.8,1.3,11.0,0.0,Autumn,East
Ізюм,2014,11,0.7,15.4,-12.0,2.0,12.1,5.0,Autumn,East
Комісарівка,2014,9,16.1,30.3,2.3,2.6,74.0,0.0,Autumn,East
Комісарівка,2014,10,6.9,21.5,-5.0,2.0,8.3,0.0,Autumn,East
Комісарівка,2014,11,1.8,17.0,-10.3,2.4,7.71,0.0,Autumn,East
Красноград,2014,9,15.6,29.2,6.0,1.9,99.9,0.0,Autumn,East
Красноград,2014,10,6.9,21.4,-6.9,1.5,11.0,0.0,Autumn,East
Красноград,2014,11,1.0,15.1,-7.8,2.4,12.43,0.0,Autumn,East
Куп’янськ,2014,9,15.0,29.4,1.0,1.4,20.8,0.0,Autumn,East
Куп’янськ,2014,10,5.5,23.2,-10.0,1.2,13.0,0.0,Autumn,East
Куп’янськ,2014,11,0.5,15.3,-10.4,1.7,12.53,0.0,Autumn,East
Лозова,2014,9,15.2,29.2,2.8,3.0,34.9,0.0,Autumn,East
Лозова,2014,11,0.6,16.0,-11.4,3.7,13.23,0.0,Autumn,East
Маріуполь,2014,9,17.4,28.4,6.4,5.2,71.1,0.0,Autumn,East
Маріуполь,2014,10,8.6,18.5,-4.8,5.3,20.5,0.0,Autumn,East
Маріуполь,2014,11,2.1,11.6,-5.0,5.9,29.3,5.0,Autumn,East
Пришиб,2014,10,8.0,30.1,-4.9,3.2,16.7,0.0,Autumn,East
Пришиб,2014,11,1.8,15.4,-8.2,3.1,13.81,0.0,Autumn,East
Харків,2014,9,15.4,28.8,4.1,3.5,36.0,0.0,Autumn,East
Харків,2014,10,6.1,21.8,-7.3,2.8,15.9,0.0,Autumn,East
Харків,2014,11,0.5,14.5,-10.1,3.9,9.2,6.0,Autumn,East
Чаплине,2014,10,7.0,21.8,-6.8,2.3,4.3,0.0,Autumn,East
Чаплине,2014,11,1.3,15.3,-10.6,2.1,27.28,0.0,Autumn,East
Дебальцеве,2014,10,6.3,20.4,-8.8,3.0,15.8,0.0,Autumn,East
Дебальцеве,2014,11,-0.6,12.7,-11.2,3.8,16.93,0.0,Autumn,East
Коломак,2014,9,10.4,10.4,10.4,2.0,0.0,0.0,Autumn,East
Коломак,2014,10,11.4,14.2,8.5,2.8,12.0,0.0,Autumn,East
Коломак,2014,11,-0.7,-0.7,-0.7,3.0,0.0,0.0,Autumn,East
Бахмут,2015,9,18.6,36.8,6.1,1.4,54.1,0.0,Autumn,East
Бахмут,2015,11,4.4,16.1,-8.1,2.2,54.6,4.0,Autumn,East
Богодухів,2015,9,18.2,33.2,6.6,3.2,10.6,0.0,Autumn,East
Богодухів,2015,10,5.9,22.4,-5.2,2.7,4.2,0.0,Autumn,East
Богодухів,2015,11,3.6,14.0,-5.6,3.5,70.4,0.7,Autumn,East
Великий Бурлук,2015,9,17.9,34.0,5.1,3.1,24.6,0.0,Autumn,East
Великий Бурлук,2015,10,5.0,23.0,-6.7,2.9,7.6,0.0,Autumn,East
Великий Бурлук,2015,11,3.2,14.3,-7.9,3.5,85.8,0.0,Autumn,East
Губиниха,2015,9,19.6,34.5,7.1,2.9,10.1,0.0,Autumn,East
Губиниха,2015,10,6.7,24.4,-6.5,2.4,6.4,0.0,Autumn,East
Губиниха,2015,11,4.5,15.2,-6.9,3.1,72.8,0.8,Autumn,East
Дніпро,2015,9,20.0,35.2,9.5,4.1,0.6,0.0,Autumn,East
Дніпро,2015,10,7.2,25.0,-4.1,3.5,5.2,0.0,Autumn,East
Дніпро,2015,11,4.8,15.4,-4.4,4.2,59.8,0.0,Autumn,East
Запоріжжя,2015,9,20.7,35.2,8.4,3.2,0.9,0.0,Autumn,East
Запоріжжя,2015,10,7.4,24.3,-4.7,2.8,6.4,0.0,Autumn,East
Запоріжжя,2015,11,5.1,15.4,-6.2,3.9,80.7,0.0,Autumn,East
Ізюм,2015,9,18.1,35.2,5.3,1.4,33.8,0.0,Autumn,East
Ізюм,2015,10,4.9,24.6,-7.8,1.3,9.3,0.0,Autumn,East
Ізюм,2015,11,4.2,15.4,-8.2,2.0,70.3,0.0,Autumn,East
Комісарівка,2015,9,18.8,35.1,4.1,1.9,4.0,0.0,Autumn,East
Комісарівка,2015,10,6.4,24.2,-8.6,1.6,1.1,0.0,Autumn,East
Комісарівка,2015,11,5.0,16.0,-9.4,2.2,64.7,0.0,Autumn,East
Красноград,2015,9,19.2,33.9,8.2,1.9,7.91,0.0,Autumn,East
Красноград,2015,10,6.4,24.2,-4.1,1.5,4.21,0.0,Autumn,East
Красноград,2015,11,4.3,14.6,-4.7,2.1,77.0,0.7,Autumn,East
Куп’янськ,2015,9,18.4,34.8,6.2,1.3,28.0,0.0,Autumn,East
Куп’янськ,2015,10,5.1,23.8,-8.0,1.2,7.5,0.0,Autumn,East
Куп’янськ,2015,11,4.0,15.3,-7.6,1.8,81.8,0.0,Autumn,East
Лозова,2015,9,19.3,34.4,8.6,2.7,16.0,0.0,Autumn,East
Лозова,2015,10,6.1,23.4,-5.0,2.1,4.9,0.0,Autumn,East
Лозова,2015,11,4.1,15.0,-5.8,3.1,65.3,2.0,Autumn,East
Харків,2015,9,18.7,33.5,7.9,3.6,7.3,0.0,Autumn,East
Харків,2015,10,5.8,24.3,-6.0,3.2,4.5,0.0,Autumn,East
Харків,2015,11,4.0,15.0,-6.8,3.8,61.2,0.0,Autumn,East
Чаплине,2015,9,19.7,34.9,7.8,2.1,23.1,0.0,Autumn,East
Чаплине,2015,10,6.4,24.6,-5.2,2.0,13.0,0.0,Autumn,East
Чаплине,2015,11,4.6,15.0,-5.6,3.3,85.7,2.0,Autumn,East
Коломак,2015,9,17.4,18.5,16.0,2.0,0.0,0.0,Autumn,East
Коломак,2015,10,19.0,19.0,19.0,5.0,0.0,0.0,Autumn,East
Коломак,2015,11,-1.6,-1.6,-1.6,0.0,0.0,0.0,Autumn,East
Бахмут,2016,9,14.0,31.1,0.5,1.4,75.11,0.0,Autumn,East
Бахмут,2016,10,6.3,23.4,-7.5,1.8,28.6,0.0,Autumn,East
Бахмут,2016,11,1.7,18.9,-14.1,2.2,40.9,0.0,Autumn,East
Богодухів,2016,9,13.6,28.2,4.1,2.6,6.62,0.0,Autumn,East
Богодухів,2016,10,6.0,24.1,-4.2,3.3,48.43,0.0,Autumn,East
Богодухів,2016,11,0.1,14.6,-13.8,4.1,93.09,0.0,Autumn,East
Великий Бурлук,2016,9,13.0,28.8,0.6,2.5,31.83,0.0,Autumn,East
Великий Бурлук,2016,10,6.1,23.1,-6.9,3.7,35.84,0.0,Autumn,East
Великий Бурлук,2016,11,-0.3,14.1,-14.5,4.4,98.98,0.0,Autumn,East
Губиниха,2016,9,14.8,30.4,3.1,2.0,27.6,0.0,Autumn,East
Губиниха,2016,10,6.8,23.4,-5.4,3.2,54.0,0.0,Autumn,East
Губиниха,2016,11,1.5,16.8,-10.4,3.2,79.81,0.0,Autumn,East
Дніпро,2016,9,15.7,30.6,4.9,3.0,43.1,0.0,Autumn,East
Дніпро,2016,10,6.8,24.2,-5.0,4.4,55.3,0.0,Autumn,East
Дніпро,2016,11,1.6,17.5,-10.9,4.2,65.6,2.0,Autumn,East
Запоріжжя,2016,9,16.0,30.2,4.8,2.9,38.9,0.0,Autumn,East
Запоріжжя,2016,10,7.2,24.9,-5.0,4.1,50.8,0.0,Autumn,East
Запоріжжя,2016,11,2.2,17.1,-10.7,4.0,48.1,0.0,Autumn,East
Ізюм,2016,9,13.4,29.8,0.5,1.2,58.5,0.0,Autumn,East
Ізюм,2016,10,6.4,22.6,-7.7,1.6,55.8,0.0,Autumn,East
Ізюм,2016,11,1.4,17.7,-16.2,2.0,64.4,7.0,Autumn,East
Комісарівка,2016,9,14.9,30.8,2.0,1.3,20.8,0.0,Autumn,East
Комісарівка,2016,10,6.9,24.0,-6.1,2.4,88.3,0.0,Autumn,East
Комісарівка,2016,11,1.8,17.4,-10.8,2.3,90.16,0.0,Autumn,East
Красноград,2016,9,14.8,29.8,4.3,1.3,12.22,0.0,Autumn,East
Красноград,2016,10,6.4,23.3,-3.7,2.1,48.65,0.0,Autumn,East
Красноград,2016,11,1.0,16.0,-12.6,2.8,92.57,0.0,Autumn,East
Куп’янськ,2016,9,13.7,31.6,2.0,0.9,42.65,0.0,Autumn,East
Куп’янськ,2016,10,6.7,23.0,-6.8,1.4,11.53,0.0,Autumn,East
Куп’янськ,2016,11,0.8,15.6,-13.6,1.8,76.22,0.0,Autumn,East
Лозова,2016,9,14.3,29.8,4.6,2.0,42.71,0.0,Autumn,East
Лозова,2016,10,6.1,22.4,-6.0,3.0,49.71,0.0,Autumn,East
Лозова,2016,11,1.0,16.6,-13.9,3.3,70.62,0.0,Autumn,East
Маріуполь,2016,9,16.6,27.8,6.2,3.7,20.0,0.0,Autumn,East
Маріуполь,2016,10,8.2,21.6,-4.2,6.4,28.7,0.0,Autumn,East
Маріуполь,2016,11,3.1,15.0,-5.8,5.5,37.3,0.7,Autumn,East
Пришиб,2016,9,15.9,29.6,3.8,2.2,31.81,0.0,Autumn,East
Пришиб,2016,10,7.2,23.6,-4.5,3.4,27.6,0.0,Autumn,East
Пришиб,2016,11,2.8,17.4,-10.3,3.4,39.63,0.0,Autumn,East
Харків,2016,9,14.0,29.1,2.2,2.7,13.9,0.0,Autumn,East
Харків,2016,10,6.3,23.4,-6.1,3.8,44.6,0.0,Autumn,East
Харків,2016,11,0.4,15.7,-14.0,4.5,87.2,4.0,Autumn,East
Чаплине,2016,9,14.9,29.8,2.6,1.5,31.04,0.0,Autumn,East
Чаплине,2016,10,6.4,22.8,-5.8,3.1,50.74,0.0,Autumn,East
Чаплине,2016,11,1.8,17.0,-11.5,3.6,45.46,0.0,Autumn,East
Бахмут,2017,9,17.3,33.3,-1.7,1.7,42.31,0.0,Autumn,East
Бахмут,2017,10,8.5,22.8,-4.8,2.0,60.42,0.0,Autumn,East
Бахмут,2017,11,2.7,17.9,-11.3,1.6,42.57,0.0,Autumn,East
Богодухів,2017,9,16.5,30.7,1.2,3.6,22.91,0.0,Autumn,East
Богодухів,2017,10,7.5,17.4,-2.0,3.5,70.15,0.0,Autumn,East
Богодухів,2017,11,2.0,12.6,-7.8,3.2,57.74,0.0,Autumn,East
Великий Бурлук,2017,9,16.2,32.3,-0.6,3.2,24.02,0.0,Autumn,East
Великий Бурлук,2017,10,7.4,19.5,-4.4,4.0,63.24,0.0,Autumn,East
Великий Бурлук,2017,11,1.6,15.1,-8.9,3.7,63.51,0.0,Autumn,East
Губиниха,2017,9,18.2,33.2,0.7,3.2,29.1,0.0,Autumn,East
Губиниха,2017,10,8.7,20.6,-0.9,3.4,40.4,0.0,Autumn,East
Губиниха,2017,11,3.0,15.0,-5.1,2.9,65.7,0.0,Autumn,East
Дніпро,2017,9,18.4,34.5,1.7,4.4,37.3,0.0,Autumn,East
Дніпро,2017,10,8.8,21.2,-1.2,4.3,36.6,0.0,Autumn,East
Дніпро,2017,11,3.2,16.1,-4.3,3.8,64.7,0.0,Autumn,East
Запоріжжя,2017,9,19.2,34.9,3.7,3.8,40.6,0.0,Autumn,East
Запоріжжя,2017,10,9.4,23.5,0.4,3.9,45.2,0.0,Autumn,East
Запоріжжя,2017,11,3.9,18.9,-4.6,3.7,42.4,0.7,Autumn,East
Ізюм,2017,9,16.9,33.6,-2.2,1.6,24.5,0.0,Autumn,East
Ізюм,2017,10,8.3,22.3,-4.8,1.9,69.7,0.0,Autumn,East
Ізюм,2017,11,2.7,17.5,-6.2,1.8,44.5,3.0,Autumn,East
Комісарівка,2017,9,17.9,35.0,0.2,2.5,26.4,0.0,Autumn,East
Комісарівка,2017,10,8.8,18.6,-3.1,2.5,34.94,0.0,Autumn,East
Комісарівка,2017,11,3.5,14.0,-5.9,2.1,36.57,0.0,Autumn,East
Красноград,2017,9,17.5,31.8,1.9,2.0,24.35,0.0,Autumn,East
Красноград,2017,10,8.3,18.4,-1.8,2.2,49.27,0.0,Autumn,East
Красноград,2017,11,2.6,14.3,-6.4,2.3,64.12,0.0,Autumn,East
Куп’янськ,2017,9,16.8,32.8,-0.3,1.4,24.22,0.0,Autumn,East
Куп’янськ,2017,10,8.3,21.8,-4.6,1.8,50.29,0.0,Autumn,East
Куп’янськ,2017,11,2.6,15.4,-7.4,1.6,44.17,0.0,Autumn,East
Лозова,2017,9,17.5,32.4,0.4,3.1,42.42,0.0,Autumn,East
Лозова,2017,10,8.2,20.6,-2.6,3.3,49.75,0.0,Autumn,East
Лозова,2017,11,2.5,17.6,-6.8,3.4,35.84,0.0,Autumn,East
Маріуполь,2017,9,19.6,29.5,6.0,5.4,5.5,0.0,Autumn,East
Маріуполь,2017,10,10.4,17.8,2.6,4.3,30.2,0.0,Autumn,East
