City,Year,Month,Average Temperature (celsius),Max Temperature (celsius),Min Temperature (celsius),Average Wind Speed (m/s),Total Precipitation (mm),Max Snow Depth (cm),Season,Region
Ізюм,2011,8,20.2,34.8,6.4,1.4,18.2,0.0,Summer,East
Маріуполь,2011,6,21.8,30.2,14.0,4.3,76.6,0.0,Summer,East
Маріуполь,2011,7,25.9,35.6,15.9,3.8,5.4,0.0,Summer,East
Маріуполь,2011,8,22.6,31.4,13.3,4.1,58.9,0.0,Summer,East
Харків,2011,6,21.1,30.9,13.2,3.3,121.7,0.0,Summer,East
Харків,2011,7,24.1,34.3,15.7,3.0,139.6,0.0,Summer,East
Харків,2011,8,21.1,34.5,10.7,2.9,10.9,0.0,Summer,East
Донецьк,2011,6,20.5,30.8,11.6,2.9,88.7,0.0,Summer,East
Донецьк,2011,7,24.5,34.5,15.6,3.4,55.0,0.0,Summer,East
Донецьк,2011,8,21.2,33.0,9.7,3.5,19.6,0.0,Summer,East
Луганськ,2011,6,20.9,31.6,10.9,1.7,93.5,0.0,Summer,East
Луганськ,2011,7,24.8,37.5,14.0,1.6,48.1,0.0,Summer,East
Луганськ,2011,8,21.1,35.7,6.4,1.7,21.5,0.0,Summer,East
Бахмут,2012,8,13.0,13.0,13.0,1.0,0.0,0.0,Summer,East
Богодухів,2012,8,15.2,15.2,15.2,1.0,0.0,0.0,Summer,East
Великий Бурлук,2012,8,12.4,12.4,12.4,2.0,0.0,0.0,Summer,East
Губиниха,2012,8,15.4,15.4,15.4,0.0,0.0,0.0,Summer,East
Дніпро,2012,6,22.8,35.2,9.4,3.8,31.9,0.0,Summer,East
Дніпро,2012,7,25.5,36.3,12.5,4.3,69.4,0.0,Summer,East
Дніпро,2012,8,22.6,38.3,8.0,4.2,125.2,0.0,Summer,East
Запоріжжя,2012,6,23.2,35.0,10.9,3.6,12.6,0.0,Summer,East
Запоріжжя,2012,7,26.2,37.0,12.8,3.6,22.7,0.0,Summer,East
Запоріжжя,2012,8,23.4,37.5,7.3,3.7,185.5,0.0,Summer,East
Ізюм,2012,6,21.6,35.6,7.5,1.7,74.1,0.0,Summer,East
Ізюм,2012,7,24.1,34.1,11.6,1.8,54.7,0.0,Summer,East
Ізюм,2012,8,21.6,37.7,7.0,1.5,155.0,0.0,Summer,East
Комісарівка,2012,8,17.9,17.9,17.9,1.0,0.0,0.0,Summer,East
Красноград,2012,8,15.6,15.6,15.6,1.0,0.0,0.0,Summer,East
Куп’янськ,2012,8,13.0,13.0,13.0,0.0,0.0,0.0,Summer,East
Лозова,2012,8,15.0,15.0,15.0,0.0,0.0,0.0,Summer,East
Маріуполь,2012,6,22.7,33.0,13.4,3.5,39.0,0.0,Summer,East
Маріуполь,2012,7,25.5,36.7,14.6,4.2,18.2,0.0,Summer,East
Маріуполь,2012,8,24.0,33.7,8.4,4.2,46.3,0.0,Summer,East
Пришиб,2012,8,16.8,16.8,16.8,0.0,0.0,0.0,Summer,East
Харків,2012,6,21.7,33.8,9.4,3.6,33.2,0.0,Summer,East
Харків,2012,7,24.7,34.1,14.2,3.8,19.4,0.0,Summer,East
Харків,2012,8,22.0,36.8,8.4,3.4,88.9,0.0,Summer,East
Чаплине,2012,8,14.2,14.2,14.2,1.0,0.0,0.0,Summer,East
Дебальцеве,2012,8,12.7,12.7,12.7,1.0,0.0,0.0,Summer,East
Донецьк,2012,6,21.9,34.2,10.2,2.8,32.4,0.0,Summer,East
Донецьк,2012,7,24.3,36.0,11.8,3.5,71.0,0.0,Summer,East
Донецьк,2012,8,22.7,36.6,5.9,3.4,120.6,0.0,Summer,East
Коломак,2012,8,14.1,14.1,14.1,1.0,0.0,0.0,Summer,East
Луганськ,2012,6,22.5,35.5,11.2,1.9,28.7,0.0,Summer,East
Луганськ,2012,7,24.9,37.5,11.8,2.1,17.8,0.0,Summer,East
Луганськ,2012,8,23.3,37.6,6.0,2.1,21.3,0.0,Summer,East
Бахмут,2013,6,25.9,29.3,20.7,2.0,3.0,0.0,Summer,East
Бахмут,2013,7,22.0,34.5,11.2,1.4,48.3,0.0,Summer,East
Бахмут,2013,8,21.9,35.1,10.7,1.5,40.7,0.0,Summer,East
Богодухів,2013,6,23.4,26.6,20.0,3.2,12.0,0.0,Summer,East
Богодухів,2013,7,20.4,31.8,9.2,2.6,77.7,0.0,Summer,East
Богодухів,2013,8,20.5,32.3,11.2,2.8,43.0,0.0,Summer,East
Великий Бурлук,2013,6,24.2,28.7,21.6,2.7,3.0,0.0,Summer,East
Великий Бурлук,2013,7,20.4,32.2,10.2,2.6,62.8,0.0,Summer,East
Великий Бурлук,2013,8,20.6,32.2,11.5,2.7,66.8,0.0,Summer,East
Губиниха,2013,6,25.5,29.8,18.7,2.5,0.0,0.0,Summer,East
Губиниха,2013,7,21.5,31.9,11.7,2.2,85.8,0.0,Summer,East
Губиниха,2013,8,21.9,33.3,10.5,3.0,24.9,0.0,Summer,East
Дніпро,2013,6,22.5,36.1,12.5,3.5,23.7,0.0,Summer,East
Дніпро,2013,7,22.0,33.6,11.3,3.5,41.4,0.0,Summer,East
Дніпро,2013,8,22.6,35.1,11.1,3.8,30.7,0.0,Summer,East
Запоріжжя,2013,6,22.3,35.4,12.6,3.0,60.2,0.0,Summer,East
Запоріжжя,2013,7,22.1,33.1,13.1,3.0,115.0,0.0,Summer,East
Запоріжжя,2013,8,23.4,34.9,11.8,3.4,6.1,0.0,Summer,East
Ізюм,2013,6,22.0,33.8,11.0,1.5,13.6,0.0,Summer,East
Ізюм,2013,7,21.4,34.3,9.6,1.3,40.8,0.0,Summer,East
Ізюм,2013,8,21.4,35.6,8.8,1.4,50.1,0.0,Summer,East
Комісарівка,2013,6,25.0,28.1,22.2,2.5,13.0,0.0,Summer,East
Комісарівка,2013,7,21.3,31.7,10.3,1.6,47.1,0.0,Summer,East
Комісарівка,2013,8,21.2,32.4,9.1,1.9,28.0,0.0,Summer,East
Красноград,2013,6,24.0,27.0,17.5,1.8,0.0,0.0,Summer,East
Красноград,2013,7,21.4,32.4,10.7,1.4,31.0,0.0,Summer,East
Красноград,2013,8,21.5,33.0,11.6,1.6,40.1,0.0,Summer,East
Куп’янськ,2013,6,25.1,28.9,18.8,0.9,0.0,0.0,Summer,East
Куп’янськ,2013,7,21.6,33.4,11.5,1.0,76.1,0.0,Summer,East
Лозова,2013,6,25.4,28.6,18.0,2.8,0.0,0.0,Summer,East
Лозова,2013,7,21.4,32.2,11.0,2.1,36.5,0.0,Summer,East
Лозова,2013,8,21.8,33.0,11.6,2.3,73.0,0.0,Summer,East
Маріуполь,2013,6,23.1,31.7,12.7,3.9,16.0,0.0,Summer,East
Маріуполь,2013,7,24.0,31.9,13.7,3.9,21.4,0.0,Summer,East
Маріуполь,2013,8,24.4,32.8,14.5,3.9,3.5,0.0,Summer,East
Пришиб,2013,6,23.6,29.0,16.2,2.0,7.0,0.0,Summer,East
Пришиб,2013,7,22.7,34.0,11.4,2.5,22.4,0.0,Summer,East
Пришиб,2013,8,23.8,35.4,12.9,2.8,16.3,0.0,Summer,East
Харків,2013,6,22.2,33.2,13.0,3.5,38.0,0.0,Summer,East
Харків,2013,7,21.2,32.7,11.5,2.8,83.6,0.0,Summer,East
Харків,2013,8,21.1,33.4,12.3,3.0,50.7,0.0,Summer,East
Чаплине,2013,6,25.1,30.5,18.0,1.4,3.0,0.0,Summer,East
Чаплине,2013,7,22.0,33.6,11.6,1.5,44.1,0.0,Summer,East
Чаплине,2013,8,22.6,34.8,12.0,1.5,24.4,0.0,Summer,East
Дебальцеве,2013,6,24.2,28.0,20.8,1.7,9.0,0.0,Summer,East
Дебальцеве,2013,7,21.3,31.5,10.8,2.1,26.7,0.0,Summer,East
Дебальцеве,2013,8,21.6,31.9,11.2,2.4,68.0,0.0,Summer,East
Донецьк,2013,6,22.0,33.8,12.2,3.1,81.9,0.0,Summer,East
Донецьк,2013,7,22.1,32.6,11.4,3.2,32.6,0.0,Summer,East
Донецьк,2013,8,22.7,33.6,12.0,3.3,30.3,0.0,Summer,East
Луганськ,2013,6,22.4,35.4,10.9,2.0,3.3,0.0,Summer,East
Луганськ,2013,7,22.8,34.3,11.1,1.9,31.7,0.0,Summer,East
Луганськ,2013,8,22.2,34.7,11.7,1.8,59.7,0.0,Summer,East
Бахмут,2014,6,19.0,33.2,8.5,1.7,65.1,0.0,Summer,East
Бахмут,2014,7,22.3,32.9,12.2,1.7,111.9,0.0,Summer,East
Бахмут,2014,8,22.3,38.0,6.6,1.2,31.7,0.0,Summer,East
Богодухів,2014,6,17.7,29.7,7.7,3.0,205.5,0.0,Summer,East
Богодухів,2014,8,21.9,34.2,8.4,2.0,58.7,0.0,Summer,East
Великий Бурлук,2014,6,17.8,31.5,7.3,3.5,128.3,0.0,Summer,East
Великий Бурлук,2014,7,21.6,31.6,13.1,2.9,22.6,0.0,Summer,East
Великий Бурлук,2014,8,21.6,35.8,8.9,2.2,62.0,0.0,Summer,East
Губиниха,2014,6,18.9,30.6,8.5,2.7,84.1,0.0,Summer,East
Губиниха,2014,7,23.0,33.3,13.1,2.8,11.6,0.0,Summer,East
Губиниха,2014,8,23.0,37.3,9.1,2.4,38.9,0.0,Summer,East
Дніпро,2014,6,19.1,32.0,9.1,3.9,107.1,0.0,Summer,East
Дніпро,2014,7,22.9,34.0,14.1,4.3,40.1,0.0,Summer,East
Дніпро,2014,8,23.2,38.0,9.9,3.3,43.6,0.0,Summer,East
Запоріжжя,2014,6,19.8,31.8,9.5,3.4,88.5,0.0,Summer,East
Запоріжжя,2014,7,23.8,34.5,14.0,3.5,12.8,0.0,Summer,East
Запоріжжя,2014,8,24.0,38.7,10.8,2.8,28.8,0.0,Summer,East
Ізюм,2014,6,18.9,32.3,8.4,1.8,138.6,0.0,Summer,East
Ізюм,2014,7,22.5,33.2,12.0,1.5,33.3,0.0,Summer,East
Ізюм,2014,8,21.9,37.9,6.6,1.1,28.4,0.0,Summer,East
Комісарівка,2014,6,19.2,31.7,8.5,2.1,75.1,0.0,Summer,East
Комісарівка,2014,7,23.1,32.3,12.3,2.5,3.4,0.0,Summer,East
Комісарівка,2014,8,22.8,36.2,7.4,1.6,27.3,0.0,Summer,East
Красноград,2014,6,18.6,30.5,10.0,1.9,105.6,0.0,Summer,East
Красноград,2014,7,22.3,31.6,13.7,1.8,67.4,0.0,Summer,East
Красноград,2014,8,22.7,35.7,10.4,1.4,45.1,0.0,Summer,East
Куп’янськ,2014,6,18.9,33.7,8.2,1.6,94.1,0.0,Summer,East
Куп’янськ,2014,8,22.6,38.2,8.4,1.1,44.5,0.0,Summer,East
Лозова,2014,6,18.6,30.6,9.9,2.6,103.8,0.0,Summer,East
Лозова,2014,7,22.3,32.1,14.0,2.7,33.0,0.0,Summer,East
Лозова,2014,8,22.5,36.4,10.4,1.9,39.7,0.0,Summer,East
Маріуполь,2014,6,20.6,30.1,12.0,4.5,71.5,0.0,Summer,East
Маріуполь,2014,7,24.3,31.0,16.8,3.9,103.2,0.0,Summer,East
Маріуполь,2014,8,24.5,36.2,12.1,2.9,6.0,0.0,Summer,East
Пришиб,2014,6,19.8,33.6,10.3,2.9,74.0,0.0,Summer,East
Пришиб,2014,7,23.5,34.2,13.4,3.4,13.6,0.0,Summer,East
Пришиб,2014,8,23.5,38.1,9.6,2.3,37.3,0.0,Summer,East
Харків,2014,6,18.4,30.4,9.6,3.7,137.4,0.0,Summer,East
Харків,2014,7,22.4,32.6,13.8,3.2,40.7,0.0,Summer,East
Харків,2014,8,22.1,36.5,10.5,2.6,46.2,0.0,Summer,East
Чаплине,2014,7,22.6,32.5,13.5,1.8,12.3,0.0,Summer,East
Чаплине,2014,8,22.9,36.9,10.0,1.3,63.6,0.0,Summer,East
Дебальцеве,2014,6,17.9,31.2,7.5,3.0,118.4,0.0,Summer,East
Дебальцеве,2014,7,21.5,31.0,13.1,3.1,86.6,0.0,Summer,East
Коломак,2014,8,23.2,23.2,23.2,2.0,0.0,0.0,Summer,East
Луганськ,2014,6,19.5,34.5,9.0,2.5,50.7,0.0,Summer,East
Луганськ,2014,7,21.7,31.9,14.9,2.2,60.0,0.0,Summer,East
Бахмут,2015,6,21.6,32.5,8.0,1.2,78.7,0.0,Summer,East
Бахмут,2015,7,22.2,37.0,11.0,1.3,45.0,0.0,Summer,East
Бахмут,2015,8,21.9,36.3,4.2,1.5,15.0,0.0,Summer,East
Богодухів,2015,6,20.3,31.3,11.9,2.6,87.8,0.0,Summer,East
Богодухів,2015,7,20.7,33.3,10.4,2.9,72.7,0.0,Summer,East
Богодухів,2015,8,21.0,33.2,8.3,2.6,4.0,0.0,Summer,East
Великий Бурлук,2015,6,20.8,31.6,9.4,2.5,57.7,0.0,Summer,East
Великий Бурлук,2015,7,20.9,36.4,11.5,2.8,44.7,0.0,Summer,East
Великий Бурлук,2015,8,21.1,34.4,6.3,2.8,0.0,0.0,Summer,East
Губиниха,2015,6,20.9,30.5,12.3,1.9,120.7,0.0,Summer,East
Губиниха,2015,7,22.0,35.6,12.0,2.2,16.2,0.0,Summer,East
Губиниха,2015,8,22.2,35.6,8.4,2.7,35.6,0.0,Summer,East
Дніпро,2015,6,21.3,31.6,11.5,3.2,52.9,0.0,Summer,East
Дніпро,2015,7,22.7,36.6,10.6,3.4,28.8,0.0,Summer,East
Дніпро,2015,8,22.5,37.3,11.5,4.4,48.0,0.0,Summer,East
Запоріжжя,2015,6,21.4,31.1,11.7,2.7,70.2,0.0,Summer,East
Запоріжжя,2015,7,23.1,35.4,12.7,2.9,25.0,0.0,Summer,East
Запоріжжя,2015,8,23.3,37.3,11.0,3.6,33.9,0.0,Summer,East
Ізюм,2015,6,21.4,32.7,8.6,1.3,62.7,0.0,Summer,East
Ізюм,2015,7,22.1,36.9,10.1,1.6,21.0,0.0,Summer,East
Ізюм,2015,8,21.6,36.3,4.3,1.4,16.0,0.0,Summer,East
Комісарівка,2015,6,20.4,30.5,9.5,1.6,130.3,0.0,Summer,East
Комісарівка,2015,7,21.8,34.6,10.0,1.5,37.5,0.0,Summer,East
Комісарівка,2015,8,20.9,34.3,6.9,1.9,69.0,0.0,Summer,East
Красноград,2015,6,21.0,32.0,13.1,1.4,60.8,0.0,Summer,East
Красноград,2015,7,21.4,34.0,11.9,1.4,42.1,0.0,Summer,East
Красноград,2015,8,21.9,35.1,9.6,1.7,28.7,0.0,Summer,East
Куп’янськ,2015,6,22.0,31.9,10.2,1.1,46.1,0.0,Summer,East
Куп’янськ,2015,7,22.2,37.8,4.0,1.1,35.3,0.0,Summer,East
Куп’янськ,2015,8,21.8,36.2,5.6,1.4,16.0,0.0,Summer,East
Лозова,2015,6,21.1,31.7,11.6,1.9,64.6,0.0,Summer,East
Лозова,2015,7,22.0,35.7,12.5,2.0,46.6,0.0,Summer,East
Лозова,2015,8,21.9,35.0,9.2,2.1,10.5,0.0,Summer,East
Харків,2015,6,21.4,31.8,13.0,3.0,72.3,0.0,Summer,East
Харків,2015,7,21.4,35.6,11.8,3.0,107.4,0.0,Summer,East
Харків,2015,8,21.6,35.7,9.4,3.0,2.0,0.0,Summer,East
Чаплине,2015,6,21.3,31.4,10.6,1.2,50.1,0.0,Summer,East
Чаплине,2015,7,22.5,35.8,10.8,1.6,82.8,0.0,Summer,East
Чаплине,2015,8,21.7,37.4,7.8,1.4,24.2,0.0,Summer,East
Коломак,2015,6,19.2,25.0,12.1,0.8,0.0,0.0,Summer,East
Коломак,2015,7,22.1,26.4,18.9,2.6,0.0,0.0,Summer,East
Бахмут,2016,6,20.9,33.3,6.6,1.4,25.11,0.0,Summer,East
Бахмут,2016,7,23.2,39.3,10.4,1.5,21.04,0.0,Summer,East
Бахмут,2016,8,23.8,35.9,12.2,1.5,40.71,0.0,Summer,East
Богодухів,2016,6,19.6,30.1,7.0,2.5,66.92,0.0,Summer,East
Богодухів,2016,7,22.2,36.5,12.4,2.5,53.9,0.0,Summer,East
Богодухів,2016,8,21.4,32.4,10.8,2.7,122.72,0.0,Summer,East
Великий Бурлук,2016,6,19.4,31.3,5.9,2.2,33.51,0.0,Summer,East
Великий Бурлук,2016,7,22.1,38.4,10.8,2.3,58.94,0.0,Summer,East
Великий Бурлук,2016,8,22.1,34.9,11.3,2.9,57.84,0.0,Summer,East
Губиниха,2016,6,20.6,32.3,6.5,2.3,36.6,0.0,Summer,East
Губиниха,2016,7,22.9,38.0,11.5,2.2,6.71,0.0,Summer,East
Губиниха,2016,8,23.1,35.0,11.2,2.9,54.52,0.0,Summer,East
Дніпро,2016,6,20.6,32.2,7.1,3.4,50.7,0.0,Summer,East
Дніпро,2016,7,23.2,37.9,12.1,3.2,51.0,0.0,Summer,East
Дніпро,2016,8,23.6,38.0,12.6,4.3,22.1,0.0,Summer,East
Запоріжжя,2016,6,21.6,33.1,6.5,2.9,49.7,0.0,Summer,East
Запоріжжя,2016,7,23.9,38.9,12.8,3.1,12.4,0.0,Summer,East
Запоріжжя,2016,8,24.7,36.9,12.8,3.9,8.3,0.0,Summer,East
Ізюм,2016,6,20.8,33.5,6.1,1.3,38.9,0.0,Summer,East
Ізюм,2016,7,22.7,39.3,10.7,1.3,39.4,0.0,Summer,East
Ізюм,2016,8,22.9,35.2,11.5,1.5,94.5,0.0,Summer,East
Комісарівка,2016,6,20.4,31.8,5.2,1.7,38.4,0.0,Summer,East
Комісарівка,2016,7,22.8,36.8,11.0,1.5,13.61,0.0,Summer,East
Комісарівка,2016,8,22.5,34.7,12.6,2.1,63.4,0.0,Summer,East
Красноград,2016,6,20.5,30.6,7.0,1.5,95.41,0.0,Summer,East
Красноград,2016,7,22.9,38.0,13.0,1.5,36.32,0.0,Summer,East
Красноград,2016,8,22.4,34.9,12.2,1.6,35.64,0.0,Summer,East
Куп’янськ,2016,6,21.0,33.2,7.6,1.1,34.94,0.0,Summer,East
Куп’янськ,2016,7,23.3,39.5,11.2,1.0,75.12,0.0,Summer,East
Куп’янськ,2016,8,23.2,34.8,12.1,1.2,57.05,0.0,Summer,East
Лозова,2016,6,20.4,31.6,7.4,2.2,65.6,0.0,Summer,East
Лозова,2016,7,22.9,37.5,13.6,2.3,58.14,0.0,Summer,East
Лозова,2016,8,22.4,34.0,12.0,2.4,107.91,0.0,Summer,East
Маріуполь,2016,6,22.5,35.1,7.8,3.8,12.2,0.0,Summer,East
Маріуполь,2016,7,24.4,34.6,15.2,3.9,19.0,0.0,Summer,East
Маріуполь,2016,8,25.6,33.5,14.3,4.4,19.0,0.0,Summer,East
Пришиб,2016,6,21.3,33.7,7.6,2.4,38.61,0.0,Summer,East
Пришиб,2016,7,23.6,38.2,10.9,2.5,19.7,0.0,Summer,East
Пришиб,2016,8,24.6,36.1,12.4,3.0,34.75,0.0,Summer,East
Харків,2016,6,20.2,31.8,7.3,2.8,53.7,0.0,Summer,East
Харків,2016,7,22.7,38.4,12.6,2.6,91.5,0.0,Summer,East
Харків,2016,8,22.2,34.0,11.3,3.1,63.3,0.0,Summer,East
Чаплине,2016,6,21.0,32.4,7.8,1.5,40.72,0.0,Summer,East
Чаплине,2016,7,23.6,38.5,12.8,1.8,29.06,0.0,Summer,East
Чаплине,2016,8,23.5,35.0,11.4,1.7,36.59,0.0,Summer,East
Біловодськ,2016,6,14.6,16.3,12.8,2.0,0.0,0.0,Summer,East
Нікополь,2016,6,14.9,15.1,14.7,2.5,0.0,0.0,Summer,East
Сватове,2016,6,14.7,16.5,13.1,3.0,0.0,0.0,Summer,East
Бахмут,2017,6,20.0,33.6,3.7,1.5,40.04,0.0,Summer,East
Бахмут,2017,7,22.1,37.4,8.3,1.6,38.21,0.0,Summer,East
Бахмут,2017,8,24.1,39.1,10.3,1.7,16.42,0.0,Summer,East
Богодухів,2017,6,18.9,31.3,5.4,3.1,25.87,0.0,Summer,East
Богодухів,2017,7,20.7,33.1,10.1,2.9,26.83,0.0,Summer,East
Богодухів,2017,8,22.9,34.1,10.3,3.1,22.64,0.0,Summer,East
Великий Бурлук,2017,6,18.5,31.4,4.6,2.9,29.51,0.0,Summer,East
Великий Бурлук,2017,7,20.8,35.9,8.5,2.9,29.15,0.0,Summer,East
Великий Бурлук,2017,8,22.5,33.9,9.2,3.1,5.95,0.0,Summer,East
Губиниха,2017,6,20.2,32.6,6.4,2.5,14.2,0.0,Summer,East
Губиниха,2017,7,21.2,34.8,9.9,2.3,60.0,0.0,Summer,East
Губиниха,2017,8,24.1,35.6,10.7,2.8,5.0,0.0,Summer,East
Дніпро,2017,6,20.8,32.7,7.4,3.5,37.9,0.0,Summer,East
Дніпро,2017,7,21.5,34.3,11.0,3.3,44.5,0.0,Summer,East
Дніпро,2017,8,24.4,37.2,9.7,4.4,12.9,0.0,Summer,East
Запоріжжя,2017,6,21.4,33.3,9.4,3.1,36.8,0.0,Summer,East
Запоріжжя,2017,7,22.5,36.0,11.2,3.3,37.2,0.0,Summer,East
Запоріжжя,2017,8,25.3,37.5,12.0,4.1,7.9,0.0,Summer,East
Ізюм,2017,6,20.1,33.5,4.2,1.5,26.5,0.0,Summer,East
Ізюм,2017,7,22.0,37.0,7.4,1.7,20.1,0.0,Summer,East
Ізюм,2017,8,23.5,37.0,8.4,1.6,4.7,0.0,Summer,East
Комісарівка,2017,6,20.6,32.1,5.3,1.4,19.4,0.0,Summer,East
Комісарівка,2017,7,21.0,34.7,9.3,1.4,70.71,0.0,Summer,East
Комісарівка,2017,8,23.5,36.6,10.2,2.2,5.6,0.0,Summer,East
Красноград,2017,6,20.1,31.8,6.9,1.5,21.16,0.0,Summer,East
Красноград,2017,7,21.4,33.7,11.2,1.5,39.12,0.0,Summer,East
Красноград,2017,8,23.7,34.5,9.7,1.7,6.44,0.0,Summer,East
Куп’янськ,2017,6,19.9,32.5,5.2,1.3,50.13,0.0,Summer,East
Куп’янськ,2017,7,22.1,36.2,9.4,1.2,29.23,0.0,Summer,East
Куп’янськ,2017,8,23.5,35.6,9.2,1.6,11.35,0.0,Summer,East
Лозова,2017,6,20.4,33.0,6.8,2.4,21.32,0.0,Summer,East
Лозова,2017,7,21.7,34.3,12.0,2.4,40.71,0.0,Summer,East
Лозова,2017,8,23.8,35.0,12.2,2.8,33.71,0.0,Summer,East
Маріуполь,2017,6,21.0,30.4,8.4,3.8,50.0,0.0,Summer,East
Маріуполь,2017,7,23.3,32.5,12.8,3.9,24.1,0.0,Summer,East
Маріуполь,2017,8,25.6,35.5,11.3,4.9,0.0,0.0,Summer,East
Пришиб,2017,6,21.2,34.0,5.8,2.5,10.14,0.0,Summer,East
Пришиб,2017,7,22.3,36.4,11.3,2.7,76.34,0.0,Summer,East
Пришиб,2017,8,24.8,38.1,9.7,3.3,23.52,0.0,Summer,East
Харків,2017,6,19.6,32.6,6.4,3.4,17.4,0.0,Summer,East
Харків,2017,7,21.5,34.2,11.1,3.3,38.0,0.0,Summer,East
Харків,2017,8,23.5,34.2,11.2,3.6,11.2,0.0,Summer,East
Чаплине,2017,6,20.5,33.0,6.0,1.4,79.07,0.0,Summer,East
Чаплине,2017,7,21.8,34.3,11.8,1.2,45.47,0.0,Summer,East
Чаплине,2017,8,23.8,36.9,10.8,1.3,8.05,0.0,Summer,East
Бахмут,2018,6,21.2,36.1,4.2,1.4,29.4,0.0,Summer,East
Бахмут,2018,7,22.9,33.4,10.9,1.1,70.8,0.0,Summer,East
Бахмут,2018,8,22.4,34.3,6.4,1.2,0.0,0.0,Summer,East
Богодухів,2018,6,20.0,31.7,6.7,3.1,32.4,0.0,Summer,East
Богодухів,2018,7,21.5,30.7,10.6,2.7,121.5,0.0,Summer,East
Богодухів,2018,8,22.6,33.2,11.1,2.7,0.0,0.0,Summer,East
Великий Бурлук,2018,6,19.4,33.5,3.7,3.0,29.1,0.0,Summer,East
Великий Бурлук,2018,7,21.7,32.5,10.7,2.5,101.6,0.0,Summer,East
Великий Бурлук,2018,8,21.5,33.2,8.8,2.1,0.8,0.0,Summer,East
Губиниха,2018,6,21.1,32.8,6.9,2.8,55.5,0.0,Summer,East
Губиниха,2018,7,22.3,30.6,11.2,2.2,76.7,0.0,Summer,East
Губиниха,2018,8,23.4,34.0,10.8,2.0,4.0,0.0,Summer,East
Дніпро,2018,6,21.7,34.3,8.7,3.9,53.0,0.0,Summer,East
Дніпро,2018,7,22.5,31.5,13.5,3.1,79.3,0.0,Summer,East
Дніпро,2018,8,23.4,33.4,12.6,3.6,0.0,0.0,Summer,East
Запоріжжя,2018,6,22.8,35.7,8.7,3.5,24.5,0.0,Summer,East
Запоріжжя,2018,7,23.8,33.0,13.0,3.1,66.8,0.0,Summer,East
Запоріжжя,2018,8,24.7,35.2,14.1,3.3,1.0,0.0,Summer,East
Ізюм,2018,6,20.8,33.7,3.9,1.6,38.4,0.0,Summer,East
Ізюм,2018,7,23.2,33.6,10.6,1.4,29.0,0.0,Summer,East
Ізюм,2018,8,22.0,33.9,6.0,1.2,0.0,0.0,Summer,East
Комісарівка,2018,6,21.3,33.3,5.7,2.1,114.6,0.0,Summer,East
Комісарівка,2018,7,22.4,30.9,11.6,1.4,47.3,0.0,Summer,East
Комісарівка,2018,8,22.9,34.3,8.1,1.5,0.0,0.0,Summer,East
Красноград,2018,6,20.9,33.1,8.7,2.2,40.7,0.0,Summer,East
