City,Year,Month,Average Temperature (celsius),Max Temperature (celsius),Min Temperature (celsius),Average Wind Speed (m/s),Total Precipitation (mm),Max Snow Depth (cm),Season,Region
Бобринець,2012,10,12.2,25.5,1.3,2.1,187.8,0.0,Autumn,Center
Бобринець,2012,11,5.1,15.2,-2.9,2.1,70.6,0.0,Autumn,Center
Веселий Поділ,2012,9,16.2,28.4,7.0,1.8,80.8,0.0,Autumn,Center
Веселий Поділ,2012,10,10.8,24.9,-1.3,2.5,163.0,0.0,Autumn,Center
Веселий Поділ,2012,11,4.3,14.6,-4.3,2.1,44.8,0.0,Autumn,Center
Вінниця,2012,9,16.3,26.5,6.3,3.3,11.1,0.0,Autumn,Center
Вінниця,2012,10,9.8,25.5,0.2,3.5,41.9,0.7,Autumn,Center
Вінниця,2012,11,4.2,14.9,-2.1,3.6,23.4,0.0,Autumn,Center
Гадяч,2012,9,15.7,27.1,6.7,1.6,61.2,0.0,Autumn,Center
Гадяч,2012,10,10.2,23.8,-1.2,2.5,184.2,0.7,Autumn,Center
Гадяч,2012,11,3.8,13.1,-4.5,2.2,64.0,0.7,Autumn,Center
Гайворон,2012,9,17.0,29.4,6.0,1.4,106.9,0.0,Autumn,Center
Гайворон,2012,10,11.2,25.6,0.3,1.7,91.1,0.0,Autumn,Center
Гайворон,2012,11,5.2,17.1,-3.9,1.7,47.2,0.0,Autumn,Center
Гайсин,2012,9,16.8,29.2,5.7,1.4,25.0,0.0,Autumn,Center
Гайсин,2012,10,10.5,26.3,-1.1,1.7,69.6,0.0,Autumn,Center
Гайсин,2012,11,4.9,15.7,-3.0,1.8,62.0,0.0,Autumn,Center
Жашків,2012,9,16.5,27.9,5.7,0.9,45.3,0.0,Autumn,Center
Жашків,2012,10,10.3,25.1,0.8,1.2,86.9,0.0,Autumn,Center
Жашків,2012,11,4.4,14.5,-3.0,1.1,66.8,0.0,Autumn,Center
Жмеринка,2012,9,16.1,27.5,7.1,2.3,20.2,0.0,Autumn,Center
Жмеринка,2012,10,9.7,25.8,-0.4,2.5,117.5,0.0,Autumn,Center
Жмеринка,2012,11,4.2,14.7,-2.8,2.6,64.4,0.0,Autumn,Center
Звенигородка,2012,9,16.4,27.5,8.7,0.8,94.3,0.0,Autumn,Center
Звенигородка,2012,10,10.5,25.5,-0.3,1.6,120.7,0.0,Autumn,Center
Звенигородка,2012,11,4.3,14.3,-5.2,1.6,59.8,0.0,Autumn,Center
Знам’янка,2012,9,16.6,28.2,7.4,1.5,80.0,0.0,Autumn,Center
Знам’янка,2012,10,11.1,25.1,0.9,2.2,174.4,0.0,Autumn,Center
Знам’янка,2012,11,4.3,14.2,-5.6,2.4,56.3,0.0,Autumn,Center
Кропивницький,2012,9,17.1,28.2,5.8,2.9,37.6,0.0,Autumn,Center
Кропивницький,2012,10,11.5,24.5,0.1,3.6,139.4,1.0,Autumn,Center
Кропивницький,2012,11,4.7,14.2,-4.0,3.9,26.1,0.0,Autumn,Center
Кобеляки,2012,9,16.8,26.8,8.0,2.1,85.4,0.0,Autumn,Center
Кобеляки,2012,10,11.6,25.0,0.5,2.6,221.2,0.0,Autumn,Center
Кобеляки,2012,11,4.4,14.3,-3.1,2.6,29.2,0.0,Autumn,Center
Кривий Ріг,2012,9,17.9,28.2,6.6,3.2,28.9,0.0,Autumn,Center
Кривий Ріг,2012,10,12.5,25.5,1.0,4.1,73.9,0.0,Autumn,Center
Кривий Ріг,2012,11,4.8,15.8,-3.4,3.8,10.1,0.0,Autumn,Center
Лубни,2012,9,16.3,26.4,5.4,1.4,24.0,0.0,Autumn,Center
Лубни,2012,10,10.2,24.1,-3.1,1.9,104.9,7.0,Autumn,Center
Лубни,2012,11,4.1,13.8,-3.6,1.9,31.1,0.8,Autumn,Center
Могилів-Подільський,2012,9,17.7,29.9,3.4,1.2,5.7,0.0,Autumn,Center
Могилів-Подільський,2012,10,11.4,29.9,-4.4,1.1,56.4,0.0,Autumn,Center
Могилів-Подільський,2012,11,6.1,17.9,-0.6,1.3,22.3,0.0,Autumn,Center
Новомиргород,2012,9,16.5,28.8,5.7,1.4,64.0,0.0,Autumn,Center
Новомиргород,2012,10,10.8,26.3,-0.5,1.9,128.3,3.0,Autumn,Center
Новомиргород,2012,11,4.5,14.7,-4.6,2.0,55.0,0.0,Autumn,Center
Полтава,2012,9,16.7,26.8,6.5,2.3,34.0,0.0,Autumn,Center
Полтава,2012,10,10.9,23.8,0.1,2.8,142.4,0.0,Autumn,Center
Полтава,2012,11,4.0,14.0,-4.2,2.9,16.6,0.7,Autumn,Center
Світловодськ,2012,9,17.4,26.6,6.9,1.9,90.4,0.0,Autumn,Center
Світловодськ,2012,10,12.0,23.7,0.6,2.7,103.1,0.0,Autumn,Center
Світловодськ,2012,11,5.4,15.1,-2.4,2.7,27.2,0.0,Autumn,Center
Тетерів (Пісківка),2012,9,14.9,26.5,2.9,1.1,40.0,0.0,Autumn,Center
Тетерів (Пісківка),2012,10,9.1,25.2,-3.8,1.4,198.7,0.0,Autumn,Center
Тетерів (Пісківка),2012,11,4.9,15.0,-1.0,1.4,87.0,0.0,Autumn,Center
Умань,2012,9,16.6,29.2,4.4,1.1,91.0,0.0,Autumn,Center
Умань,2012,10,10.5,25.4,-1.4,1.8,37.2,0.0,Autumn,Center
Умань,2012,11,4.5,15.9,-4.6,1.7,28.9,0.0,Autumn,Center
Хмільник,2012,9,15.3,26.7,5.0,1.2,26.7,0.0,Autumn,Center
Хмільник,2012,10,9.1,24.2,-0.5,1.5,130.8,0.0,Autumn,Center
Хмільник,2012,11,4.3,13.8,-1.8,1.6,67.2,0.0,Autumn,Center
Черкаси,2012,9,16.0,27.7,5.5,2.1,171.5,0.0,Autumn,Center
Черкаси,2012,10,10.5,24.5,-2.4,3.1,126.1,1.0,Autumn,Center
Черкаси,2012,11,4.8,14.6,-4.8,3.0,58.2,0.0,Autumn,Center
Чигирин,2012,9,16.7,27.2,8.7,1.5,124.0,0.0,Autumn,Center
Чигирин,2012,10,11.3,26.4,0.6,1.8,182.4,1.0,Autumn,Center
Чигирин,2012,11,4.9,14.5,-3.2,1.7,36.8,1.0,Autumn,Center
Яготин,2012,9,15.7,26.7,6.1,1.8,128.5,0.0,Autumn,Center
Яготин,2012,10,10.0,24.7,-2.4,2.3,95.9,0.7,Autumn,Center
Яготин,2012,11,4.2,13.8,-5.3,2.8,65.4,0.0,Autumn,Center
Біла Церква,2013,9,12.3,22.2,1.0,3.9,157.2,0.0,Autumn,Center
Біла Церква,2013,10,9.6,22.2,-0.9,3.0,5.5,0.0,Autumn,Center
Біла Церква,2013,11,6.7,17.7,-3.6,4.2,57.3,0.0,Autumn,Center
Бобринець,2013,9,13.0,23.8,0.3,2.7,91.4,0.0,Autumn,Center
Бобринець,2013,10,8.9,21.0,-2.0,2.2,15.7,0.0,Autumn,Center
Бобринець,2013,11,6.4,19.0,-5.2,3.0,11.4,0.0,Autumn,Center
Веселий Поділ,2013,9,12.6,23.1,1.7,3.2,98.8,0.0,Autumn,Center
Веселий Поділ,2013,10,8.9,20.2,-1.7,2.5,16.0,0.0,Autumn,Center
Веселий Поділ,2013,11,6.0,19.2,-5.0,3.4,22.4,0.0,Autumn,Center
Вінниця,2013,9,11.8,21.3,-0.3,4.4,123.7,0.0,Autumn,Center
Вінниця,2013,10,9.3,21.9,-1.3,3.2,12.3,0.0,Autumn,Center
Вінниця,2013,11,6.5,18.2,-4.8,4.4,45.8,0.0,Autumn,Center
Гадяч,2013,9,11.9,22.2,0.8,2.8,165.3,0.0,Autumn,Center
Гадяч,2013,10,8.5,20.0,-1.9,2.2,23.9,0.0,Autumn,Center
Гадяч,2013,11,5.7,18.4,-4.4,2.8,29.0,0.0,Autumn,Center
Гайворон,2013,9,12.6,22.6,-0.4,2.2,109.4,0.0,Autumn,Center
Гайворон,2013,10,9.7,24.1,-2.8,1.3,9.0,0.0,Autumn,Center
Гайворон,2013,11,7.5,20.1,-5.4,2.1,32.3,0.0,Autumn,Center
Гайсин,2013,9,12.3,21.8,0.4,2.3,122.6,0.0,Autumn,Center
Гайсин,2013,10,9.7,23.5,-3.0,1.7,5.7,0.0,Autumn,Center
Гайсин,2013,11,7.2,19.5,-4.6,2.5,45.0,0.0,Autumn,Center
Жашків,2013,9,12.1,21.4,0.1,1.5,110.5,0.0,Autumn,Center
Жашків,2013,10,9.5,23.1,-1.8,1.1,4.0,0.0,Autumn,Center
Жашків,2013,11,6.4,18.6,-4.8,1.6,43.4,0.0,Autumn,Center
Жмеринка,2013,9,11.9,21.6,1.0,3.3,126.6,0.0,Autumn,Center
Жмеринка,2013,10,9.6,22.2,0.0,2.3,10.5,0.0,Autumn,Center
Жмеринка,2013,11,6.8,18.8,-5.0,3.5,60.9,0.0,Autumn,Center
Звенигородка,2013,9,12.1,21.5,1.1,1.8,107.2,0.0,Autumn,Center
Звенигородка,2013,10,9.1,22.6,-1.5,1.7,8.7,0.0,Autumn,Center
Звенигородка,2013,11,6.3,18.5,-4.3,2.5,25.8,0.0,Autumn,Center
Знам’янка,2013,9,12.4,23.6,1.2,2.5,73.8,0.0,Autumn,Center
Знам’янка,2013,10,8.5,21.6,-1.6,2.3,19.5,0.0,Autumn,Center
Знам’янка,2013,11,5.9,19.8,-5.2,2.8,17.7,0.0,Autumn,Center
Кропивницький,2013,9,12.7,24.6,0.8,3.9,125.0,0.0,Autumn,Center
Кропивницький,2013,10,8.6,21.4,-2.0,3.4,15.0,0.0,Autumn,Center
Кропивницький,2013,11,6.1,19.0,-5.4,4.5,17.1,0.0,Autumn,Center
Кобеляки,2013,9,12.9,24.0,1.7,2.9,70.7,0.0,Autumn,Center
Кобеляки,2013,10,8.5,20.3,-1.2,2.3,29.0,0.0,Autumn,Center
Кобеляки,2013,11,5.9,19.0,-5.0,2.8,17.7,0.0,Autumn,Center
Кривий Ріг,2013,9,13.5,24.0,1.2,4.3,57.9,0.0,Autumn,Center
Кривий Ріг,2013,10,8.6,18.2,-1.2,3.8,22.9,1.0,Autumn,Center
Кривий Ріг,2013,11,6.2,20.3,-6.1,4.3,9.9,0.0,Autumn,Center
Лубни,2013,9,12.3,23.7,1.6,2.1,124.5,0.0,Autumn,Center
Лубни,2013,10,8.6,20.9,-2.2,1.6,12.1,0.0,Autumn,Center
Лубни,2013,11,5.9,18.0,-4.2,2.6,24.3,0.7,Autumn,Center
Могилів-Подільський,2013,9,13.7,24.8,2.1,1.6,98.4,0.0,Autumn,Center
Могилів-Подільський,2013,10,10.4,23.7,-2.6,1.0,4.2,0.0,Autumn,Center
Могилів-Подільський,2013,11,8.7,21.8,-5.5,1.7,50.3,0.0,Autumn,Center
Новомиргород,2013,9,12.0,23.4,-0.1,1.9,118.3,0.0,Autumn,Center
Новомиргород,2013,10,8.6,21.9,-2.5,1.9,9.4,0.0,Autumn,Center
Новомиргород,2013,11,6.3,19.0,-5.2,2.5,18.1,0.0,Autumn,Center
Полтава,2013,9,12.5,22.7,2.0,3.2,105.2,0.0,Autumn,Center
Полтава,2013,10,8.1,19.2,-0.5,2.8,41.3,3.0,Autumn,Center
Полтава,2013,11,5.5,18.6,-4.8,3.1,14.0,0.7,Autumn,Center
Світловодськ,2013,9,13.9,24.6,5.0,2.9,88.3,0.0,Autumn,Center
Світловодськ,2013,10,9.1,21.3,-0.4,2.1,21.2,0.0,Autumn,Center
Світловодськ,2013,11,6.9,19.9,-2.4,3.5,20.6,0.0,Autumn,Center
Тетерів (Пісківка),2013,9,12.2,22.6,0.3,1.7,120.6,0.0,Autumn,Center
Тетерів (Пісківка),2013,10,9.5,21.5,-1.6,0.9,19.7,0.0,Autumn,Center
Тетерів (Пісківка),2013,11,6.5,18.5,-4.0,1.6,56.4,0.0,Autumn,Center
Умань,2013,9,12.3,22.9,-1.0,2.1,90.2,0.0,Autumn,Center
Умань,2013,10,9.0,22.5,-3.8,1.4,5.5,0.0,Autumn,Center
Умань,2013,11,6.5,19.1,-4.8,2.7,36.9,0.0,Autumn,Center
Хмільник,2013,10,9.6,22.0,-0.2,1.3,7.4,0.0,Autumn,Center
Хмільник,2013,11,6.7,19.5,-4.2,2.1,44.7,0.0,Autumn,Center
Черкаси,2013,9,12.5,22.7,-0.6,3.5,107.2,0.0,Autumn,Center
Черкаси,2013,10,8.9,22.0,-3.6,3.1,7.4,0.0,Autumn,Center
Черкаси,2013,11,6.5,19.5,-4.1,3.8,17.9,0.0,Autumn,Center
Чигирин,2013,9,12.7,23.3,1.5,2.1,69.4,0.0,Autumn,Center
Чигирин,2013,10,9.2,21.9,-1.8,2.4,14.3,0.0,Autumn,Center
Чигирин,2013,11,6.6,19.8,-4.3,2.4,19.2,0.0,Autumn,Center
Яготин,2013,9,12.2,22.7,1.0,2.5,142.8,0.0,Autumn,Center
Яготин,2013,10,9.0,21.3,-2.6,2.0,12.9,0.0,Autumn,Center
Яготин,2013,11,6.0,17.4,-3.8,3.3,23.4,0.0,Autumn,Center
Біла Церква,2014,9,14.2,27.2,0.5,2.4,38.7,0.0,Autumn,Center
Біла Церква,2014,10,6.7,21.9,-8.3,2.4,14.0,0.0,Autumn,Center
Біла Церква,2014,11,1.3,15.5,-13.8,2.9,30.94,0.0,Autumn,Center
Бобринець,2014,9,16.7,30.5,2.8,3.0,4.0,0.0,Autumn,Center
Бобринець,2014,10,7.6,22.6,-5.2,2.3,23.0,0.0,Autumn,Center
Бобринець,2014,11,2.2,16.6,-7.1,2.6,10.05,0.0,Autumn,Center
Веселий Поділ,2014,10,6.4,22.2,-6.8,2.2,21.0,0.0,Autumn,Center
Веселий Поділ,2014,11,1.6,15.7,-7.7,2.4,3.13,0.0,Autumn,Center
Вінниця,2014,9,14.4,26.5,0.2,3.4,32.9,0.0,Autumn,Center
Вінниця,2014,10,7.0,20.7,-8.3,3.2,30.0,5.0,Autumn,Center
Вінниця,2014,11,1.4,14.3,-7.6,3.4,42.6,2.0,Autumn,Center
Гадяч,2014,9,14.7,28.3,4.2,2.1,56.3,0.0,Autumn,Center
Гадяч,2014,10,6.0,22.6,-7.5,1.9,25.0,0.0,Autumn,Center
Гадяч,2014,11,1.3,14.2,-8.5,2.2,1.83,0.0,Autumn,Center
Гайворон,2014,9,15.6,29.7,1.2,1.4,45.0,0.0,Autumn,Center
Гайворон,2014,10,7.0,21.8,-8.8,1.2,57.0,0.0,Autumn,Center
Гайворон,2014,11,2.6,15.2,-5.9,1.6,42.83,0.0,Autumn,Center
Гайсин,2014,9,15.2,28.8,0.4,1.8,74.4,0.0,Autumn,Center
Гайсин,2014,10,6.8,21.7,-10.3,1.5,39.7,0.0,Autumn,Center
Гайсин,2014,11,2.1,14.7,-6.5,1.8,56.83,0.0,Autumn,Center
Жашків,2014,9,14.8,27.7,1.3,0.9,43.6,0.0,Autumn,Center
Жашків,2014,10,7.1,22.1,-5.9,0.8,32.5,0.0,Autumn,Center
Жашків,2014,11,1.5,15.8,-6.3,0.9,35.24,0.0,Autumn,Center
Жмеринка,2014,9,14.7,26.4,1.0,2.2,21.7,0.0,Autumn,Center
Жмеринка,2014,10,7.2,20.8,-8.0,2.2,37.4,0.0,Autumn,Center
Жмеринка,2014,11,1.6,14.6,-7.4,2.3,65.54,0.0,Autumn,Center
Звенигородка,2014,9,15.1,28.2,2.1,1.2,62.3,0.0,Autumn,Center
Звенигородка,2014,10,7.1,21.9,-5.5,1.4,17.3,0.0,Autumn,Center
Звенигородка,2014,11,1.6,14.4,-5.9,1.9,20.5,0.0,Autumn,Center
Знам’янка,2014,9,15.4,29.5,4.0,2.3,14.8,0.0,Autumn,Center
Знам’янка,2014,10,6.7,23.3,-6.7,2.0,9.4,0.0,Autumn,Center
Знам’янка,2014,11,1.4,16.5,-7.8,2.4,9.92,0.0,Autumn,Center
Кропивницький,2014,9,16.0,30.0,3.0,3.8,10.1,0.0,Autumn,Center
Кропивницький,2014,10,7.2,21.9,-5.4,3.4,9.5,0.0,Autumn,Center
Кропивницький,2014,11,1.8,17.2,-8.9,3.8,10.8,1.0,Autumn,Center
Кобеляки,2014,9,15.9,30.4,4.6,3.0,64.0,0.0,Autumn,Center
Кобеляки,2014,10,7.3,21.8,-5.6,2.7,13.8,0.0,Autumn,Center
Кобеляки,2014,11,1.6,14.9,-8.7,3.0,5.65,0.0,Autumn,Center
Кривий Ріг,2014,9,16.9,30.5,6.1,5.0,39.4,0.0,Autumn,Center
Кривий Ріг,2014,10,7.7,21.1,-4.7,4.3,20.0,0.7,Autumn,Center
Кривий Ріг,2014,11,2.0,16.1,-9.9,4.6,7.7,8.0,Autumn,Center
Лубни,2014,9,14.9,28.8,4.5,1.5,47.5,0.0,Autumn,Center
Лубни,2014,10,6.4,22.5,-6.1,1.5,28.9,0.0,Autumn,Center
Лубни,2014,11,1.5,14.3,-7.9,1.9,3.4,2.0,Autumn,Center
Могилів-Подільський,2014,9,15.8,29.7,1.1,1.1,33.3,0.0,Autumn,Center
Могилів-Подільський,2014,10,8.3,23.4,-9.9,1.0,34.2,10.0,Autumn,Center
Могилів-Подільський,2014,11,3.7,16.4,-4.9,1.2,64.7,1.0,Autumn,Center
Новомиргород,2014,9,15.1,29.7,1.4,1.8,16.5,0.0,Autumn,Center
Новомиргород,2014,10,6.7,22.8,-6.7,2.0,14.4,0.0,Autumn,Center
Новомиргород,2014,11,1.7,15.9,-7.3,2.4,15.31,0.0,Autumn,Center
Полтава,2014,9,15.3,29.1,4.8,3.2,71.0,0.0,Autumn,Center
Полтава,2014,10,6.6,21.8,-7.2,2.7,15.4,0.0,Autumn,Center
Полтава,2014,11,1.0,13.8,-7.4,3.3,6.6,3.0,Autumn,Center
Світловодськ,2014,9,16.1,30.3,5.2,2.7,37.8,0.0,Autumn,Center
Світловодськ,2014,10,7.5,20.8,-4.8,2.5,6.2,0.0,Autumn,Center
Світловодськ,2014,11,2.3,15.2,-7.6,2.9,2.5,2.0,Autumn,Center
Тетерів (Пісківка),2014,9,13.7,27.5,-1.0,1.2,22.0,0.0,Autumn,Center
Тетерів (Пісківка),2014,11,1.5,16.3,-9.7,1.1,19.71,0.0,Autumn,Center
Умань,2014,9,14.8,28.7,1.4,1.4,86.5,0.0,Autumn,Center
Умань,2014,10,6.3,22.1,-5.6,0.9,35.9,15.0,Autumn,Center
Умань,2014,11,1.8,14.5,-5.1,1.5,28.7,0.7,Autumn,Center
Хмільник,2014,9,14.2,26.0,0.1,1.5,38.7,0.0,Autumn,Center
Хмільник,2014,11,1.7,15.7,-7.0,1.5,41.78,0.0,Autumn,Center
Черкаси,2014,9,14.8,28.9,0.2,2.8,30.3,0.0,Autumn,Center
Черкаси,2014,10,6.0,23.1,-7.8,2.5,22.2,0.0,Autumn,Center
Черкаси,2014,11,1.8,14.6,-8.8,3.2,4.01,0.0,Autumn,Center
Чигирин,2014,9,15.4,28.9,2.1,1.6,47.4,0.0,Autumn,Center
Чигирин,2014,10,7.1,22.7,-5.4,1.7,5.5,0.0,Autumn,Center
Чигирин,2014,11,1.9,16.9,-6.8,1.4,3.87,0.0,Autumn,Center
Яготин,2014,10,6.3,23.1,-8.2,2.2,21.6,0.0,Autumn,Center
Яготин,2014,11,1.6,16.8,-7.6,2.6,2.07,0.0,Autumn,Center
Біла Церква,2015,9,17.6,36.0,5.2,3.2,34.8,0.0,Autumn,Center
Біла Церква,2015,10,6.8,23.7,-6.9,2.5,30.4,0.0,Autumn,Center
Бобринець,2015,9,19.6,36.0,6.0,2.3,8.0,0.0,Autumn,Center
Бобринець,2015,10,7.9,24.2,-5.8,2.1,8.0,0.0,Autumn,Center
Бобринець,2015,11,5.5,16.2,-7.4,2.8,50.0,0.0,Autumn,Center
Веселий Поділ,2015,9,17.9,33.1,5.3,2.7,34.41,0.0,Autumn,Center
Веселий Поділ,2015,10,6.3,23.0,-7.2,2.2,4.32,0.0,Autumn,Center
Веселий Поділ,2015,11,4.4,14.2,-8.8,3.2,46.3,1.0,Autumn,Center
Вінниця,2015,9,16.9,35.2,2.1,3.6,35.0,0.0,Autumn,Center
Вінниця,2015,10,7.1,23.9,-4.8,3.3,47.1,0.0,Autumn,Center
Вінниця,2015,11,4.3,13.7,-3.0,4.0,56.2,5.0,Autumn,Center
Гадяч,2015,9,17.9,35.1,6.3,2.4,26.4,0.0,Autumn,Center
Гадяч,2015,10,5.9,22.1,-5.8,1.7,4.3,0.0,Autumn,Center
Гадяч,2015,11,3.8,13.5,-5.6,2.3,69.6,4.0,Autumn,Center
Гайворон,2015,9,15.5,26.2,9.4,2.1,5.0,0.0,Autumn,Center
Гайворон,2015,10,7.8,25.3,-5.8,1.4,34.5,0.0,Autumn,Center
Гайворон,2015,11,5.1,14.9,-6.4,1.8,48.83,0.0,Autumn,Center
Гайсин,2015,9,18.2,37.3,6.3,2.0,54.8,0.0,Autumn,Center
Гайсин,2015,10,7.3,25.2,-5.2,1.7,40.2,0.0,Autumn,Center
Гайсин,2015,11,4.7,14.4,-5.8,2.0,52.5,0.7,Autumn,Center
Жашків,2015,9,14.1,24.3,8.0,1.3,9.0,0.0,Autumn,Center
Жашків,2015,10,7.0,24.9,-3.2,0.8,25.9,0.0,Autumn,Center
Жашків,2015,11,4.3,13.5,-4.5,1.2,55.21,0.0,Autumn,Center
Жмеринка,2015,9,13.3,22.6,7.5,3.0,12.5,0.0,Autumn,Center
Жмеринка,2015,10,7.3,23.6,-3.1,2.3,51.61,0.0,Autumn,Center
Жмеринка,2015,11,4.5,14.2,-2.8,3.0,59.0,0.0,Autumn,Center
Звенигородка,2015,9,18.1,36.3,6.9,1.9,22.81,0.0,Autumn,Center
Звенигородка,2015,10,7.0,24.5,-4.1,1.5,21.0,0.0,Autumn,Center
Звенигородка,2015,11,4.5,12.5,-3.7,2.1,40.4,2.0,Autumn,Center
Знам’янка,2015,9,18.0,34.9,6.5,2.2,25.5,0.0,Autumn,Center
Знам’янка,2015,10,6.6,24.1,-6.1,1.5,13.0,0.0,Autumn,Center
Знам’янка,2015,11,4.6,14.9,-5.8,2.4,53.2,0.0,Autumn,Center
Кропивницький,2015,9,19.2,35.8,6.9,3.7,34.9,0.0,Autumn,Center
Кропивницький,2015,10,7.1,23.5,-5.2,2.9,21.8,0.0,Autumn,Center
Кропивницький,2015,11,4.8,15.5,-5.8,3.6,49.3,0.0,Autumn,Center
Кобеляки,2015,9,19.2,34.5,3.1,2.8,4.0,0.0,Autumn,Center
Кобеляки,2015,10,6.9,24.4,-20.0,2.4,5.4,0.0,Autumn,Center
Кривий Ріг,2015,9,20.2,35.9,7.7,4.3,9.0,0.0,Autumn,Center
Кривий Ріг,2015,10,7.9,24.6,-4.3,3.7,2.7,0.0,Autumn,Center
Кривий Ріг,2015,11,5.4,16.0,-5.6,4.5,64.6,0.0,Autumn,Center
Умань,2015,9,17.7,36.2,6.2,1.3,38.6,0.0,Autumn,Center
Умань,2015,11,4.6,13.6,-6.7,1.7,49.7,1.0,Autumn,Center
Хмільник,2015,9,13.1,23.4,7.8,2.1,10.4,0.0,Autumn,Center
Хмільник,2015,10,6.9,24.4,-5.6,1.5,46.73,0.0,Autumn,Center
Черкаси,2015,9,17.6,35.2,5.8,3.1,29.4,0.0,Autumn,Center
