City,Year,Month,Average Temperature (celsius),Max Temperature (celsius),Min Temperature (celsius),Average Wind Speed (m/s),Total Precipitation (mm),Max Snow Depth (cm),Season,Region
Лубни,2016,4,12.4,23.5,2.1,2.4,44.7,0.0,Spring,Center
Лубни,2016,5,15.0,24.8,4.8,1.6,191.8,0.0,Spring,Center
Могилів-Подільський,2016,3,6.1,21.6,-4.6,1.5,17.4,0.0,Spring,Center
Могилів-Подільський,2016,4,13.4,28.7,-2.4,1.5,24.1,0.0,Spring,Center
Могилів-Подільський,2016,5,15.4,28.2,3.4,1.1,73.6,0.0,Spring,Center
Новомиргород,2016,3,4.3,17.9,-6.8,2.8,36.39,0.0,Spring,Center
Новомиргород,2016,4,12.4,25.3,0.8,2.3,24.42,0.0,Spring,Center
Новомиргород,2016,5,15.1,24.5,4.9,1.8,115.04,0.0,Spring,Center
Полтава,2016,3,3.5,12.2,-5.2,3.2,62.6,2.0,Spring,Center
Полтава,2016,4,12.7,23.8,2.2,3.2,59.4,0.0,Spring,Center
Полтава,2016,5,15.4,24.3,6.3,2.5,119.9,0.0,Spring,Center
Світловодськ,2016,3,4.4,15.1,-3.6,3.2,55.5,7.0,Spring,Center
Світловодськ,2016,4,12.6,24.8,3.8,2.6,53.1,0.0,Spring,Center
Світловодськ,2016,5,15.9,24.8,6.1,1.7,107.5,0.0,Spring,Center
Тетерів (Пісківка),2016,3,3.6,15.3,-5.8,1.8,37.91,9.0,Spring,Center
Тетерів (Пісківка),2016,4,11.6,24.8,-2.8,1.6,30.3,0.0,Spring,Center
Тетерів (Пісківка),2016,5,14.9,26.1,3.8,1.3,96.1,0.0,Spring,Center
Умань,2016,3,4.5,18.2,-3.7,2.3,25.7,2.0,Spring,Center
Умань,2016,4,12.3,25.7,-0.1,1.7,26.1,0.0,Spring,Center
Умань,2016,5,14.7,25.4,4.6,1.1,116.6,0.0,Spring,Center
Хмільник,2016,3,3.9,16.2,-4.0,2.2,15.06,0.0,Spring,Center
Хмільник,2016,4,12.0,24.8,-0.6,1.9,27.2,0.0,Spring,Center
Хмільник,2016,5,14.7,26.3,5.5,1.4,45.01,0.0,Spring,Center
Черкаси,2016,3,4.1,16.4,-5.4,3.7,45.11,10.0,Spring,Center
Черкаси,2016,4,12.1,25.8,-0.5,3.3,35.0,0.0,Spring,Center
Черкаси,2016,5,15.3,25.2,4.7,2.8,118.8,0.0,Spring,Center
Чигирин,2016,3,4.3,14.9,-4.7,2.2,61.81,6.0,Spring,Center
Чигирин,2016,4,12.7,24.3,1.6,2.0,34.1,0.0,Spring,Center
Чигирин,2016,5,15.4,25.1,4.0,1.4,93.3,0.0,Spring,Center
Яготин,2016,3,3.9,14.6,-4.0,3.0,27.81,1.0,Spring,Center
Яготин,2016,4,12.3,24.6,1.3,2.9,27.21,0.0,Spring,Center
Яготин,2016,5,15.4,25.4,4.3,2.1,128.1,0.0,Spring,Center
Золотоноша,2016,5,19.2,25.7,13.7,1.4,16.3,0.0,Spring,Center
Помічна,2016,5,18.2,24.9,13.2,1.5,47.0,0.0,Spring,Center
Сміла,2016,5,20.0,24.2,16.4,1.8,0.6,0.0,Spring,Center
Фастів,2016,5,18.9,23.8,15.2,2.0,0.9,0.0,Spring,Center
Ямпіль,2016,5,19.2,23.7,14.8,3.3,0.0,0.0,Spring,Center
Біла Церква,2017,3,5.9,18.2,-2.6,4.0,15.04,0.0,Spring,Center
Біла Церква,2017,4,10.3,26.3,-1.2,4.8,21.93,0.0,Spring,Center
Біла Церква,2017,5,15.1,27.9,0.8,3.4,43.23,0.0,Spring,Center
Бобринець,2017,3,6.0,19.6,-4.5,2.7,4.66,0.0,Spring,Center
Бобринець,2017,4,9.5,24.8,-0.6,3.6,39.34,0.0,Spring,Center
Бобринець,2017,5,16.2,29.3,0.2,2.5,22.3,0.0,Spring,Center
Веселий Поділ,2017,3,5.3,16.8,-3.4,2.9,7.96,0.0,Spring,Center
Веселий Поділ,2017,4,10.3,25.6,-0.3,3.6,13.64,0.0,Spring,Center
Веселий Поділ,2017,5,15.2,29.0,2.2,2.7,26.52,0.0,Spring,Center
Вінниця,2017,3,5.8,18.4,0.4,3.9,63.3,5.0,Spring,Center
Вінниця,2017,4,9.2,24.1,-1.6,4.6,40.5,0.0,Spring,Center
Вінниця,2017,5,14.1,26.5,-0.2,3.5,27.4,0.0,Spring,Center
Гадяч,2017,3,5.1,14.9,-3.1,2.6,23.15,0.0,Spring,Center
Гадяч,2017,4,9.8,25.7,-1.8,3.1,17.74,0.0,Spring,Center
Гадяч,2017,5,15.0,29.1,3.2,2.5,30.63,0.0,Spring,Center
