City,Year,Month,Average Temperature (celsius),Max Temperature (celsius),Min Temperature (celsius),Average Wind Speed (m/s),Total Precipitation (mm),Max Snow Depth (cm),Season,Region
Суми,2012,11,3.2,12.6,-5.4,3.6,26.6,0.7,Autumn,North
Чернігів,2012,9,14.8,26.1,3.5,2.0,21.1,0.0,Autumn,North
Чернігів,2012,10,8.8,24.6,-3.7,2.5,61.9,0.0,Autumn,North
Чернігів,2012,11,4.0,13.5,-6.9,3.0,41.2,0.0,Autumn,North
Чорнобиль,2012,9,14.3,27.1,3.4,1.2,91.9,0.0,Autumn,North
Чорнобиль,2012,10,8.8,23.3,-4.0,1.4,275.2,0.0,Autumn,North
Чорнобиль,2012,11,4.7,16.0,-3.6,1.7,97.2,0.0,Autumn,North
Білопілля,2013,9,12.0,22.8,0.4,2.3,140.3,0.0,Autumn,North
Білопілля,2013,11,6.5,17.7,-4.2,2.4,47.2,0.0,Autumn,North
Житомир,2013,9,12.3,22.8,0.3,1.4,202.2,0.0,Autumn,North
Житомир,2013,10,9.7,21.4,-0.8,1.1,10.0,0.0,Autumn,North
Житомир,2013,11,6.7,19.0,-4.1,2.1,64.3,2.0,Autumn,North
Київ,2013,9,12.4,23.2,2.8,2.6,201.9,0.0,Autumn,North
Київ,2013,10,9.7,21.7,0.5,2.3,14.2,0.0,Autumn,North
Київ,2013,11,6.4,16.4,-3.7,3.0,84.6,0.0,Autumn,North
Конотоп,2013,9,11.9,22.0,2.1,1.7,118.8,0.0,Autumn,North
Конотоп,2013,10,8.3,18.8,-1.4,1.6,31.8,0.0,Autumn,North
Конотоп,2013,11,5.6,17.2,-4.2,2.6,45.7,0.7,Autumn,North
Миронівка,2013,9,12.8,23.3,3.0,2.5,134.0,0.0,Autumn,North
Миронівка,2013,10,9.6,23.2,-0.8,2.4,7.6,0.0,Autumn,North
Миронівка,2013,11,6.7,18.5,-3.2,3.1,33.5,0.0,Autumn,North
Звягель,2013,9,12.0,21.9,0.1,1.7,110.5,0.0,Autumn,North
Звягель,2013,10,9.7,21.9,-0.1,1.3,17.0,0.0,Autumn,North
Звягель,2013,11,6.5,17.2,-4.7,2.0,65.0,0.0,Autumn,North
Овруч,2013,9,12.0,21.7,0.8,1.4,101.0,0.0,Autumn,North
Овруч,2013,10,9.1,22.2,-0.3,1.0,27.7,0.0,Autumn,North
Овруч,2013,11,5.9,16.4,-4.5,1.6,62.1,0.0,Autumn,North
Олевськ,2013,9,11.8,22.4,-2.0,2.6,106.0,0.0,Autumn,North
Олевськ,2013,11,6.1,17.0,-5.1,2.7,65.8,0.0,Autumn,North
Прилуки,2013,11,5.9,17.5,-4.2,2.9,25.8,0.0,Autumn,North
Ромни,2013,9,11.6,22.0,1.4,1.5,153.0,0.0,Autumn,North
Ромни,2013,10,8.4,19.6,-1.2,1.1,19.6,0.0,Autumn,North
Ромни,2013,11,5.5,17.2,-4.8,2.0,25.3,0.0,Autumn,North
Семенівка,2013,9,11.1,21.6,1.5,2.7,89.5,0.0,Autumn,North
Семенівка,2013,10,8.2,20.4,-2.4,2.4,30.1,0.0,Autumn,North
Семенівка,2013,11,5.2,15.5,-4.3,3.4,48.8,0.0,Autumn,North
Суми,2013,9,11.4,21.8,1.0,3.3,113.7,0.0,Autumn,North
Суми,2013,10,7.6,18.5,-1.5,3.0,32.7,0.0,Autumn,North
Суми,2013,11,5.0,18.2,-4.6,4.5,35.5,0.7,Autumn,North
Чернігів,2013,9,12.4,23.6,2.2,3.0,89.2,0.0,Autumn,North
Чернігів,2013,10,8.6,20.6,-2.5,2.3,22.8,0.0,Autumn,North
Чернігів,2013,11,5.8,17.3,-3.1,3.3,72.4,0.7,Autumn,North
Чорнобиль,2013,9,11.9,23.8,0.5,1.4,98.9,0.0,Autumn,North
Чорнобиль,2013,10,8.9,22.6,-1.6,1.1,21.3,0.0,Autumn,North
Чорнобиль,2013,11,6.0,18.5,-4.0,1.9,64.0,0.0,Autumn,North
Білопілля,2014,10,6.8,21.7,-8.4,1.6,3.4,0.0,Autumn,North
Білопілля,2014,11,1.5,16.6,-7.8,1.9,31.74,0.0,Autumn,North
Житомир,2014,9,14.3,25.9,0.6,1.1,8.2,0.0,Autumn,North
Житомир,2014,10,7.5,22.1,-8.0,1.1,6.8,0.0,Autumn,North
Житомир,2014,11,1.7,17.8,-7.0,1.7,35.0,1.0,Autumn,North
Київ,2014,9,15.3,26.7,3.0,2.0,45.5,0.0,Autumn,North
Київ,2014,10,7.6,22.3,-6.2,2.0,21.3,0.0,Autumn,North
Київ,2014,11,1.6,15.7,-7.2,2.1,13.0,12.0,Autumn,North
Конотоп,2014,9,14.1,26.3,2.5,1.8,33.4,0.0,Autumn,North
Конотоп,2014,10,5.4,22.3,-9.1,1.6,15.5,0.0,Autumn,North
Конотоп,2014,11,1.0,17.1,-10.7,2.4,6.1,5.0,Autumn,North
Миронівка,2014,9,14.7,28.6,1.6,1.7,22.5,0.0,Autumn,North
Миронівка,2014,10,7.0,22.5,-6.3,1.9,35.6,0.0,Autumn,North
Миронівка,2014,11,1.7,15.4,-6.1,2.1,16.5,6.0,Autumn,North
Ніжин,2014,10,5.5,21.8,-10.7,1.8,6.6,0.0,Autumn,North
Звягель,2014,9,14.2,26.3,-0.5,1.4,12.5,0.0,Autumn,North
Звягель,2014,10,7.9,22.4,-7.4,1.6,3.8,0.0,Autumn,North
Звягель,2014,11,2.0,18.2,-7.8,1.7,33.44,0.0,Autumn,North
Овруч,2014,9,13.5,25.5,0.7,0.9,15.4,0.0,Autumn,North
Овруч,2014,11,1.2,18.4,-8.1,1.3,18.44,0.0,Autumn,North
Олевськ,2014,9,13.1,25.4,-2.6,1.9,16.0,0.0,Autumn,North
Олевськ,2014,10,7.0,22.8,-9.6,2.0,13.8,0.0,Autumn,North
Олевськ,2014,11,1.9,19.8,-8.3,2.1,32.24,0.0,Autumn,North
Прилуки,2014,10,5.7,23.5,-9.4,1.7,21.1,0.0,Autumn,North
Прилуки,2014,11,1.6,16.0,-8.0,2.2,1.24,0.0,Autumn,North
Ромни,2014,9,14.4,27.6,3.8,1.5,37.6,0.0,Autumn,North
Ромни,2014,10,5.8,22.4,-8.1,1.3,24.0,0.0,Autumn,North
Ромни,2014,11,0.9,14.5,-10.8,1.1,3.63,0.0,Autumn,North
Семенівка,2014,10,5.1,21.1,-11.0,2.2,4.5,0.0,Autumn,North
Семенівка,2014,11,0.6,15.1,-11.3,2.1,2.26,0.0,Autumn,North
Суми,2014,9,14.0,27.9,2.0,2.8,68.7,0.0,Autumn,North
Суми,2014,10,4.9,21.4,-8.8,2.6,24.2,0.0,Autumn,North
Суми,2014,11,0.2,13.4,-12.0,3.4,6.7,3.0,Autumn,North
Чернігів,2014,9,13.6,26.5,0.1,2.1,49.4,0.0,Autumn,North
Чернігів,2014,10,5.4,21.4,-9.4,2.1,5.0,0.0,Autumn,North
Чернігів,2014,11,1.1,16.4,-8.6,2.3,2.2,3.0,Autumn,North
Чорнобиль,2014,9,13.7,27.4,-0.9,0.9,38.6,0.0,Autumn,North
Чорнобиль,2014,10,6.6,22.2,-8.8,1.1,0.8,0.0,Autumn,North
Чорнобиль,2014,11,1.4,17.0,-9.8,1.2,5.41,0.0,Autumn,North
Білопілля,2015,9,17.0,35.8,3.7,1.9,58.8,0.0,Autumn,North
Білопілля,2015,10,6.6,24.4,-5.4,1.7,51.7,0.0,Autumn,North
Білопілля,2015,11,4.1,13.5,-3.4,2.4,79.1,7.0,Autumn,North
Житомир,2015,9,17.1,35.2,6.0,1.5,33.2,0.0,Autumn,North
Житомир,2015,10,6.8,23.3,-5.8,1.2,46.4,0.0,Autumn,North
Житомир,2015,11,4.4,12.9,-4.5,1.5,84.1,7.0,Autumn,North
Київ,2015,9,17.9,35.3,7.4,2.4,25.2,0.0,Autumn,North
Київ,2015,10,7.3,23.2,-2.1,2.0,39.0,0.0,Autumn,North
Київ,2015,11,4.7,13.6,-4.9,2.6,70.6,6.0,Autumn,North
Конотоп,2015,9,17.0,34.3,6.0,1.8,35.9,0.0,Autumn,North
Конотоп,2015,10,5.4,20.7,-7.0,1.3,10.9,0.0,Autumn,North
Конотоп,2015,11,3.3,11.4,-7.5,2.0,91.3,12.0,Autumn,North
Чернігів,2015,9,16.4,34.9,4.9,2.3,38.9,0.0,Autumn,North
Чернігів,2015,10,5.3,22.3,-6.7,2.2,26.9,0.0,Autumn,North
Чернігів,2015,11,3.6,10.7,-7.1,2.8,58.3,5.0,Autumn,North
Чорнобиль,2015,9,16.3,35.5,4.2,1.2,59.7,0.0,Autumn,North
Чорнобиль,2015,10,5.6,22.7,-7.3,1.1,38.9,0.0,Autumn,North
Чорнобиль,2015,11,3.8,14.8,-6.4,1.3,58.7,7.0,Autumn,North
Білопілля,2016,9,15.2,30.0,3.6,1.3,2.44,0.0,Autumn,North
Білопілля,2016,10,6.1,25.8,-3.0,2.2,46.94,0.0,Autumn,North
Білопілля,2016,11,0.9,15.1,-12.0,2.7,61.76,0.0,Autumn,North
Житомир,2016,9,15.4,29.2,3.0,0.5,6.9,0.0,Autumn,North
Житомир,2016,10,6.4,24.6,-3.3,1.9,47.6,0.0,Autumn,North
Київ,2016,9,16.1,28.5,6.4,2.0,5.5,0.0,Autumn,North
Київ,2016,10,6.5,25.1,-1.7,2.2,103.1,3.0,Autumn,North
Київ,2016,11,1.2,13.4,-8.9,3.2,48.8,14.0,Autumn,North
Конотоп,2016,9,13.7,29.4,2.4,1.3,3.1,0.0,Autumn,North
Конотоп,2016,10,6.0,23.8,-1.8,2.1,84.2,1.0,Autumn,North
Конотоп,2016,11,0.1,13.4,-9.8,2.7,47.7,6.0,Autumn,North
Миронівка,2016,9,15.7,30.0,4.0,1.9,2.2,0.0,Autumn,North
Миронівка,2016,10,6.7,24.4,-2.3,2.4,74.5,0.0,Autumn,North
Миронівка,2016,11,1.4,16.1,-9.6,3.1,43.7,8.0,Autumn,North
Ніжин,2016,9,13.7,28.2,1.1,1.3,6.71,0.0,Autumn,North
Ніжин,2016,10,6.2,24.6,-4.3,2.4,118.91,0.0,Autumn,North
Ніжин,2016,11,0.4,12.9,-14.2,3.3,31.27,0.0,Autumn,North
Звягель,2016,9,15.1,29.6,2.6,1.2,6.41,0.0,Autumn,North
Звягель,2016,10,6.2,24.9,-2.3,2.1,100.92,0.0,Autumn,North
Звягель,2016,11,1.0,9.7,-9.5,2.4,79.49,0.0,Autumn,North
Овруч,2016,9,14.5,29.4,3.5,0.8,20.82,0.0,Autumn,North
Овруч,2016,10,5.9,24.0,-3.3,2.0,107.33,0.0,Autumn,North
Овруч,2016,11,0.7,10.3,-15.5,2.1,44.94,0.0,Autumn,North
Олевськ,2016,9,13.9,29.2,1.1,1.5,14.21,0.0,Autumn,North
Олевськ,2016,10,6.0,24.0,-3.4,2.6,97.51,0.0,Autumn,North
Олевськ,2016,11,1.0,10.0,-13.5,2.8,57.3,0.0,Autumn,North
Прилуки,2016,9,13.8,29.5,2.0,1.3,8.8,0.0,Autumn,North
Прилуки,2016,10,6.4,25.5,-3.1,2.3,86.43,0.0,Autumn,North
Прилуки,2016,11,0.4,13.4,-14.8,2.6,47.27,0.0,Autumn,North
Ромни,2016,9,13.7,28.4,3.8,1.3,7.23,0.0,Autumn,North
Ромни,2016,10,6.0,24.6,-2.3,1.3,66.71,0.0,Autumn,North
Ромни,2016,11,0.0,14.2,-11.8,2.2,61.89,0.0,Autumn,North
Семенівка,2016,9,12.6,27.1,2.3,2.1,7.26,0.0,Autumn,North
Семенівка,2016,10,5.5,22.7,-4.9,2.5,64.62,0.0,Autumn,North
Семенівка,2016,11,-0.7,10.9,-13.2,3.3,30.2,0.0,Autumn,North
Суми,2016,9,12.9,28.0,2.3,2.3,3.4,0.0,Autumn,North
Суми,2016,10,5.5,23.4,-6.7,3.5,67.6,1.0,Autumn,North
Суми,2016,11,-0.3,13.3,-13.4,4.5,67.4,7.0,Autumn,North
Чернігів,2016,9,13.9,28.6,3.1,2.1,8.7,0.0,Autumn,North
Чернігів,2016,10,6.1,24.2,-3.8,2.6,135.6,7.0,Autumn,North
Чернігів,2016,11,0.3,10.9,-15.4,3.5,44.3,5.0,Autumn,North
Чорнобиль,2016,9,14.3,29.1,1.2,0.8,12.2,0.0,Autumn,North
Чорнобиль,2016,10,5.9,25.5,-2.9,1.4,188.31,0.0,Autumn,North
Чорнобиль,2016,11,0.8,11.0,-14.3,1.7,42.64,0.0,Autumn,North
Білопілля,2017,9,14.9,30.5,-0.8,1.6,44.1,0.0,Autumn,North
Білопілля,2017,10,8.0,22.5,-3.1,2.5,41.75,0.0,Autumn,North
Білопілля,2017,11,3.2,10.3,-6.1,1.8,38.82,0.0,Autumn,North
Житомир,2017,9,15.2,29.4,0.4,1.6,51.0,0.0,Autumn,North
Житомир,2017,10,8.2,21.2,-2.9,1.7,56.7,0.0,Autumn,North
Житомир,2017,11,3.6,10.5,-6.3,1.7,46.6,1.0,Autumn,North
Київ,2017,9,16.4,30.0,3.8,2.2,43.2,0.0,Autumn,North
Київ,2017,10,8.4,20.9,-1.8,2.7,76.8,0.0,Autumn,North
Київ,2017,11,3.3,10.4,-4.4,2.3,46.3,3.0,Autumn,North
Конотоп,2017,9,15.6,28.6,0.4,2.3,38.9,0.0,Autumn,North
Конотоп,2017,10,7.2,19.9,-4.6,2.1,76.6,1.0,Autumn,North
Конотоп,2017,11,2.3,9.4,-5.9,2.2,42.1,2.0,Autumn,North
Миронівка,2017,9,17.0,31.3,-0.2,2.3,12.7,0.0,Autumn,North
Миронівка,2017,10,8.6,20.5,-1.5,2.9,74.2,0.0,Autumn,North
Миронівка,2017,11,3.5,10.6,-5.5,2.3,51.6,1.0,Autumn,North
Ніжин,2017,9,15.2,29.0,-1.4,1.9,35.51,0.0,Autumn,North
Ніжин,2017,10,7.4,20.4,-4.5,1.9,92.27,0.0,Autumn,North
Ніжин,2017,11,2.8,10.1,-4.6,2.4,44.26,0.0,Autumn,North
Звягель,2017,9,14.8,28.5,0.2,1.9,64.24,0.0,Autumn,North
Звягель,2017,10,8.2,21.6,0.8,2.2,78.24,0.0,Autumn,North
Звягель,2017,11,3.5,11.9,-3.8,1.8,59.35,0.0,Autumn,North
Овруч,2017,9,14.8,27.5,1.3,1.5,14.97,0.0,Autumn,North
Овруч,2017,10,7.7,22.2,-1.8,1.6,65.96,0.0,Autumn,North
Овруч,2017,11,3.0,10.3,-6.0,1.2,57.72,0.0,Autumn,North
Олевськ,2017,9,14.3,27.1,-1.2,2.5,66.23,0.0,Autumn,North
Олевськ,2017,10,7.8,21.9,-1.0,2.9,97.1,0.0,Autumn,North
Олевськ,2017,11,3.4,12.0,-6.7,2.1,70.53,0.0,Autumn,North
Прилуки,2017,9,16.1,29.5,0.5,2.3,20.04,0.0,Autumn,North
Прилуки,2017,10,7.6,20.0,-3.9,2.3,85.6,0.0,Autumn,North
Прилуки,2017,11,2.7,10.6,-5.3,2.2,47.65,0.0,Autumn,North
Ромни,2017,9,15.7,29.8,0.2,1.4,32.63,0.0,Autumn,North
Ромни,2017,10,7.2,19.8,-3.2,1.9,69.43,0.0,Autumn,North
Ромни,2017,11,2.2,8.9,-5.0,1.4,48.38,0.0,Autumn,North
Семенівка,2017,9,14.5,27.9,-0.3,2.3,63.64,0.0,Autumn,North
Семенівка,2017,10,6.4,18.9,-5.5,2.8,108.53,0.0,Autumn,North
Семенівка,2017,11,2.1,10.6,-5.2,2.7,50.62,0.0,Autumn,North
Суми,2017,9,15.4,29.1,-0.1,3.7,19.1,0.0,Autumn,North
Суми,2017,10,7.0,17.8,-4.6,3.8,55.7,0.0,Autumn,North
Суми,2017,11,1.8,10.3,-7.6,3.5,35.1,0.7,Autumn,North
Чернігів,2017,9,15.0,29.0,-0.2,2.7,40.2,0.0,Autumn,North
Чернігів,2017,10,7.3,21.6,-3.3,3.1,101.4,0.7,Autumn,North
Чернігів,2017,11,2.7,9.9,-5.9,2.3,48.3,7.0,Autumn,North
Чорнобиль,2017,9,15.1,29.3,-0.5,1.2,21.13,0.0,Autumn,North
Чорнобиль,2017,10,7.5,22.4,-4.3,1.4,66.1,0.0,Autumn,North
Чорнобиль,2017,11,2.8,9.8,-5.7,1.4,51.91,0.0,Autumn,North
Білопілля,2018,9,15.7,31.0,0.8,1.6,68.6,0.0,Autumn,North
Білопілля,2018,10,9.6,23.4,0.6,1.6,28.3,0.0,Autumn,North
Білопілля,2018,11,0.3,12.0,-18.2,1.6,26.9,4.0,Autumn,North
Житомир,2018,9,15.9,29.8,1.3,1.0,52.2,0.0,Autumn,North
Житомир,2018,10,9.8,22.0,0.7,1.1,33.8,0.0,Autumn,North
Житомир,2018,11,1.0,11.2,-15.3,1.6,24.7,5.0,Autumn,North
Київ,2018,9,17.3,31.4,3.7,2.3,59.9,0.0,Autumn,North
Київ,2018,10,10.7,23.0,2.8,1.9,17.2,0.0,Autumn,North
Київ,2018,11,0.2,11.5,-11.3,2.2,18.3,6.0,Autumn,North
Конотоп,2018,9,16.8,32.2,1.0,1.7,31.5,0.0,Autumn,North
Конотоп,2018,10,9.1,23.3,-0.8,1.5,27.2,0.0,Autumn,North
Конотоп,2018,11,-0.7,10.8,-12.5,2.0,4.0,4.0,Autumn,North
Миронівка,2018,9,16.6,31.8,2.2,1.9,85.0,0.0,Autumn,North
Миронівка,2018,10,10.5,23.2,2.0,2.0,28.3,0.0,Autumn,North
Миронівка,2018,11,0.1,11.6,-14.4,2.1,22.1,8.0,Autumn,North
Ніжин,2018,9,16.2,31.6,0.5,1.9,31.8,0.0,Autumn,North
Ніжин,2018,10,9.0,23.8,-1.2,1.6,14.3,0.0,Autumn,North
Ніжин,2018,11,-0.9,12.0,-13.3,2.2,7.0,5.0,Autumn,North
Звягель,2018,9,15.7,29.6,0.2,1.1,41.5,0.0,Autumn,North
Звягель,2018,10,9.9,23.8,0.6,1.3,25.5,0.0,Autumn,North
Звягель,2018,11,1.6,12.7,-12.0,1.6,12.4,0.0,Autumn,North
Овруч,2018,9,15.5,29.4,1.7,1.1,28.2,0.0,Autumn,North
Овруч,2018,10,9.2,23.2,0.0,1.3,31.7,0.0,Autumn,North
Овруч,2018,11,0.7,11.5,-13.0,1.4,13.3,1.0,Autumn,North
Олевськ,2018,9,15.1,29.4,-2.8,2.0,38.0,0.0,Autumn,North
Олевськ,2018,10,9.1,23.6,-3.2,2.0,31.0,0.0,Autumn,North
Олевськ,2018,11,1.3,12.7,-14.2,2.0,18.6,0.0,Autumn,North
Прилуки,2018,9,16.3,31.7,1.9,1.8,43.7,0.0,Autumn,North
Прилуки,2018,10,9.4,23.9,-1.0,1.5,25.2,0.0,Autumn,North
Прилуки,2018,11,-0.6,12.3,-12.4,2.0,15.6,10.0,Autumn,North
Ромни,2018,9,16.4,32.2,2.7,1.6,30.0,0.0,Autumn,North
Ромни,2018,10,9.7,24.6,-1.6,1.5,29.7,0.0,Autumn,North
Ромни,2018,11,-0.6,11.8,-12.9,1.2,3.0,1.0,Autumn,North
Семенівка,2018,9,16.2,31.0,0.1,2.4,25.5,0.0,Autumn,North
Семенівка,2018,10,7.9,23.5,-3.1,1.9,24.0,0.0,Autumn,North
Семенівка,2018,11,-1.3,10.6,-20.0,2.1,13.9,6.0,Autumn,North
Суми,2018,9,16.6,33.1,0.9,3.3,26.4,0.0,Autumn,North
Суми,2018,10,9.3,23.2,-1.1,2.9,29.9,0.0,Autumn,North
Суми,2018,11,-1.2,12.0,-13.6,3.2,2.3,1.0,Autumn,North
Чернігів,2018,9,16.3,30.4,0.5,2.5,31.7,0.0,Autumn,North
Чернігів,2018,10,8.7,23.5,-2.3,1.9,11.5,0.0,Autumn,North
Чернігів,2018,11,-0.7,12.2,-14.5,2.2,7.9,4.0,Autumn,North
Чорнобиль,2018,9,15.9,29.7,-1.0,1.1,37.7,0.0,Autumn,North
Чорнобиль,2018,10,9.1,23.7,-1.2,1.0,15.6,0.0,Autumn,North
Чорнобиль,2018,11,0.1,13.3,-13.7,1.2,5.8,3.0,Autumn,North
Білопілля,2019,9,15.4,30.8,0.5,1.9,3.8,0.0,Autumn,North
Білопілля,2019,10,10.4,24.2,-4.6,1.6,10.2,0.0,Autumn,North
Білопілля,2019,11,4.9,19.1,-9.8,2.7,21.0,1.0,Autumn,North
Житомир,2019,9,15.2,30.9,-1.0,1.2,26.1,0.0,Autumn,North
Житомир,2019,10,10.7,23.8,-2.9,0.8,18.7,0.0,Autumn,North
Житомир,2019,11,5.3,17.7,-8.8,2.2,18.1,1.0,Autumn,North
Київ,2019,9,15.9,30.7,3.1,2.3,22.5,0.0,Autumn,North
Київ,2019,10,11.1,24.0,-2.0,2.1,13.6,0.0,Autumn,North
Київ,2019,11,4.6,18.7,-9.7,2.4,28.5,0.0,Autumn,North
Конотоп,2019,9,14.5,29.3,-0.9,1.5,31.1,0.0,Autumn,North
Конотоп,2019,10,10.1,24.1,-7.1,1.7,9.2,0.0,Autumn,North
Конотоп,2019,11,3.6,15.5,-9.6,2.8,42.6,0.0,Autumn,North
Миронівка,2019,9,15.8,32.1,-1.3,2.3,12.0,0.0,Autumn,North
Миронівка,2019,10,11.0,24.5,-5.3,2.4,7.0,0.0,Autumn,North
Миронівка,2019,11,4.8,20.5,-9.8,2.7,17.3,0.0,Autumn,North
Ніжин,2019,9,14.5,30.4,-3.1,2.0,3.8,0.0,Autumn,North
Ніжин,2019,10,10.1,24.3,-6.9,2.1,6.2,0.0,Autumn,North
