City,Year,Month,Average Temperature (celsius),Max Temperature (celsius),Min Temperature (celsius),Average Wind Speed (m/s),Total Precipitation (mm),Max Snow Depth (cm),Season,Region
Житомир,2012,4,10.9,29.6,-2.5,1.1,68.7,4.0,Spring,North
Житомир,2012,5,17.1,29.2,7.1,0.7,22.6,0.0,Spring,North
Київ,2012,3,2.6,19.0,-8.0,3.4,36.4,14.0,Spring,North
Київ,2012,4,11.8,29.7,-1.7,2.7,83.6,0.0,Spring,North
Київ,2012,5,18.1,29.2,9.3,2.3,42.6,0.0,Spring,North
Конотоп,2012,3,0.1,14.4,-14.1,2.5,30.1,19.0,Spring,North
Конотоп,2012,4,11.6,29.3,-1.2,2.2,61.2,2.0,Spring,North
Конотоп,2012,5,18.2,28.4,6.6,2.1,39.7,0.0,Spring,North
Миронівка,2012,3,1.8,17.7,-11.5,3.1,25.1,15.0,Spring,North
Миронівка,2012,4,12.3,29.8,-0.4,2.7,62.5,0.0,Spring,North
Миронівка,2012,5,18.3,29.4,7.7,2.4,15.1,0.0,Spring,North
Ніжин,2012,3,1.1,1.1,1.1,2.0,0.0,0.0,Spring,North
Звягель,2012,3,3.8,3.8,3.8,2.0,0.6,0.0,Spring,North
Овруч,2012,3,1.1,1.1,1.1,1.0,1.4,0.0,Spring,North
Прилуки,2012,3,0.5,0.5,0.5,2.0,0.6,0.0,Spring,North
Ромни,2012,3,0.0,0.0,0.0,1.0,0.8,1.0,Spring,North
Семенівка,2012,3,0.3,0.3,0.3,1.0,0.4,0.0,Spring,North
Суми,2012,3,-1.1,13.3,-15.2,4.1,15.8,11.0,Spring,North
Суми,2012,4,11.8,29.0,-1.4,3.5,51.4,3.0,Spring,North
Суми,2012,5,18.2,28.0,5.4,3.2,60.8,0.0,Spring,North
Чернігів,2012,3,1.2,18.9,-18.2,3.7,25.1,21.0,Spring,North
Чернігів,2012,4,10.6,29.1,-3.1,2.9,70.9,3.0,Spring,North
Чернігів,2012,5,17.4,28.9,6.7,2.9,31.6,0.0,Spring,North
Чорнобиль,2012,3,1.6,1.6,1.6,1.0,1.2,1.0,Spring,North
Київ,2013,5,18.8,28.6,7.8,2.1,41.5,0.0,Spring,North
Конотоп,2013,4,9.3,27.4,-4.1,2.1,26.2,22.0,Spring,North
Конотоп,2013,5,19.4,30.7,6.0,1.8,40.4,0.0,Spring,North
Миронівка,2013,3,-1.0,13.5,-10.6,3.4,88.5,13.0,Spring,North
Миронівка,2013,4,10.7,28.7,-2.0,2.8,34.7,0.0,Spring,North
Миронівка,2013,5,18.9,29.6,6.9,2.1,60.7,0.0,Spring,North
Суми,2013,3,-3.0,10.0,-16.3,4.2,101.7,22.0,Spring,North
Суми,2013,4,9.3,28.2,-2.8,3.7,15.0,11.0,Spring,North
Суми,2013,5,18.9,29.6,7.2,2.9,41.7,0.0,Spring,North
Чернігів,2013,5,18.3,29.2,3.1,1.7,51.7,0.0,Spring,North
Білопілля,2014,3,5.9,18.7,-3.8,2.5,14.1,0.0,Spring,North
Білопілля,2014,4,9.1,21.4,-5.8,1.8,49.2,0.0,Spring,North
Житомир,2014,3,6.2,20.3,-2.7,1.9,17.3,0.0,Spring,North
Житомир,2014,4,9.8,22.4,-3.5,1.4,47.0,0.0,Spring,North
Житомир,2014,5,16.2,29.0,1.6,1.3,129.5,0.0,Spring,North
Київ,2014,3,6.5,19.2,-1.5,3.3,15.1,1.0,Spring,North
Київ,2014,4,10.3,21.6,-1.4,2.4,28.8,0.7,Spring,North
Київ,2014,5,16.9,29.3,1.9,2.2,172.4,0.0,Spring,North
Конотоп,2014,3,2.3,15.1,-10.4,2.7,24.0,1.0,Spring,North
Конотоп,2014,4,9.2,22.6,-2.6,2.5,52.8,0.0,Spring,North
Конотоп,2014,5,17.9,32.3,-0.3,2.1,68.1,0.0,Spring,North
Миронівка,2014,3,6.1,19.3,-2.4,3.3,14.3,0.7,Spring,North
Миронівка,2014,4,10.2,22.1,-3.0,2.5,60.9,0.0,Spring,North
Миронівка,2014,5,17.0,30.3,1.2,2.1,157.8,0.0,Spring,North
Звягель,2014,3,6.4,20.9,-3.7,2.2,27.1,0.0,Spring,North
Звягель,2014,4,9.8,22.0,-4.9,1.7,54.0,0.0,Spring,North
Звягель,2014,5,15.5,28.9,0.0,1.5,110.9,0.0,Spring,North
Овруч,2014,3,6.4,21.0,-2.9,1.6,18.9,0.0,Spring,North
Овруч,2014,4,9.6,22.4,-4.6,1.5,23.4,0.0,Spring,North
Овруч,2014,5,15.4,29.8,0.0,1.4,117.3,0.0,Spring,North
Олевськ,2014,3,6.3,20.8,-4.3,2.9,28.7,0.0,Spring,North
Олевськ,2014,4,9.5,22.0,-7.4,2.2,20.9,0.0,Spring,North
Прилуки,2014,3,5.8,21.3,-3.5,3.0,19.2,0.0,Spring,North
Прилуки,2014,5,17.6,30.9,0.0,2.2,93.9,0.0,Spring,North
Ромни,2014,3,5.4,22.4,-2.2,2.2,14.1,0.0,Spring,North
Ромни,2014,4,9.2,22.4,-4.4,1.8,34.9,0.0,Spring,North
Ромни,2014,5,17.7,31.3,0.0,1.4,111.2,0.0,Spring,North
Семенівка,2014,3,4.6,21.3,-3.2,3.4,23.6,0.0,Spring,North
Семенівка,2014,4,8.5,21.8,-4.3,2.6,30.1,0.0,Spring,North
Семенівка,2014,5,16.4,31.2,-1.0,2.4,41.7,0.0,Spring,North
Суми,2014,3,4.3,20.6,-10.4,4.4,15.7,2.0,Spring,North
Суми,2014,4,8.9,23.0,-3.0,4.0,34.8,2.0,Spring,North
Суми,2014,5,17.9,32.8,0.4,3.4,75.3,0.0,Spring,North
Чернігів,2014,3,5.5,20.2,-2.1,3.8,16.3,0.7,Spring,North
Чернігів,2014,4,9.6,22.4,-5.5,3.0,21.2,0.0,Spring,North
Чернігів,2014,5,16.7,29.4,-3.1,2.7,93.4,0.0,Spring,North
Чорнобиль,2014,3,6.4,21.7,-3.6,1.9,7.4,0.0,Spring,North
Чорнобиль,2014,4,9.6,21.1,-6.0,1.3,24.6,0.0,Spring,North
Чорнобиль,2014,5,16.0,29.8,0.0,1.2,175.8,0.0,Spring,North
Білопілля,2015,3,4.2,15.1,-5.7,2.5,31.9,0.7,Spring,North
Білопілля,2015,4,8.6,24.1,-2.0,2.9,16.7,0.0,Spring,North
Білопілля,2015,5,15.3,28.0,3.4,2.0,39.6,0.0,Spring,North
Житомир,2015,3,4.9,14.8,-5.5,1.4,32.1,0.0,Spring,North
Житомир,2015,4,8.9,23.7,-2.0,1.6,31.1,0.0,Spring,North
Житомир,2015,5,15.3,27.7,4.4,1.2,60.7,0.0,Spring,North
Київ,2015,3,5.1,15.0,-4.0,3.0,49.9,4.0,Spring,North
Київ,2015,4,9.7,24.1,-1.6,3.5,5.7,0.0,Spring,North
Київ,2015,5,15.9,28.1,2.4,2.5,79.3,0.0,Spring,North
Конотоп,2015,3,3.7,17.1,-5.9,3.0,44.4,3.0,Spring,North
Конотоп,2015,4,8.6,24.1,-1.4,2.6,16.9,3.0,Spring,North
Конотоп,2015,5,15.9,28.6,3.4,1.8,61.2,0.0,Spring,North
Чернігів,2015,3,4.3,17.8,-5.9,3.2,45.1,1.0,Spring,North
Чернігів,2015,4,8.5,24.2,-1.9,4.2,8.2,0.0,Spring,North
Чернігів,2015,5,15.0,28.7,0.9,2.7,82.8,0.0,Spring,North
Чорнобиль,2015,3,4.6,16.6,-6.7,1.7,23.4,1.0,Spring,North
Чорнобиль,2015,4,8.5,24.4,-3.6,1.9,16.2,0.0,Spring,North
Чорнобиль,2015,5,15.1,28.5,2.1,1.2,58.1,0.0,Spring,North
Білопілля,2016,3,3.8,15.3,-4.7,2.4,21.41,1.0,Spring,North
Білопілля,2016,4,11.8,25.9,-0.2,2.3,18.6,0.0,Spring,North
Білопілля,2016,5,14.7,26.5,5.4,1.5,95.0,0.0,Spring,North
Житомир,2016,3,4.0,14.6,-4.7,1.6,24.3,3.0,Spring,North
Житомир,2016,4,12.0,24.6,0.5,1.4,11.4,0.0,Spring,North
Житомир,2016,5,14.9,27.1,5.4,0.9,122.5,0.0,Spring,North
Київ,2016,3,3.9,15.5,-4.5,2.9,35.1,4.0,Spring,North
Київ,2016,4,12.4,24.7,2.0,2.6,68.0,0.0,Spring,North
Київ,2016,5,15.5,25.6,6.7,2.0,146.2,0.0,Spring,North
Конотоп,2016,3,3.0,12.0,-6.4,2.5,50.3,2.0,Spring,North
Конотоп,2016,4,11.2,22.2,0.7,2.3,89.3,0.7,Spring,North
Конотоп,2016,5,15.0,27.7,4.6,1.8,118.1,0.0,Spring,North
Миронівка,2016,3,4.2,16.4,-4.1,3.1,35.5,6.0,Spring,North
Миронівка,2016,4,12.5,23.6,0.6,2.6,55.0,0.0,Spring,North
Миронівка,2016,5,15.2,25.3,5.3,1.9,91.3,0.0,Spring,North
Ніжин,2016,3,3.4,13.4,-4.1,2.9,34.8,1.0,Spring,North
Ніжин,2016,4,11.3,23.5,0.1,2.8,66.91,0.0,Spring,North
Ніжин,2016,5,14.9,26.4,3.7,2.0,146.2,0.0,Spring,North
Звягель,2016,3,3.7,13.4,-5.4,2.0,28.21,2.0,Spring,North
Звягель,2016,4,11.4,24.3,-0.8,2.0,34.41,0.0,Spring,North
Звягель,2016,5,15.1,26.6,4.7,1.5,45.6,0.0,Spring,North
Овруч,2016,3,3.2,15.6,-4.2,1.6,45.71,7.0,Spring,North
Овруч,2016,4,10.8,22.9,-0.5,1.3,46.01,0.0,Spring,North
Овруч,2016,5,14.8,26.0,5.3,1.1,90.0,0.0,Spring,North
Олевськ,2016,3,3.4,13.0,-5.0,2.3,42.91,0.0,Spring,North
Олевськ,2016,4,10.6,24.2,-2.1,2.4,40.02,0.0,Spring,North
Олевськ,2016,5,14.8,26.0,2.2,1.7,77.62,0.0,Spring,North
Прилуки,2016,3,3.6,14.4,-4.1,2.7,37.81,3.0,Spring,North
Прилуки,2016,4,11.9,24.3,0.6,2.3,73.0,0.0,Spring,North
Прилуки,2016,5,14.9,25.3,4.1,1.8,119.0,0.0,Spring,North
Ромни,2016,3,2.9,12.9,-5.1,1.8,52.4,6.0,Spring,North
Ромни,2016,4,11.4,23.2,1.0,2.0,45.0,0.0,Spring,North
Ромни,2016,5,15.0,24.9,4.6,1.3,158.2,0.0,Spring,North
Семенівка,2016,3,2.2,13.1,-9.1,3.0,46.21,4.0,Spring,North
Семенівка,2016,4,9.9,22.4,0.3,2.9,55.9,3.0,Spring,North
Семенівка,2016,5,14.8,26.8,3.4,2.1,86.8,0.0,Spring,North
Суми,2016,3,2.4,12.6,-7.8,3.8,50.4,2.0,Spring,North
Суми,2016,4,10.9,24.3,0.9,3.9,47.8,0.0,Spring,North
Суми,2016,5,14.6,25.6,5.4,2.8,111.2,0.0,Spring,North
Чернігів,2016,3,3.2,14.0,-5.1,3.5,33.6,3.0,Spring,North
Чернігів,2016,4,11.1,23.5,1.3,3.2,35.8,0.0,Spring,North
Чернігів,2016,5,14.8,26.0,3.5,2.4,143.5,0.0,Spring,North
Чорнобиль,2016,3,3.4,15.2,-5.0,1.6,38.1,2.0,Spring,North
Чорнобиль,2016,4,11.1,23.6,-1.9,1.4,52.5,0.0,Spring,North
Чорнобиль,2016,5,14.8,26.7,4.2,0.9,134.5,0.0,Spring,North
Бориспіль,2016,5,18.9,25.5,12.5,1.5,24.8,0.0,Spring,North
Глухів,2016,5,21.4,24.0,19.6,2.3,2.0,0.0,Spring,North
Коростень,2016,5,20.0,24.4,17.3,2.3,2.0,0.0,Spring,North
Лебедин,2016,5,20.3,21.7,17.9,1.7,0.0,0.0,Spring,North
Сновськ,2016,5,19.5,21.3,17.7,0.5,12.4,0.0,Spring,North
Білопілля,2017,3,5.5,18.2,-0.3,2.3,48.16,0.0,Spring,North
Білопілля,2017,4,9.5,25.7,-1.7,2.7,40.76,0.0,Spring,North
Білопілля,2017,5,14.4,26.9,-0.5,1.9,43.41,0.0,Spring,North
Житомир,2017,3,6.1,18.4,-0.8,1.7,62.5,1.0,Spring,North
Житомир,2017,4,9.8,25.0,-1.7,2.1,32.0,0.0,Spring,North
Житомир,2017,5,14.2,27.0,-0.4,1.1,28.5,0.0,Spring,North
Київ,2017,3,6.1,17.6,0.1,2.8,17.3,0.0,Spring,North
Київ,2017,4,10.4,25.7,-0.2,3.4,25.4,0.0,Spring,North
Київ,2017,5,15.2,27.7,1.0,2.5,35.0,0.0,Spring,North
Конотоп,2017,3,4.9,15.2,-3.7,2.4,15.8,1.0,Spring,North
Конотоп,2017,4,9.6,25.7,-2.4,2.8,23.0,0.0,Spring,North
Конотоп,2017,5,14.0,28.0,-0.4,2.0,42.8,0.0,Spring,North
Миронівка,2017,3,6.0,17.6,0.0,3.0,12.7,0.0,Spring,North
Миронівка,2017,4,10.5,25.4,0.6,3.7,42.8,0.0,Spring,North
Миронівка,2017,5,15.4,28.8,1.3,2.7,23.3,0.0,Spring,North
Ніжин,2017,3,5.1,16.4,-3.4,2.8,19.05,0.0,Spring,North
Ніжин,2017,4,9.7,25.6,-2.1,3.2,34.47,0.0,Spring,North
Ніжин,2017,5,14.0,27.4,1.0,2.3,55.13,0.0,Spring,North
Звягель,2017,3,5.9,18.2,-1.1,2.1,64.35,0.0,Spring,North
Звягель,2017,4,9.2,24.0,-2.7,2.4,29.27,0.0,Spring,North
Звягель,2017,5,14.4,26.7,-1.3,1.7,35.11,0.0,Spring,North
Овруч,2017,3,5.2,17.6,-2.1,1.6,65.85,0.0,Spring,North
Овруч,2017,4,8.7,24.4,-3.0,1.8,48.2,0.0,Spring,North
Овруч,2017,5,13.7,26.4,0.1,1.1,40.04,0.0,Spring,North
Олевськ,2017,3,5.7,17.7,-2.0,2.6,73.7,0.0,Spring,North
Олевськ,2017,4,8.5,22.8,-4.4,2.9,32.5,0.0,Spring,North
Олевськ,2017,5,13.7,26.7,-1.0,2.0,39.1,0.0,Spring,North
Прилуки,2017,3,5.1,14.0,-3.5,2.4,16.52,0.0,Spring,North
Прилуки,2017,4,9.9,25.1,-1.5,2.9,41.52,0.0,Spring,North
Прилуки,2017,5,14.5,28.9,0.7,2.1,23.43,0.0,Spring,North
Ромни,2017,3,4.7,14.8,-2.6,2.1,23.72,0.0,Spring,North
Ромни,2017,4,9.4,25.4,-2.1,2.2,33.62,0.0,Spring,North
Ромни,2017,5,14.3,28.1,2.4,1.8,39.54,0.0,Spring,North
Семенівка,2017,3,4.3,16.9,-4.7,2.9,30.38,0.0,Spring,North
Семенівка,2017,4,8.5,25.6,-6.1,3.4,28.26,0.0,Spring,North
Семенівка,2017,5,13.3,27.3,0.1,2.7,37.92,0.0,Spring,North
Суми,2017,3,4.2,14.4,-4.7,4.1,20.7,4.0,Spring,North
Суми,2017,4,8.8,24.5,-3.5,4.3,13.8,0.0,Spring,North
Суми,2017,5,13.7,27.2,0.5,3.3,36.3,0.0,Spring,North
Чернігів,2017,3,5.3,18.4,-4.0,3.1,28.7,0.0,Spring,North
Чернігів,2017,4,9.2,23.6,-2.4,3.6,16.6,0.0,Spring,North
Чернігів,2017,5,13.9,27.3,-0.4,2.7,25.0,0.0,Spring,North
Чорнобиль,2017,3,5.4,17.7,-3.4,1.5,29.3,0.0,Spring,North
Чорнобиль,2017,4,9.4,24.7,-3.0,1.7,14.31,0.0,Spring,North
Чорнобиль,2017,5,13.8,27.0,-0.6,1.1,36.01,0.0,Spring,North
Білопілля,2018,4,12.2,25.4,0.1,2.5,10.0,0.0,Spring,North
Білопілля,2018,5,18.0,31.0,6.0,1.4,32.9,0.0,Spring,North
Житомир,2018,4,13.6,26.4,0.0,2.0,15.9,0.0,Spring,North
Житомир,2018,5,18.1,30.7,5.5,1.2,15.4,0.0,Spring,North
Київ,2018,4,13.1,26.0,1.8,3.1,8.0,0.7,Spring,North
Київ,2018,5,18.7,29.9,8.8,2.3,39.0,0.0,Spring,North
Конотоп,2018,4,10.9,26.0,-0.9,2.5,7.4,26.0,Spring,North
Конотоп,2018,5,18.2,30.3,7.0,2.2,49.7,0.0,Spring,North
Миронівка,2018,4,13.3,25.6,2.2,3.3,21.2,0.0,Spring,North
Миронівка,2018,5,18.3,30.4,6.2,2.4,33.5,0.0,Spring,North
Ніжин,2018,4,10.3,22.9,-0.5,3.2,3.9,7.0,Spring,North
Ніжин,2018,5,17.7,30.0,6.2,2.1,18.2,0.0,Spring,North
Звягель,2018,3,-1.3,12.4,-17.1,1.7,74.3,23.0,Spring,North
Звягель,2018,4,12.7,24.6,-0.3,2.3,13.4,0.0,Spring,North
Звягель,2018,5,18.0,30.1,5.1,1.6,26.9,0.0,Spring,North
Овруч,2018,4,11.4,24.8,-0.4,1.9,8.4,0.0,Spring,North
Овруч,2018,5,17.7,29.5,6.2,1.1,25.9,0.0,Spring,North
Олевськ,2018,4,12.2,25.0,-1.0,2.9,6.9,0.0,Spring,North
Олевськ,2018,5,17.5,29.6,3.4,2.1,13.9,0.0,Spring,North
Прилуки,2018,4,10.8,22.9,1.2,2.8,1.0,16.0,Spring,North
Прилуки,2018,5,18.1,29.9,4.3,2.1,30.6,0.0,Spring,North
Ромни,2018,5,18.1,29.8,6.1,1.6,34.0,0.0,Spring,North
Семенівка,2018,4,9.0,22.5,-1.9,3.1,14.6,20.0,Spring,North
Семенівка,2018,5,17.2,30.3,5.7,2.2,34.9,0.0,Spring,North
Суми,2018,4,10.2,24.9,-3.4,4.0,29.2,13.0,Spring,North
Суми,2018,5,17.8,29.7,6.3,3.4,22.6,0.0,Spring,North
Чернігів,2018,5,17.7,30.1,7.9,2.5,21.6,0.0,Spring,North
Чорнобиль,2018,4,11.6,24.8,0.1,1.7,1.8,7.0,Spring,North
Чорнобиль,2018,5,17.9,30.2,6.5,1.0,22.0,0.0,Spring,North
Білопілля,2019,3,4.4,19.3,-7.4,2.7,17.5,1.0,Spring,North
Білопілля,2019,4,9.4,23.0,-4.8,1.9,45.7,0.0,Spring,North
Білопілля,2019,5,15.6,26.1,3.1,1.6,131.2,0.0,Spring,North
Житомир,2019,3,5.1,19.2,-7.4,2.1,19.8,1.0,Spring,North
Житомир,2019,4,10.0,24.0,-2.9,1.8,49.0,0.0,Spring,North
Житомир,2019,5,16.0,26.8,3.5,1.5,152.6,0.0,Spring,North
Київ,2019,3,5.1,19.1,-5.7,3.3,31.1,3.0,Spring,North
Київ,2019,4,10.6,22.4,1.0,2.7,48.3,0.0,Spring,North
Київ,2019,5,17.0,26.6,5.7,2.3,82.2,0.0,Spring,North
Конотоп,2019,3,3.3,18.6,-9.1,2.5,30.6,16.0,Spring,North
Конотоп,2019,4,10.0,25.1,-2.1,2.2,42.8,0.0,Spring,North
Конотоп,2019,5,17.2,29.5,4.4,1.7,49.5,0.0,Spring,North
Миронівка,2019,3,4.7,18.9,-5.0,3.2,27.2,2.0,Spring,North
Миронівка,2019,4,10.4,22.7,-2.3,2.3,23.4,0.0,Spring,North
Миронівка,2019,5,17.3,27.8,6.5,2.3,50.9,0.0,Spring,North
Ніжин,2019,3,3.7,19.2,-7.2,3.2,24.1,3.0,Spring,North
Ніжин,2019,4,9.6,24.4,-4.5,2.3,70.7,0.0,Spring,North
Ніжин,2019,5,16.9,28.8,5.7,2.4,45.5,0.0,Spring,North
Звягель,2019,3,4.9,18.4,-7.0,2.3,25.6,1.0,Spring,North
Звягель,2019,4,10.3,25.2,-2.3,2.0,22.6,0.0,Spring,North
Звягель,2019,5,15.3,26.6,0.5,1.6,137.9,0.0,Spring,North
Овруч,2019,3,4.5,18.6,-7.4,1.9,28.6,1.0,Spring,North
Овруч,2019,4,9.7,24.9,-2.4,1.3,32.6,0.0,Spring,North
Овруч,2019,5,15.5,26.7,3.5,1.2,108.6,0.0,Spring,North
Олевськ,2019,3,4.5,18.6,-9.5,3.1,36.1,1.0,Spring,North
Олевськ,2019,4,9.7,25.4,-4.3,2.6,50.6,0.0,Spring,North
Олевськ,2019,5,14.8,26.5,-0.8,2.0,133.0,0.0,Spring,North
Прилуки,2019,3,3.4,18.9,-9.6,2.5,34.8,6.0,Spring,North
Прилуки,2019,4,10.0,24.5,-3.1,2.2,32.9,0.0,Spring,North
Прилуки,2019,5,17.3,29.3,5.4,2.0,120.8,0.0,Spring,North
Ромни,2019,3,3.0,18.2,-10.2,2.3,39.8,12.0,Spring,North
Ромни,2019,4,10.1,24.0,-1.6,1.4,40.3,0.0,Spring,North
Ромни,2019,5,16.8,28.9,5.2,1.2,69.6,0.0,Spring,North
Семенівка,2019,3,2.8,17.9,-8.6,3.6,27.7,1.0,Spring,North
Семенівка,2019,4,9.1,24.0,-5.0,2.6,11.8,0.0,Spring,North
Семенівка,2019,5,16.2,28.7,3.4,2.2,44.2,0.0,Spring,North
Суми,2019,3,2.6,18.7,-11.0,4.1,37.7,22.0,Spring,North
Суми,2019,4,9.6,24.3,-2.6,3.3,25.6,0.0,Spring,North
Суми,2019,5,16.8,30.0,4.7,3.3,45.1,0.0,Spring,North
Чернігів,2019,3,3.9,18.3,-7.0,3.6,18.6,0.8,Spring,North
Чернігів,2019,4,9.5,24.4,-3.9,2.6,28.0,0.0,Spring,North
Чернігів,2019,5,16.5,27.2,4.6,2.1,75.8,0.0,Spring,North
Чорнобиль,2019,3,4.3,19.5,-10.8,1.7,19.1,2.0,Spring,North
Чорнобиль,2019,4,9.6,25.3,-5.4,1.3,43.5,0.0,Spring,North
Чорнобиль,2019,5,16.2,27.0,3.2,1.0,65.8,0.0,Spring,North
Білопілля,2020,3,5.2,18.3,-7.5,2.3,12.9,0.0,Spring,North
Білопілля,2020,4,8.9,23.0,-5.4,2.4,26.9,0.0,Spring,North
Білопілля,2020,5,11.7,27.0,0.8,2.1,121.6,0.0,Spring,North
Житомир,2020,3,5.4,17.8,-6.9,1.4,18.2,2.0,Spring,North
Житомир,2020,4,9.4,23.8,-3.8,1.5,22.7,0.0,Spring,North
Житомир,2020,5,11.9,27.3,1.3,1.1,142.8,0.0,Spring,North
Київ,2020,3,6.5,18.5,-4.2,2.9,15.4,4.0,Spring,North
Київ,2020,4,9.9,23.3,-1.8,3.2,39.6,0.0,Spring,North
Київ,2020,5,12.4,26.7,2.1,2.7,126.7,0.0,Spring,North
Конотоп,2020,3,6.0,18.2,-5.3,2.7,16.9,1.0,Spring,North
Конотоп,2020,4,8.4,22.4,-5.8,2.6,24.9,0.0,Spring,North
Конотоп,2020,5,12.2,24.6,1.8,1.8,235.1,0.0,Spring,North
Миронівка,2020,3,6.6,18.6,-5.3,3.2,15.0,0.0,Spring,North
Миронівка,2020,4,9.5,22.8,-6.2,3.2,47.5,0.0,Spring,North
Миронівка,2020,5,12.8,27.3,2.0,2.4,105.6,0.0,Spring,North
Ніжин,2020,3,5.8,18.0,-6.4,2.7,14.7,1.0,Spring,North
Ніжин,2020,4,8.6,23.4,-5.3,3.1,26.7,0.0,Spring,North
Ніжин,2020,5,12.2,24.5,2.1,2.2,151.2,0.0,Spring,North
Звягель,2020,3,5.1,18.0,-6.8,1.8,20.3,1.0,Spring,North
Звягель,2020,4,9.1,24.2,-4.0,2.0,3.3,0.0,Spring,North
Звягель,2020,5,11.6,26.5,0.6,1.6,117.4,0.0,Spring,North
Овруч,2020,3,4.6,17.8,-6.7,1.5,13.2,0.0,Spring,North
Овруч,2020,4,8.1,23.7,-5.3,1.7,6.3,0.0,Spring,North
Овруч,2020,5,11.6,26.2,-0.5,1.2,87.8,0.0,Spring,North
Олевськ,2020,3,4.5,17.4,-8.3,2.7,21.1,1.0,Spring,North
Олевськ,2020,4,7.9,23.6,-5.9,3.1,4.6,0.0,Spring,North
Олевськ,2020,5,11.3,26.4,-1.5,2.8,124.3,0.0,Spring,North
Прилуки,2020,3,6.3,18.1,-5.7,2.8,11.5,0.0,Spring,North
Прилуки,2020,4,8.5,22.4,-8.4,2.6,34.1,0.0,Spring,North
Прилуки,2020,5,12.5,25.3,2.1,2.0,146.6,0.0,Spring,North
Ромни,2020,3,6.1,19.0,-5.7,2.3,12.7,0.0,Spring,North
Ромни,2020,4,8.2,21.6,-6.9,2.7,25.5,0.0,Spring,North
Ромни,2020,5,12.3,24.9,1.9,1.6,116.1,0.0,Spring,North
Семенівка,2020,3,5.1,17.9,-6.5,3.2,17.5,2.0,Spring,North
Семенівка,2020,4,7.5,22.9,-6.4,4.1,12.1,0.0,Spring,North
Семенівка,2020,5,11.4,24.7,0.4,2.7,125.7,0.0,Spring,North
Суми,2020,3,5.6,18.5,-5.9,4.3,18.0,0.8,Spring,North
Суми,2020,4,7.8,21.8,-8.0,4.4,10.5,5.0,Spring,North
Суми,2020,5,12.5,24.0,3.3,3.4,111.8,0.0,Spring,North
Чернігів,2020,3,5.4,18.2,-5.8,3.0,22.4,3.0,Spring,North
Чернігів,2020,4,8.2,24.1,-6.5,3.7,20.3,0.0,Spring,North
Чернігів,2020,5,12.1,28.0,1.1,2.7,117.9,0.0,Spring,North
Чорнобиль,2020,3,5.1,18.8,-7.1,1.6,19.6,1.0,Spring,North
