City,Year,Month,Predicted Precipitation (mm)
Баришівка,2025,7,-2.6323814748366723
Баришівка,2025,8,-2.43679600242705
Баришівка,2025,9,-2.366417228362826
Баришівка,2025,10,-2.455961849717053
Баришівка,2025,11,-2.662328435708017
Баришівка,2025,12,-2.662328435708017
Бахмут,2025,1,0.4347310279906978
Бахмут,2025,2,0.047471024316390484
Бахмут,2025,3,-0.18659026531430328
Бахмут,2025,4,-0.16415863483654594
Бахмут,2025,5,0.5150105698473684
Бахмут,2025,6,0.5331825813438976
Бахмут,2025,7,-0.3840263440227397
Бахмут,2025,8,-0.3065709225527799
Бахмут,2025,9,-0.08860355205929732
Бахмут,2025,10,-0.3963603446546455
Бахмут,2025,11,-0.6645878911535895
Бахмут,2025,12,0.43461447220702637
Баштанка,2025,1,-1.735626518560848
Баштанка,2025,2,-2.662328435708017
Баштанка,2025,3,-2.5664938949275795
Баштанка,2025,4,-1.5404112753224128
Баштанка,2025,5,-1.5291487541429778
Баштанка,2025,6,-1.5333352168646968
Баштанка,2025,7,-1.5310175751741504
Баштанка,2025,8,-1.3512948133937344
Баштанка,2025,9,-1.2085057176557066
Баштанка,2025,10,-1.4809710363590884
Баштанка,2025,11,-2.662328435708017
Баштанка,2025,12,-1.7466880246016427
Берегове,2025,1,0.5368460562774677
Берегове,2025,2,0.2635719480702927
Берегове,2025,3,-2.3767222578201976
Берегове,2025,4,-1.1096802211891559
Берегове,2025,5,0.6140235423715642
Берегове,2025,6,0.6335081406318527
Берегове,2025,7,-1.4583209939465056
Берегове,2025,8,-1.3762175886931458
Берегове,2025,9,-0.2558554005097073
Берегове,2025,10,-0.9172641925082842
Берегове,2025,11,-1.8992481251131463
Берегове,2025,12,0.5368460562774677
Бережани,2025,1,0.5543558162576336
Бережани,2025,2,-0.2008677847053558
Бережани,2025,3,-0.21053592161859314
Бережани,2025,4,-0.08260415502817191
Бережани,2025,5,0.620766804449507
Бережани,2025,6,0.6281656036176497
Бережани,2025,7,0.13904682790286885
Бережани,2025,8,0.1254441933045631
Бережани,2025,9,0.017892413475866377
Бережани,2025,10,-0.3268567775084888
Бережани,2025,11,-0.6431270216462637
Бережани,2025,12,0.5542975383657979
Бехтери,2025,1,-1.9911311829681602
Бехтери,2025,2,-1.9935453126090508
Бехтери,2025,3,-2.2411782835002705
Бехтери,2025,4,-1.8102438613838348
Бехтери,2025,5,-1.8001945168036697
Бехтери,2025,6,-1.7465614197980337
Бехтери,2025,7,-1.7061024983976394
Бехтери,2025,8,-1.4828044264575388
Бехтери,2025,9,-1.2213550538626874
Бехтери,2025,10,-1.7194366259958596
Бехтери,2025,11,-2.657700900064928
Бехтери,2025,12,-1.9831794564405187
Бобринець,2025,1,0.4097979763476425
Бобринець,2025,2,-0.2047238408200518
Бобринець,2025,3,-0.07069077779928168
Бобринець,2025,4,-0.12627998887679062
Бобринець,2025,5,0.6153741728905905
Бобринець,2025,6,0.6367565858268418
Бобринець,2025,7,-0.2708852552918496
Бобринець,2025,8,-0.2362834891673906
Бобринець,2025,9,-0.0697680216693176
Бобринець,2025,10,-0.20613214649686973
Бобринець,2025,11,-2.6358562813331097
Бобринець,2025,12,0.4100121591592297
Богодухів,2025,1,0.4339637340488782
Богодухів,2025,2,0.3077535657685179
Богодухів,2025,3,-0.12041611936810734
Богодухів,2025,4,0.5801331959557349
Богодухів,2025,5,0.48863519534957317
Богодухів,2025,6,0.49972300145324544
Богодухів,2025,7,-0.06888629456077382
Богодухів,2025,8,0.042806894522559126
Богодухів,2025,9,-0.11321979086245931
Богодухів,2025,10,-0.453700419190978
Богодухів,2025,11,-0.6632361982575572
Богодухів,2025,12,0.4333061919150295
Болград,2025,1,-2.660722913514196
Болград,2025,2,-2.640656521442513
Болград,2025,3,-2.564337945108011
Болград,2025,4,-2.6111966747068007
Болград,2025,5,-2.605403599482863
Болград,2025,6,-2.605403599482863
Болград,2025,7,-2.605403599482863
Болград,2025,8,-2.42486900375933
Болград,2025,9,-2.3634867199120655
Болград,2025,10,-2.446107768844912
Болград,2025,11,-2.6604721716911475
Болград,2025,12,-2.660722913514196
Бориспіль,2025,1,-2.087137424491007
Бориспіль,2025,2,-2.662328435708017
Бориспіль,2025,3,-2.6153095817273284
Бориспіль,2025,4,-1.92613958673408
Бориспіль,2025,5,-1.9084348345726958
Бориспіль,2025,6,-1.9098359624752421
Бориспіль,2025,7,-1.9083555050104708
Бориспіль,2025,8,-1.6317420952646118
Бориспіль,2025,9,-2.0218508062684166
Бориспіль,2025,10,-1.7594571466251214
Бориспіль,2025,11,-2.662328435708017
Бориспіль,2025,12,-2.0948717339640845
Ботієве,2025,1,-1.9497964243471895
Ботієве,2025,2,-1.9513338706804721
Ботієве,2025,3,-2.189069944964043
Ботієве,2025,4,-1.7505677253768315
Ботієве,2025,5,-1.7402973213837283
Ботієве,2025,6,-1.6841307476335132
Ботієве,2025,7,-1.6476280405975559
Ботієве,2025,8,-1.4530279537401418
Ботієве,2025,9,-1.2212576194197187
Ботієве,2025,10,-1.7105987836391707
Ботієве,2025,11,-2.660014667886473
Ботієве,2025,12,-1.9417847432368252
Броди,2025,1,0.40740425298506167
Броди,2025,2,-0.10385351988055334
Броди,2025,3,-0.12369049538413014
Броди,2025,4,-0.18135258755865344
Броди,2025,5,0.48458168534959317
Броди,2025,6,0.4969996611670973
Броди,2025,7,0.19422335914705233
Броди,2025,8,0.18486997284735238
Броди,2025,9,0.021040077422743386
Броди,2025,10,-0.20202862628395502
Броди,2025,11,-2.6304007280598363
Броди,2025,12,0.40734597509322595
Біла Церква,2025,1,0.5467292389485944
Біла Церква,2025,2,0.16107159231280954
Біла Церква,2025,3,0.25656134418883625
Біла Церква,2025,4,-0.12106080485757433
Біла Церква,2025,5,0.6265634959686046
Біла Церква,2025,6,0.6423039742734998
Біла Церква,2025,7,-0.01716801507528013
Біла Церква,2025,8,0.2245696335289422
Біла Церква,2025,9,-0.07246468395025092
Біла Церква,2025,10,-0.27653368130331585
Біла Церква,2025,11,-0.8253693631631717
Біла Церква,2025,12,0.5459551410310741
Білгород-Дністровський,2025,1,-2.6427147094459373
Білгород-Дністровський,2025,2,-2.6186362977495934
Білгород-Дністровський,2025,3,-2.257658820603791
Білгород-Дністровський,2025,4,-2.541638200049704
Білгород-Дністровський,2025,5,-2.5472495669137163
Білгород-Дністровський,2025,6,-2.5472495669137163
Білгород-Дністровський,2025,7,-2.5472495669137163
Білгород-Дністровський,2025,8,-2.3901924025599217
Білгород-Дністровський,2025,9,-2.3350357144842846
Білгород-Дністровський,2025,10,-2.415682148629187
Білгород-Дністровський,2025,11,-2.6427147094459373
Білгород-Дністровський,2025,12,-2.6427147094459373
Біловодськ,2025,1,-2.0256640971468887
Біловодськ,2025,2,-2.0282010602058644
Біловодськ,2025,3,-2.2884310316461605
Біловодськ,2025,4,-1.8608885960862411
Біловодськ,2025,5,-1.8489896369102663
Біловодськ,2025,6,-1.8071186577839897
Біловодськ,2025,7,-1.7724712968620246
Біловодськ,2025,8,-1.5386722808420519
Біловодськ,2025,9,-1.8009827517477468
Біловодськ,2025,10,-1.743990616242833
Біловодськ,2025,11,-2.005009297877129
Біловодськ,2025,12,-2.017846366225185
Білопілля,2025,1,0.5132079975462263
Білопілля,2025,2,0.11481747743394538
Білопілля,2025,3,-0.022705097633853654
Білопілля,2025,4,-0.10012916891136134
Білопілля,2025,5,0.5889495925595633
Білопілля,2025,6,0.602547798136181
Білопілля,2025,7,-0.03602363038399498
Білопілля,2025,8,0.15001956883077025
Білопілля,2025,9,-0.026531053684313063
Білопілля,2025,10,-0.40918296342686616
Білопілля,2025,11,-0.8019377920190959
Білопілля,2025,12,0.5130311754229138
Велика Олександрівка,2025,1,0.4111301401720111
Велика Олександрівка,2025,2,-0.08395909709172947
Велика Олександрівка,2025,3,0.02490418214090984
Велика Олександрівка,2025,4,-0.10947807087416091
Велика Олександрівка,2025,5,0.6289141932929623
Велика Олександрівка,2025,6,0.6699048258675108
Велика Олександрівка,2025,7,-0.5332902285025145
Велика Олександрівка,2025,8,-0.2507247889596844
Велика Олександрівка,2025,9,-0.05097443033368399
Велика Олександрівка,2025,10,-0.8966083699286702
Велика Олександрівка,2025,11,-2.572091232147861
Велика Олександрівка,2025,12,0.4115168190272352
Великий Березний,2025,1,-1.8338050390900844
Великий Березний,2025,2,-2.662328435708017
Великий Березний,2025,3,-2.6241752138476238
Великий Березний,2025,4,-1.5914352003880345
Великий Березний,2025,5,-1.5817446844737697
Великий Березний,2025,6,-1.5883053430931675
Великий Березний,2025,7,-1.5898836937116676
Великий Березний,2025,8,-1.365499975087149
Великий Березний,2025,9,-1.2097524136092448
Великий Березний,2025,10,-1.5536439700983045
Великий Березний,2025,11,-2.662328435708017
Великий Березний,2025,12,-1.8475343042320957
Великий Бурлук,2025,1,0.33460884167519805
Великий Бурлук,2025,2,0.3467763535883976
Великий Бурлук,2025,3,-0.2333820025073992
Великий Бурлук,2025,4,0.5795398644728665
Великий Бурлук,2025,5,0.4278648041423652
Великий Бурлук,2025,6,0.43852675555131715
Великий Бурлук,2025,7,-0.0492688472749092
Великий Бурлук,2025,8,0.050506779574476496
Великий Бурлук,2025,9,-0.08856745859847018
Великий Бурлук,2025,10,-1.4659408152512237
Великий Бурлук,2025,11,-0.7204826844641777
Великий Бурлук,2025,12,0.33398497605220684
Веселий Поділ,2025,1,0.499963857371041
Веселий Поділ,2025,2,0.21955238496867188
Веселий Поділ,2025,3,0.3521308600002503
Веселий Поділ,2025,4,-0.022149626400084322
Веселий Поділ,2025,5,0.6289149630761119
Веселий Поділ,2025,6,0.6430173531047185
Веселий Поділ,2025,7,-0.2222480695473032
Веселий Поділ,2025,8,-0.1813675191558155
Веселий Поділ,2025,9,-0.0711260598563569
Веселий Поділ,2025,10,-0.2912183880012768
Веселий Поділ,2025,11,-0.8504799922259737
Веселий Поділ,2025,12,0.4999301808601834
Вилкове,2025,1,-2.2196582481842118
Вилкове,2025,2,-2.641935780320624
Вилкове,2025,3,-2.4036739455730154
Вилкове,2025,4,-2.042419643492276
Вилкове,2025,5,-2.0779235399307763
Вилкове,2025,6,-2.0856054613108626
Вилкове,2025,7,-2.0856054613108626
Вилкове,2025,8,-1.956937858896613
Вилкове,2025,9,-1.9108772780052565
Вилкове,2025,10,-1.9858382572666902
Вилкове,2025,11,-2.662328435708017
Вилкове,2025,12,-2.227340169564298
Вознесенськ,2025,1,0.2998266376084544
Вознесенськ,2025,2,-0.119225843677201
Вознесенськ,2025,3,-0.1495975463084402
Вознесенськ,2025,4,-0.14363864818736014
Вознесенськ,2025,5,0.6297801218631932
Вознесенськ,2025,6,0.6682784081575067
Вознесенськ,2025,7,-0.5335485044912732
Вознесенськ,2025,8,-0.361181296955548
Вознесенськ,2025,9,-0.08462001565172664
Вознесенськ,2025,10,-1.1152950618189656
Вознесенськ,2025,11,-2.576552879347878
Вознесенськ,2025,12,0.3002452147113164
Волноваха,2025,1,-1.6377846285061834
Волноваха,2025,2,-1.6423851950995436
Волноваха,2025,3,-1.8922491873336733
Волноваха,2025,4,-1.5269735053780562
Волноваха,2025,5,-1.5089956761231553
Волноваха,2025,6,-1.4823924749725876
Волноваха,2025,7,-1.483539450622059
Волноваха,2025,8,-1.291458860892428
Волноваха,2025,9,-1.0908617558232183
Волноваха,2025,10,-1.3936656910154575
Волноваха,2025,11,-1.616309505742169
Волноваха,2025,12,-1.6312981547398544
Володимир,2025,1,0.6594608336224201
Володимир,2025,2,0.10779784419758737
Володимир,2025,3,-0.10165936470547453
Володимир,2025,4,0.6206196626096753
Володимир,2025,5,0.7059418477754614
Володимир,2025,6,0.7133304175343
Володимир,2025,7,0.20662356329071413
Володимир,2025,8,0.2064274019687382
Володимир,2025,9,0.1911919928550743
Володимир,2025,10,-0.3547924801340364
Володимир,2025,11,-0.18713496566662577
Володимир,2025,12,0.6594608336224201
Вінниця,2025,1,0.749194089105762
Вінниця,2025,2,0.2609122394075718
Вінниця,2025,3,0.25318294662846985
Вінниця,2025,4,0.6834487708087131
Вінниця,2025,5,0.8088191669441158
Вінниця,2025,6,0.8159716063170502
Вінниця,2025,7,0.07734643765185621
Вінниця,2025,8,0.13357926943417964
Вінниця,2025,9,-0.1498221975105682
Вінниця,2025,10,-0.28492188965701526
Вінниця,2025,11,-0.4169164304889752
Вінниця,2025,12,0.7485702234827709
Гадяч,2025,1,0.5391914625590274
Гадяч,2025,2,0.35948686384961365
Гадяч,2025,3,0.06567330451977414
Гадяч,2025,4,0.5998935406186438
Гадяч,2025,5,0.6024117302671161
Гадяч,2025,6,0.6193660402459166
Гадяч,2025,7,-0.16930781313267518
Гадяч,2025,8,0.03070441169179134
Гадяч,2025,9,-0.050019879217105864
Гадяч,2025,10,-0.4535516359648501
Гадяч,2025,11,-0.4898229308175824
Гадяч,2025,12,0.5388644081411861
Гайворон,2025,1,0.4482105650656817
Гайворон,2025,2,-0.24369880251039475
Гайворон,2025,3,-0.19024818723084364
Гайворон,2025,4,-0.18701413014403445
Гайворон,2025,5,0.6337676510964261
Гайворон,2025,6,0.6581539847252982
Гайворон,2025,7,-0.2408430168154466
Гайворон,2025,8,-0.2988585819866386
Гайворон,2025,9,-0.12130759605998309
Гайворон,2025,10,-0.31874614488959113
Гайворон,2025,11,-0.4084634293708337
Гайворон,2025,12,0.4484247478772689
Гайсин,2025,1,0.5563603347826619
Гайсин,2025,2,-0.17446065433613803
Гайсин,2025,3,-0.02488149962250842
Гайсин,2025,4,-0.18303815285779682
Гайсин,2025,5,0.6343985037059298
Гайсин,2025,6,0.644140511413937
Гайсин,2025,7,-0.23662634111829134
Гайсин,2025,8,-0.1475327913198256
Гайсин,2025,9,-0.050984822712797105
Гайсин,2025,10,-0.36039932678685455
Гайсин,2025,11,-0.6575370795070412
Гайсин,2025,12,0.5562437789989905
Генічеськ,2025,1,0.5442456090773868
Генічеськ,2025,2,-0.14153393143583307
Генічеськ,2025,3,0.16615839761016896
Генічеськ,2025,4,-0.004096105234020373
Генічеськ,2025,5,0.7326751823786914
Генічеськ,2025,6,0.7629662159247173
Генічеськ,2025,7,-0.49877901433440713
Генічеськ,2025,8,-0.25099824760228545
Генічеськ,2025,9,-0.015276042199705813
Генічеськ,2025,10,-0.6537381865389023
Генічеськ,2025,11,-1.5373016131084138
Генічеськ,2025,12,0.5446147844978649
Глухів,2025,1,-2.5468844016035597
Глухів,2025,2,-2.662328435708017
Глухів,2025,3,-2.662328435708017
Глухів,2025,4,-2.4738597989460476
Глухів,2025,5,-2.48972619979743
Глухів,2025,6,-2.5025703773479955
Глухів,2025,7,-2.5025703773479955
Глухів,2025,8,-2.310076676295436
Глухів,2025,9,-1.9892527030527463
Глухів,2025,10,-2.314048597803421
Глухів,2025,11,-2.662328435708017
Глухів,2025,12,-2.559728579154125
Губиниха,2025,1,0.5585117499717872
Губиниха,2025,2,0.15423118209256553
Губиниха,2025,3,-0.18295718568224784
Губиниха,2025,4,-0.05977190286256542
Губиниха,2025,5,0.6314410059516647
Губиниха,2025,6,0.6428545678509983
Губиниха,2025,7,-0.27198132767508293
Губиниха,2025,8,-0.20000840305471954
Губиниха,2025,9,-0.107307271506021
Губиниха,2025,10,-0.2569946850494733
Губиниха,2025,11,-0.7200987582740044
Губиниха,2025,12,0.5583615176772583
Гуляй Поле,2025,1,-0.8054293377839186
Гуляй Поле,2025,2,-0.8051339617616047
Гуляй Поле,2025,3,-1.2923104346220247
Гуляй Поле,2025,4,-0.5315501014063471
Гуляй Поле,2025,5,-0.5203661525325298
Гуляй Поле,2025,6,-0.4681723681392848
Гуляй Поле,2025,7,-0.5337993138803409
Гуляй Поле,2025,8,-0.5587100327477764
Гуляй Поле,2025,9,-1.2953594583105423
Гуляй Поле,2025,10,-0.8093349613002365
Гуляй Поле,2025,11,-0.8059581866681761
Гуляй Поле,2025,12,-0.8033218430569268
Гурзуф,2025,1,-0.9232683523617725
Гурзуф,2025,2,-2.3334970481910924
Гурзуф,2025,3,-2.123723107484804
Гурзуф,2025,4,-0.1138030639221286
Гурзуф,2025,5,-0.3396113036992025
Гурзуф,2025,6,-0.06346812449932922
Гурзуф,2025,7,-0.3677235385117293
Гурзуф,2025,8,-0.2327519706114108
Гурзуф,2025,9,-0.5762726586045064
Гурзуф,2025,10,-0.5157637814393147
Гурзуф,2025,11,-1.0769893246623623
Гурзуф,2025,12,-0.9167653891987277
Дебальцеве,2025,1,-1.9843762940521554
Дебальцеве,2025,2,-2.6431365584776323
Дебальцеве,2025,3,-2.662328435708017
Дебальцеве,2025,4,-0.5945645139487081
Дебальцеве,2025,5,-1.6811909506858957
Дебальцеве,2025,6,-1.6824694031634697
Дебальцеве,2025,7,0.054976812663294725
Дебальцеве,2025,8,-0.7042460552614449
Дебальцеве,2025,9,0.2111646218390999
Дебальцеве,2025,10,-0.6108712169104968
Дебальцеве,2025,11,-2.553952051311955
Дебальцеве,2025,12,-1.9891424421147283
Дніпро,2025,1,0.641543319388218
Дніпро,2025,2,0.18839059052844154
Дніпро,2025,3,0.14566041769619206
Дніпро,2025,4,-0.10579147069084531
Дніпро,2025,5,0.8086064204733462
Дніпро,2025,6,0.811967869584747
Дніпро,2025,7,-0.22810152497342892
Дніпро,2025,8,-0.188606332514584
Дніпро,2025,9,-0.2694989775013121
Дніпро,2025,10,-0.24137036691911795
Дніпро,2025,11,-0.5966699555727111
Дніпро,2025,12,0.641543319388218
Долина,2025,1,-1.698436078921026
Долина,2025,2,-2.662328435708017
Долина,2025,3,-2.6030723049700693
Долина,2025,4,-1.4855752104010043
Долина,2025,5,-1.4761479814046286
Долина,2025,6,-1.4796385299708046
Долина,2025,7,-1.4767902964727118
Долина,2025,8,-1.283026092966347
Долина,2025,9,-1.2284281382218667
Долина,2025,10,-1.4400092046717323
Долина,2025,11,-2.662328435708017
Долина,2025,12,-1.708259809057733
Долинська,2025,1,-2.662328435708017
Долинська,2025,2,-2.662328435708017
Долинська,2025,3,-2.6546465143279305
Долинська,2025,4,-2.6459972534259797
Долинська,2025,5,-2.636491650168303
Долинська,2025,6,-2.636491650168303
Долинська,2025,7,-2.636491650168303
Долинська,2025,8,-2.448435867028456
Долинська,2025,9,-2.3739469176326016
Долинська,2025,10,-2.463491538986829
Долинська,2025,11,-2.662328435708017
Долинська,2025,12,-2.662328435708017
Донецьк,2025,1,0.6589476500015299
Донецьк,2025,2,0.22385060862246536
Донецьк,2025,3,0.2488714050757053
Донецьк,2025,4,-0.10931732603409836
Донецьк,2025,5,0.8312667093438871
Донецьк,2025,6,0.8456907567556251
Донецьк,2025,7,-0.44624340607241136
Донецьк,2025,8,-0.27071130039625513
Донецьк,2025,9,-0.17819062860876866
Донецьк,2025,10,-0.3941398558351109
Донецьк,2025,11,-0.33352623591848835
Донецьк,2025,12,0.6589157517538919
Дрогобич,2025,1,0.48077344567376523
Дрогобич,2025,2,-0.18447582977763952
Дрогобич,2025,3,-0.04659794111072575
Дрогобич,2025,4,0.5324227992098886
Дрогобич,2025,5,0.5818650740245865
Дрогобич,2025,6,0.6018387588057886
Дрогобич,2025,7,0.3397218500512698
Дрогобич,2025,8,0.08723300074230758
Дрогобич,2025,9,0.030440374628052002
Дрогобич,2025,10,-0.34564526397546613
Дрогобич,2025,11,-0.39328841447950597
Дрогобич,2025,12,0.48065688989009386
Дружба,2025,1,0.21576509670389965
Дружба,2025,2,0.40347185345885056
Дружба,2025,3,-0.04315255432905419
Дружба,2025,4,0.344027346106178
Дружба,2025,5,0.3005541534552251
Дружба,2025,6,0.3005541534552251
Дружба,2025,7,0.17085843097908437
Дружба,2025,8,-0.03597580640246395
Дружба,2025,9,0.18882859021910747
Дружба,2025,10,-1.2790468326899664
Дружба,2025,11,-0.3616762972441762
Дружба,2025,12,0.2136666036176619
Дубно,2025,1,-2.662328435708017
Дубно,2025,2,-2.662328435708017
Дубно,2025,3,-2.541858520161659
Дубно,2025,4,-2.64075960341899
Дубно,2025,5,-2.631254000161314
Дубно,2025,6,-2.631254000161314
Дубно,2025,7,-2.631254000161314
Дубно,2025,8,-2.4356685277516905
Дубно,2025,9,-2.366417228362826
Дубно,2025,10,-2.455961849717053
Дубно,2025,11,-2.662328435708017
Дубно,2025,12,-2.662328435708017
Жашків,2025,1,0.49324399840825384
Жашків,2025,2,-0.1854350281827441
Жашків,2025,3,0.298375717800686
Жашків,2025,4,-0.08672064595265143
Жашків,2025,5,0.6820118472577591
Жашків,2025,6,0.7009299476098161
Жашків,2025,7,-0.1112672950373993
Жашків,2025,8,-0.15447784880054546
Жашків,2025,9,-0.15880885185510576
Жашків,2025,10,-0.2862232773345543
Жашків,2025,11,-0.8345889315547345
Жашків,2025,12,0.49306717628494134
Житомир,2025,1,0.6858327521335238
Житомир,2025,2,0.20856743991280646
Житомир,2025,3,0.2383059524586039
Житомир,2025,4,0.006800708940565112
Житомир,2025,5,0.8185429593441035
Житомир,2025,6,0.8252334867393681
Житомир,2025,7,-0.1779769305516354
Житомир,2025,8,-0.1287105573040916
Житомир,2025,9,-0.1348218955171953
Житомир,2025,10,-0.29606003871798614
Житомир,2025,11,-0.49418902948483573
Житомир,2025,12,0.6858327521335238
Жмеринка,2025,1,0.5723818886018083
Жмеринка,2025,2,-0.227175252722594
Жмеринка,2025,3,0.17583873010222761
Жмеринка,2025,4,0.005368645092074314
Жмеринка,2025,5,0.6415222160027515
Жмеринка,2025,6,0.6590288042605764
Жмеринка,2025,7,0.19076961810477794
Жмеринка,2025,8,-0.11874489275036526
Жмеринка,2025,9,-0.04442170403380474
Жмеринка,2025,10,-0.19952834118047094
Жмеринка,2025,11,-0.8859894878266105
Жмеринка,2025,12,0.5716660685761239
Запоріжжя,2025,1,0.585775790069029
Запоріжжя,2025,2,-0.016021786608597356
Запоріжжя,2025,3,-0.18845759911542814
Запоріжжя,2025,4,-0.04757651560553895
Запоріжжя,2025,5,0.7202997453160844
Запоріжжя,2025,6,0.7400722429258145
Запоріжжя,2025,7,-0.5081609351746417
Запоріжжя,2025,8,-0.4190265999504757
Запоріжжя,2025,9,-0.13237873541324727
Запоріжжя,2025,10,-0.35693370474829306
Запоріжжя,2025,11,-0.3916193321078297
Запоріжжя,2025,12,0.5857438918213912
Затишшя,2025,1,-2.628932708911729
Затишшя,2025,2,-2.662328435708017
Затишшя,2025,3,-2.033923965101405
Затишшя,2025,4,-2.586027789360872
Затишшя,2025,5,-2.5923427089398605
Затишшя,2025,6,-2.5941989729567303
Затишшя,2025,7,-2.5941989729567303
Затишшя,2025,8,-2.4147593192824455
Затишшя,2025,9,-2.340270369886592
Затишшя,2025,10,-2.423331191580861
Затишшя,2025,11,-2.662328435708017
Затишшя,2025,12,-2.6307889729285985
Звенигородка,2025,1,0.4845953787877706
Звенигородка,2025,2,-0.09362376063696752
Звенигородка,2025,3,0.2841370513049926
Звенигородка,2025,4,0.61538104736547
Звенигородка,2025,5,0.670545634556717
Звенигородка,2025,6,0.6845761128276034
Звенигородка,2025,7,-0.17611964386438295
Звенигородка,2025,8,-0.11429144383263937
Звенигородка,2025,9,-0.06221350380182778
Звенигородка,2025,10,-0.19900368628237378
Звенигородка,2025,11,-0.7766791429566723
Звенигородка,2025,12,0.4848095615993579
Звягель,2025,1,0.4624717832047253
Звягель,2025,2,-0.046573274501792675
Звягель,2025,3,0.01666762576433778
Звягель,2025,4,-0.04796123860922453
Звягель,2025,5,0.4901399620804906
Звягель,2025,6,0.5032328516535286
Звягель,2025,7,0.018388353287382544
Звягель,2025,8,0.108743364023334
Звягель,2025,9,0.061696810343207814
Звягель,2025,10,-0.20942091345669692
Звягель,2025,11,-2.5529021847051645
Звягель,2025,12,0.4622949610814128
Знам’янка,2025,1,0.44245036639675367
Знам’янка,2025,2,0.12662316920210137
Знам’янка,2025,3,0.07937517082976633
Знам’янка,2025,4,-0.05934471903057708
